,ID,comments
170,짭뇨띠,작곡으로 대박친 장범준싱어 역량은 성시경난싱어송라이터를 더 쳐줌 그게 더 어렵자나
171,지다누10,대중성은 장범준나머지는 성시경 압승이지.. 장범준 택하는 사람은 헤이즈 vs 박정현에서도 헤이즈 택할 건가?ㅋㅋ
172,STAN1EY,누가 가수로서 더 나은지는 모르겠지만 콘서트 하나 갈 수 있다면 난 성시경
173,시대정신,성시경은 여자픽이 존내 높은듯원히트원더로 따지자면거리에서 vs 벚꽃엔딩 난 벚꽃승
174,eclips2d,노래 실력의 경우 둘의 방향성이 다르지만 성시경 우위라고 보는데 전반적으로 가수로써 내는 앨범이나 작품을 본다면 아티스트로서는 장범준 압승임
175,귀로천,가수 성시경 윈 싱어송라이터 장범준 윈
176,구래덕송아,그냥 발라드계 황태자 계보를 누가 이었는지 생각해보면 됨. 애초에 성시경은 콘서트 가수인것도 크고
177,씹다껌,성시경 아닌가?? 노래 난이도자체가 성시경 노래가 훨씬 어렵잖아 물론 노래 부르기 쉽다고 해서 원곡 가수가 노래 못 부르는다는 말은 아닌데근데 이게 누가 더 노래 잘 부르냐 그거 비교하는거임? 전체적인걸 비교하는거임?
178,마크로니아,잘 부르긴 하지만 그냥 좀 더 대중적인 느낌이 장범준이지.ㄹㅇ 노래는 성시경이지.아이유가 대중적으로 성공했다고 이선희랑 비교하는꼴 아니냐.
179,하인즈,마크로니아 장범준이 성시경 넘었듯아이유가 이선희는 이미 넘었음
180,유짐,성시경이 현역 중에 탑급 보컬이긴 하지만둘 다 대중가요 가수니까 상업적인 측면에서 압살하는 장범준 승이지
181,킹갓제너럴아자르,둘중 한명 꼽으면 무조건 성시경인데.. 김나박이처럼 발성 짱짱한애들만 인정해주는 시대에서도 살아남아서 지금 00년생들까지 노래 다 듣잖아? 노래방 차트 100순위 켜서 히트곡 개수 세어봐도 성시경 압승임
182,뻥쟁이,장범준은 음지의 고수 느낌이고 성시경은 양지의 고수 느낌. 결론은 그냥 둘다 짱이라 생각함.
183,센스는챌린저,"다 주관적이니까 갈리지 ㅋ음반판매량이나 1위 횟수, 저작권료 등등 다양한걸로 자료 제시라도 해야 납득하지난 성시경"
184,점화블래스터,센스는챌린저 사실 객관적인 지표로 따지면 장범준이 압승이긴 함 성시경이 원탑이었던 시기는 거의 없음
185,상호돈신,성시경 동시대에 브아솔 sg워너비 버즈 김종국 등 너무 많았지 않나 장범준은 그야말로 씹어먹었고
186,픽스트,"같은 기간대비로는 장범준이 임팩트 더 쎄고성시경은 아무래도 연차가 오래된 가수고 롱런하고있으니 누적치가 많이 쌓인 느낌 ?현기준으론 성시경 누적치가 더 많지만, 장범준이 지금 폼 더 오래 유지하면 장범준일듯딱 최고점만 비교해보면 장범준 버스커때가 더 높음"
187,매콤항정살덮밥,장범준 앨범퀄 지리긴 함가사같은거 대충쓴듯한 곡도 장범준만의 느낌이 있어서 좋음가창력이나 노래적표현은 성시경이 압승인데장범준은 작사 작곡 다 되고 히트곡도 많아서아티스트로 보면 장범준이 이길테고노래실력은 성시경이지 거리에서나 희재같은 어려운 노래성시경이 받은 이유가 있음
188,한산,성시경 전성기를 직접 본 사람인데닥 장범준인데
189,RX-78,둘 중 한 콘서트만 가야된다면 성시경 ㅋㅋ
190,과일귀신,노래 실력은 성시경이 압살이긴 한데뮤지션 그 자체로만 보면 장범준이 추월한 것 같음본인 작사작곡에 낼 때마다 히트하니까 뭐성시경도 명곡 많지만 최근 10년 가까이 가수보단 예능인 활동이 더 두드러지지 않았나근데 콘서트 가라고 하면 성시경 콘서트 갈거임
191,lastfasc,ㅁㅊ.. 어쩌다가 성시경이 장범준 비교대상이 되어버렸노.. 내가 늙은건가
192,포스터칼라,근데 벚꽃엔딩 대박난거 인정인데그런 식으로 따지자면 성시경은 고사하고 뭐 하다못해 유재하도 장범준에 못비비는거 아니냐?
193,도표쵸데케,애초에 성시경은 전성기 시절에도 원탑급은 아니었는데...
194,ㄱㄱㄱㄱ12,개인적으론 비교하기 부끄러울 정도로 성시경이라 본다ㅋㅋ 가요 부흥기때도 빛났던 가수랑 암흑기에 비교우위로 앞선 가수의 차이인거 같음
195,친일파척결,성시경의 롱런은 그의 음악적 역량도 있지만매일 방송국 관계자들과 마신 술의 영향도 크다고 봐요 반면 장범준은 은둔형 외톨이라서 장범준 손을 들어주고 싶네요
196,Broja,"난 장범준인게성시경이 잘나가던 시절엔 발라드 부르는 가수들이 많았음. 물론 그 중 에서도 성시경은 대단했지만장범준은 댄스가수 활개치고 다니고 그룹사운드, 통기타 + 보컬 이란게 ㅈ망한 시장에서갑자기 기타메고 짜잔 하고 등장해서대중성 하늘 찍는 음악들을 냈다는거에서 좀 더 높게 쳐 줌."
197,OMGDMOUP,그냥 길거리가서 누구 콘서트 갈거냐고 100명한테 물어보삼 성시경이 압도적으로 이길껄?
198,낑깡꽁뀡,"팩트) 성시경 데뷔 2000년, 버스커버스커 슈스케 출연 2011년 걍 말도안되는 비교임ㅋㅋ"
199,44777,"전성기 한정이라고 하면 성시경이긴 한 데, 2022년 현재는 장범준이 압살이긴 해.요즘 애들은 성시경을 앨범 낸 노래 잘하는 예능인, 유튜버로 아는 수준 아닌가?"
200,V.주니오르,성시경
201,밀수업자27,난 무조건 성시경버스커 - 장범준도 좋지만 성시경이 더 좋아 콘하면 성시경콘감
202,코제르다르크,성시경은 거의 리빙 레전드인데 발라드 분야 황제 아님? ㅋㅋ 장범준 노래는 좋은데 감탄은 안나옴 성시경 노래는 좋은데 감탄도 나옴 당장 콘서트 보내줘도 성시경 콘서트 감 나는
203,표삿갓TV,래드키 애초에 장범준 성시경 분야가 다른데 남자 발라드 솔로하면 성시경이고 남자 컨템포러리 포크 솔로하면 장범준이지 뭘 그정도가 아니야 ㅋㅋ
204,올롤,코제르다르크 장범준과의 비교를 떠나서 애초에 성시경이 그정도는 아님
205,전승우승가능,성시경이 장범준한테 비빌수있다는게 믿기지않네 히트곡 수준이 다른데?성시경 전성기때 벚꽃엔딩급 임팩트는 아니더라도 여수밤바다 수준이라도 되는게 있나?노래방에서정도나 있지
206,화산귀환1,전승우승가능 거리에서넌감동이었어희재내게오는길좋을텐데두사람너는나의봄이다우린제법 잘어울려요대충생각나는거 적었는데 이거 다 여수밤바다급은 되는듯
207,qlsjdowm,발라드 좋아해서 성시경 승
208,멍청이바로너,괴거 미화 ㅈ되는데 웃긴건 진짜 그 세대 겪어본사람들은 성시경 그정도급까진 절대 아니라고하는데 안겪은 애들이 올려치기 한다는거임ㅋㅋㅋㅋ 성시경이 발라드 goat라는글이 배댓 먹지않나
209,낡은핸드폰,그래도 누구 콘서트 갈거냐고 물어보면 다들 성시경 고를거지?
210,다두다아라,낡은핸드폰 성시경 아는 노래가 별로 없어서 장범준 갈듯
211,완소파,"성시경도 엘리트급이지만, 당시 음악프로 1위 같은 건 거의 못 해봄. 00년대 초반 여전히 전성기였던 임창정, 조성모, 00년대 대장급 브라운아이즈, sg워너비, 임팩트도르 한남자, 1~3집 연속 대박친 버즈 등에 비하면 2티어로 봐야 됨."
212,장필립,성시경 전집 합쳐도 버스커버스커 1집만큼의 파급력 없음
213,숲튽김치,버스커 1집으로 성시경 커리어 익사 가능같은데
214,낚시왕,둘 다 유튜버니까 구독자수로 비교한다성시경 109만장범준 94만성시경 승
215,심판,자시안 성시경은 먹방이 엄청흥해서 ㅋㅋ
216,공정한나라당,20대 후반인데 이승철 성시경 말고 듣는 00년대 발라드 없는데 ㅋㅋ 근데 성시경이 진짜 오히려 젊은 세대에서 고평가된 가수임?
217,범수염고래,"아 성시경쪽이었는데 좀 흔들리긴한다.모든 앨범을 손수 만들어서 내놨다는점이 너무 크게 작용함. 내 발라드 명반 원탑이 유재하 앨범인데,성시경 앨범은 단 한번도 전체 풀재생으로들어본적이 없음장범준 앨범은 버스커버스커 이후로도 솔로앨범 3집까지 다 들어봤었고."
218,더블불고기세트,가수는 가창력이지 닥 성시경
219,chocolat,난 첨에 보자마자 성시경이라고 생각했는데 댓글들 보니까 장범준이 더 위인가 싶기도하네
220,루킹폴어탠션,히트곡 빼고 슈스케 한정으로도 장범준 승인듯그시절에 노래잘하고 잘부르는 발라드 가수는 많았음 그사이에 성시경이 1티어도 아니었고
221,윤종신,"포스터칼라 나도 이승철, 성시경 고름 ㅋㅋㅋ"
222,야광번쩍,[페르소나] 장범준 아는세대면 성시경도 무조건 잘알지 근데 난 그세대인데 성시경 노래를 더 많이암
223,딥쓰리커리,기준이 먼데 시발 ㅋㅋ히트곡이면 장범준이고 실력이면 성시경이고고음가창도 안되는데 장범준은 본인도 인정했고 걍 개성있게 부르는거고
224,선호공주,"일단 두 분 포지션이 많이 달라요.성시경님은 발라드 하면 최정상에 위치한 대표가수고요,지금도 그 많은 남성들이 성시경처럼 부르고 싶어해요. 기술적으로도 뛰어나시고요.장범준님은 대중적으로 성공한 싱어송라이터시고요,순수한 가창에 집중하신 분은 아니에요.이게 vs가 되는가? 에 물음표가 생기네요."
225,토레스리,둘다 존나 좋아하는데 아직은 성시경이 위라 생각함. 근데 아직 장범준은 앞으로 10년이나 더 남아서 이 기간에 충분히 반열에 오를 수 있다 생각.
226,강혜원와이번스,성시경은 가수로서도 연예인으로서도 인기 있는건 맞긴한데 걍 한창때도 혼자 짱먹는 급이었던적이 없음
227,바카스사줘,장범준이 한 곡 내고 사라진 것도 아니고 이게 비교가 되냐 ㅋㅋ 성시경은 한번도 정상을 찍어본 적이 없다. 한 해 10대 가수를 뽑으면 간신히 한 두 번 들어갈 정도의 커리어. 좋니로 1위 찍기 전 윤종신 생각하면 되겠네
228,팬아메리칸항공,성시경 시대 좀 봤어도 장범준이 위별개로 목소리는 개취로 성시경장범준은 음색이...
229,97년생아재,오르니틴 발라드 황제 계보는 이문세-변진섭-신승훈-조성모까지임성시경은 택도 없음
230,아미지노,성시경은 먹방력이 더 좋던데?
231,rkdkeeii,대충적당히 이거는 성시경 갈꺼 같은데 라이브 차이가 너무 나잖아
232,수선생님,콘서트는 1초도 안망설이고 성시경 갈듯
233,브라질 호나우두,실력은 성시경히트곡은 장범준
234,gordito7,난 성시경이 더 죠아잉
235,복현2동,나 91년생 솔직히 말해서 성시경 노래 거리에서 말고 뭐 있는데?주위 사람들에게 물어보면 성시경 노래 아는거 말하라면거리에서 말곤 모르는 사람 수두룩함내 기억에 성시경은 거리에서랑 라디오 잘 자요예능에서의 성시경 말곤 모르겠음
236,시펄넘,아재인데 성시경 임팩트가 있었나? 박효신을 적어도 내 주변에선 더 많이 들었던듯이수나 브아솔도 데뷔시기 비슷할텐데 ㅋ
237,베이빌론,이게 갈린다는게 더 신기한데 난..ㅋㅋㅋ;성시경은 우리나라에서 손에 꼽힐만한 보컬리스트이자 싱어송라이터임 히트로치면 김범수도 장범준보다 밑임??ㅋㅋㅋㅋ말이되는소릴해라 좀
238,룰랄룰루,성시경도 곡을 쓰는걸로 알지만 장범준은 엥간하면 다 본인이 쓰지않나? ㅋㅋ
239,DAEGU,어차피 장르 분야도 다른데 비교는 무의미하고 대중에게 콘서트 어디갈꺼냐고 줄세우면 성시경으로 몰릴듯
240,텐하흐맘,한섬닷컴 방송 활동을 단 한 번도 하지 않았음에도 불구하고[1] 음악 프로그램 차트 1위를 달성하고 음반 판매량 70만장과 음원차트 21주 연속 1위[2]라는 대기록을 세웠다벌써일년 21주연속이라는데 거리에서 몇주냐
241,Olimpico,솔직히 성시경 전성기때 탑급아니었음 안티 많았던것도 기억나고 요새 와서야 다시 뜬거지
242,JROD,모르겠고 성시경 먹을텐데 씹꿀잼
243,서릿빛이즈리얼,성시경이라 생각했는데 버스커버스커 히트곡모음보고 생각이 바뀜
244,소녀이론,벚꽃엔딩 장범준이 곡 혼자만든거면 비교불가지 성시경이랑
245,얌냠냠,성시경 올려치기 심하네실제로는 연간 판매 순위가02년에 8위한 것이 최대 등수다나머지는 10위 안에도 든 적 없고장범준과의 비교를 떠나서 최대 전성기조차 많은 상위권 가수 중에 하나였을 뿐이야성시경 목소리는 나도 가지고 싶지만성시경은 전성기에도 20위~5위 왔다갔다 하는 가수였어
246,갓지은식은밥,동시대 성시경이랑 비슷하게 데뷔한가수가 나얼 김범수 박효신 아님? 애초에 동시대 씹어먹은적도 없는데 성발라 왤케 고평가하지..
247,고스로,갓지은식은밥 https://theqoo.net/square/2257562413응 멜론 누적 남솔 1위가 성시경임현실은 00년대 노래중에 감상자수 500만 넘은 발라드곡 거리에서랑 눈의꽃 두곡뿐이다
248,초범9,성시경 전성기 세대 입장에서 솔직히 까고 말해 지금 성시경은 유튜브나 마녀사냥 같은 예능으로 익숙해져서 고평가 ‘당한다’고 생각함..성시경 전성기라고 할 수 있는 00년대 초중반에 성시경은 그냥 노래 잘 부르는 괜찮은 발라드 가수 정도 이미지였는데 갑자기 무슨 탑 발라더 계보까지 나와서 좀 당황했음.
249,우르르르,장범준 활동도 안해도 음원나오면 1등 가능. 성시경 활동 존나함
250,Kkksmmk,성시경 노래도 별로 좋아하진않지만 장범준 노래는 질려서 못듣겠던대
251,ASAPASPA,뭘로 비교하는지 모르겠지만 가창력은 당연히 성시경이고 가수로서 따지면 곡까지 쓰는 장범준이 더 위인듯
252,인천로쏘네리,노래는 성시경이 더 잘부르는데 히트는 장범준이지
253,백암센세세,성시경 전성기때는 그땐 너무 어려서 잘모르겠는데 성시경 노래는 거리에서말고는 잘모르겠고장범준은 버스커 1~2집 둘다 좋고 솔로앨범들도 꾸준히 상위권이라 난 장범준 같음
254,김문약,실력적으론 시경이형이지
255,지나이,성시경도 히트곡 많은 가수인건 팩트지만 벛꽃엔딩으로 이미 끝났음.세대를 아우르는 노래 한곡 만들었으면 다른건 다 필요없는거라고 봄.
256,타즈딩고,드라마 때려 재밌게 봐서 성시경
257,음탕지찬,성시경 걍 예능인아니냐?
258,쓰빠루빠,"성시경이 학벌, 예능으로 이미지 이득 많이 본 사람 이지... 성시경 하면 떠오르는 노래가 있긴 하냐?"
259,코나유키,쓰빠루빠 희재 거리에서 등등 히트곡은 많지;; 너무 억까다
260,대기업생산직,음..저는 성시경 한 표
261,쥬짓수마스터,성시경 진성팬 발라드빠돌이라 정확하게 표현가능함. 앨범성적이나 차트순위같은걸로 기준삼으면 장범준이 성시경 압살하는건 사실임. 근데 성시경은 적당한 감성의 팬들에게 꾸준히 사랑받고 히트곡 수도 많이 내면서 롱런한거지. 근데 이런식의 기준이면 당장 박효신 김범수도 장범준한테는 안됨.
262,한문철의블랙박스,시경이형은 이제 밥먹으러 다녀야지
263,윤복서,성시경도 물론 좋아하지만 장범준은 독보적임 그래서 장범준
264,클클클클,난 성시경이윽고 이걸로 끝나다고 봄 ㅇㅇ
265,브라쪼영생기원,그냥 장범준이지성시경 노래 되게 좋아하긴하지만
266,보적보는과학이다,난 개인적으로 장범준이 노래 잘하는줄 모르겠어서 성시경 한표
267,MUGN,노래 실력+음색은 성시경돈은 장범준이 더 많이벌었을거같네 ㅋㅋ
268,라크슌,콘서트 누구갈래하면 대부분 성시경아닐까?
269,단거가메,난 무조건 성시경인데 의외네
270,스르르르르르,둘중 한명 고르라면 성시경
271,23년말까지삼전,어떤걸 기준으로 삼느냐에 따라 다르지나는 성시경노래를 더 즐겨들으니 성시경
272,내사랑비어만,둘이 시대가 달라서 히트곡 도르로 비교하는거도 애매하지둘 음악에 대한 접근성이 다른데성시경 전성기때는 테이프나 cd시대라 타이틀곡 말곤 많은 사람들이 접하기가 어렵던 시대였음장범준처럼 수록곡 줄세우기가 불가능했던 시대.오히려 고속도로 차트있던 그런 시대였는데전성기 기준 둘다 대중성 뛰어나고 히트곡 있고 롱런하는데시대가 넘  달라서 단순 히트곡수 비교는 애매해보임이미 성시경 새음악들은 대중성보단 지하고싶은거 해서 팬들위주로 바뀌었고 박효신처럼
273,밈챠챠,가수들간의 선호도는 취향차이니까 비교하기 어렵지만일반인이 부르는 노래의 난이도는 월등히 성시경이 높다고 생각함
274,완납적원천징수,"그런데 오해하는 게 있는데 성시경은 sg워너비, 버즈보다 전 세대임00년대 초반 이수영 히트하던 때랑 같은 세대거리에서는 성시경 인기 낮아질 때 부활한 곡이고"
275,라이올라,성시경 입장에서는 꽤 자존심상할듯ㅋㅋㅋ 지금 세대는 장범준이 맞는거같고
276,뮤짤,"둘다 본인 영역은 확실하고 수요층도 많으니 이건 비슷하다고 치고,노래실력이야 당연히 성시경 우위인데히트곡 찍어내는건 장범준이 넘사라고 봄고점이 거리에서 vs 벚꽃엔딩 정도 같은데 일단 고점은 둘다 존나 높음근데 데뷔부터 지금까지 ㅍㅅㅌㅊ이상 히트곡 나열하라면 이건 곡수대비 장범준이 넘사로 많음ㅋㅋ"
277,ofe66,모르겠고 난 성시경 노래가 더좋음
278,똥꾸녕,벚꽃엔딩하나로 성시경 다 박살냈지 머
279,짭룩말,기준이 뭐지 대중성이라면 장범준 인정인데 그 외엔 싹다 성시경 압승같은데
280,염소놀이,가수면노래 실력으로 평가하는게 맞지않나고로 성시경이라고 생각하는데
281,아스날지면포뿌림,장범준 가창력 좋은건 아닌데 성시경이 장범준 노래 부른다고 노래 뺏는 수준인것도 아님
282,존망시아,아스날지면포뿌림 성시경 보컬로 여수밤바다?동상 건립 가능
283,풋볼햄찌,노래실력은 성시경이고 실적은 장범준인게 극명하지 않나
284,나는착한사람,노래를 아는 느낌으로만 치면비틀즈(장범준)이랑 웨스트라이프(성시경) 느낌?성시경 노래는 진짜 좋은거 많고 보컬로서도 뛰어나고 독보적 음색으로 한 시대를 풍미했다고 할 수 있는데 장범준의 벚꽃엔딩이 한국의 렛잇비 수준이라...그리고 장범준은 앞으로 더 보여줄게 많은 가수라서 장범준이 좀 평가 좋을거 같다
285,션샤오팅,"courteou 아니 애초에 성시경이 임재범 급이 아닌데 어떻게 성립함? ㅋㅋㅋ 장범준은 히트곡 외에도 앨범의 완전성이나 아티스트 측면에서 성시경 보다 낫다는 거고임재범은 시나위 보컬 시절 커리어, 이 밤이 지나면 고해 너를위해 같은 메가 히트곡+ 보컬로도 우리나라 탑 수준인 완전체 가수인데님들이 너무 임재범을 무시하는 거 아닐까?"
286,스텔라장,노래잘하는사람이 이긴거지 성시경 승
287,바실레우스,내 플레이리스트에 손에 꼽는 한국곡 포함된 성시경 승
288,망망치,OMGDMOUP 딴 인기글에선 성시경 발라드 GOAT 란 댓이 추천 천개나 박힘 ㅋㅋ
289,미스즈,근데 주변에 20~30대 초중에서 장범준 좋아하는 남자들이 특히 많긴 하더라. 그래서 젊은 남자 빠들이 많음. 물론 나는 무조건 성시경 압살이라고 생각
290,Hellbat,누구 콘서트 갈래? 하면 성시경.
291,재정학연습,난 성시경 세대를 겪어도 바로 장범준이라고 생각하면서 들어왔는데
292,까악태,그냥 나는 별 생각없이 성시경 노래가 더 좋음
293,클레이에이킨,와 시발 성시경이 이렇게 내려치기 당하네...성시경이랑 장범준 전성기 자체가 차이가 한 10년 15년이 나는데지금 음원사이트 이용하는 연령대를 생각해보면 당연히 지금 음원이 장범준이 잘 되는게 당연하지그냥 시대 차이인걸 뭔 성시경이 히트곡이 없다느니 시발 웃음벨이네성시경이 먹방이나 예능 때문에 올려치기 당하는게 아니고애초에 가수로 존나게 성공한 사람이니까 먹방이든 예능이든 성공하는거라는 생각은 못하냐성시경 2집이 2002년 음반판매 10위 안에 들텐데 무슨 연간 음원순위 성적 지랄하고테이프랑 CD랑 반반 팔리던 시절 가수를 음원순위로 내려치고있네그냥 나이 어려서 그 때 시절 모르면 입이라도 다물고 있자 아는척 좆문가 빙의하지말고
294,안지랑랩1등,성시경 장범준 둘다 좋아하는데개인적으로는 성시경 들어줄거 같다.장범준 노래는 좋은데 곡들이 비슷한 느낌이 많이 들어서굳이 뽑으면 성시경 뽑을듯작사 작곡은 또 장범준 이 잘하니깐누굴 뽑든 다 ㅇㅈ할듯 개취로 갈릴듯
295,이호성,"걍 대중성 : 장범준 승, 가창력 : 성시경 승, 팬덤 : 성시경 승.딱 이 정도로 정리되는거 같은데 비중치를 어디에 두냐에 따라 각자 생각이 다른건가?"
296,오호라민씨,흥행이든 작사작곡이든 장범준이 더 재능있는건 사실임. 나도 발라드를 좋아하지만 성시경은 그냥 발라드 계보를 이은거지 시대의 아이콘은 아님. 슈스케턱걸이로 올라가서 상위권 찍고 2012년 장범준이 접수했고 샴푸향할때도 다시 치고 나갔고. 성시경이랑은 기대치 자체가 다름.
297,부산큰손,애초에 성시경은 여자팬이 압도적이자너
298,지방,"진지 빨고 얘기하면 히트곡이나 가창력, 작곡 여부로 비교하는 건 그다지 의미가 없음결국 음악가를 평가하는 건 음반 단위의 퀄리티와 그 음반이 얼마 만큼의 영향력을 갖느냐임개인적으로 버스커버스커 1집이 아주 뛰어난 명반이라고도 생각하진 않지만 굉장히 잘 만들어진 이지 리스닝 음반이라고도 생각함파격적인 시도를 해서 새로운 장르를 열었다거나 해당 앨범이 장르의 선구자격인 것도 아니지만 엄청난 대중성을 갖는 것도 명반으로서의 자격이 있다고 생각함. 결국 이것들은 장르음악, 대중음악이라는 카테고리에 있기 때문에반면에 성시경이 그런 영향력을 가졌었나? 라고 생각하면 그 정도의 아티스트는 아니었다는 거지오히려 나는 성시경 노래를 훨씬 많이 듣고 좋아하지만 “음악가”로선 장범준이 몇 수 위라고 생각이 드네"
299,명왕성,공정한나라당 대체 어느세대길래 성시경이 임창정 조성모를 압도적으로 이김?
300,어웨이큰,난 성시경노래실력까지 포함해서 그냥 성시경은 발라드 황태자임장범준하면 벛꽃엔딩만 아는데 뭐가 그렇게 히트곡 많은건지도 모르겠고
301,나는푸르른,Yawah 막말로 성시경이 실험성있는 가수도 아니긴함 ㅋㅋ그럼 대중성으로 비교해야지
302,mag1xx,닥 장범준임  ㅇㅇ 보컬로는 성시경이 위맞는데 가수 전체적으로평가하면 장범준이 위다
303,한국,난 성시경
304,엣지러너,제발 그만 비벼 시경맘들 존나 선넘네
305,범디,애초에 성시경은 벚꽃엔딩급 히트곡이 아예 없을뿐더러 벚꽃엔딩 들고올 필요도 없음 성시경은 여수밤바다랑 샴푸 선에서도 다 정리됨
306,O#ㅁ,성시경이 음색 원툴로 아는 사람 은근 많던데 가창력으로 봐도 한국 김나박이급일듯ㅋㅋ
307,내가이러면어때,축구선수들끼리 비교할땐 엄근진 갑자기 철저하게 연구 & 분석하더니성시경 & 장범준 비교할땐 갑자기 라떼는 어땠네 저쨌네 이지랄 ㅋㅋㅋㅋㅋㅋㅋㅋ음원성적 개무시~해버리기
308,그아탱,음원 성적은 장범준순수 가창력은 성시경이라 생각
309,경로당트월킹머신,둘중에 누구 목소리를 가지고 싶냐고 물으면 성시경
310,포도),성시경 노래는 듣는걸 좋아하고 장범준 노래는 부르는걸 좋아함 ㅋㅋ성시경 노래는 세사람 종종 불렀던것같다장범준은 사말어사 홍대앞건대사이 등등 메가히트곡 말고도 ㅈㄴ 많긴함
311,올드트래퍼드,발라드 탑 성시경포크 탑 장범준꿀잠자러 ㄱ
312,아리스타,성시경 잘 모르지만 성시경이 나은 거 같음
313,푸하핫하,시발 아까와 또 정반대인 베댓은 또 모냐20대 후반이여서 그런가 성시경 내려치기 좆되네 진짜
314,가람.,장범준 성시경 수준 가수면 그냥 취향차이지.
315,손흥민의오른발,닥 성시경비교불가
316,AVTI,걍 장범중 승 성시경 자체가 원래 고점이 높은 가수가 아니었음.다들 알잖어 ㅋㅋ 미화 없이 딱 그냥 그 느낌 그 대로
317,동도로호동동,근데 성시경 군제대 이후로는 ost나 피쳐링 이외에 자기 앨범 히트곡 없는게 아쉽긴 함
318,아들러의심리학,축구로치면 장범준은 발롱수상자인 반면에 성시경은 발롱 한번도 수상 못해본 월클급 선수인데 비교가 되나?? 아무리 꾸준하다고 해도 고점이 다른데
319,닉넴에시쓰냐,발라드 가수 계보 얘기할때 보통 이문세 신승훈 조성모 성시경으로 넘어가지않나? 장범준 넣는건 첨임
320,피치잼,우리나라에서 가장 인기있는 장르=발라드보통 음원 점유율 50퍼대로 보고 통계마다 다르지만60퍼 찍는 자료들도 몇몇있음개인적으로는 성시경이 발라드 솔로의 계보를 잇는데에큰 역할을 한 인물이라는 생각이 들고장범준은 오디션에서의 이미지를 넘어선 아티스트로아이러니하게도 오디션프로그램의 아이콘적인 인물걍 둘이 시대가 다른 아티스트들이라고 생각함
321,팩트한잔,이건 걍 성시경 아님? 진지하게 성시경으로 도배될줄 알았는데
322,바이프로스트,자기들 재미나 해괴한 논리 때문에 성시경이나 장범준이나 이상한 평가가 쌓여가는거 같네 그냥 이런 비교 자체가 우문인데 참 안타깝다
323,아오복잡한이마음,장의 스타일이 독보적이고 그 독보적인 스타일에서 유일하게 성공 했고.버스커버스커 출신 장범준이 이 정도 독보적 스타일 유지할 줄 알았냐.그룹 멤버들 버리고 통수 (적절히) 치고도 살아남을 줄 알았냐.타고난 성시경. 어떻게든 지 혼자서 올라온 장범준.통수처도 인정할 수 밖에 없음. 장범준.
324,나주니롱,"각자의 기준에 따라 다른거지 뭐 ㅋㅋㅋ 가수로서 최고의 능력을 가창력으로 꼽는 사람이면 성시경을 비교적 높게 평가할 거고 작사, 작곡, 음반 퀄리티 등 음악인으로서의 전반적인 능력치로 따지면 당연히 장범준이 우위겠지. 뭐가 어찌됐건 둘 다 정말 좋은 가수인건 맞음."
325,탠지,성시경 세대인데 닥 장범준임 미래로보면 더벌어지지
326,코어,아 그래서 장범준 멜론 명반 딱지 있냐고 ㅋㅋㅋ성시경은 있다고 ㅋㅋㅋ
327,냄비뚜껑,"가창력 = 성시경 승, 대중성 = 장범준 승결론은 한참 전에 나온거 같은데 의미없는 걸로 물고뜯는거 개웃기네 ㅋㅋㅋㅋㅋ"
328,에메르송,성시경 희재 너의모든순간 넌 감동이었어 두사람 세사람 내게오는길 등등 ... 진짜 ㅈㄴ 좋다 ㅠㅠ 물론 장범준도 넘 좋은데 진짜 미안하지만 20대 후반부터 손에 잘 안가더라 20대였다면 닥 장범준이였을듯 근데 지금은 성시경임.. 그때 당시 평이 박했더라도..
329,토로너,공정한나라당 근데 오히려 그때 탑클래스 발라더들 지금 차트에 누구 있음?-> 이게 무슨 의미가 있음?그만큼 그 시대에 탑오브탑은 아니었다는 뜻인건데 그 때 성시경보다 위에있던 사람이 지금도 위에 있으면 저런 비교대상에 성시경 이름이 언급되는게 아니라 그 사람이 언급되겠지
330,산드로또날리,100년 후에도 벚꽃엔딩은 봄마다 들릴듯.성시경? 글쎄... 난 그런 그림이 안그려지네.
331,아르센아르센,장범준 승 ㅇㅈ인데성시경 노래들 너무 좋음잊혀지는 것들에 대하여 최애곡
332,제너럴92,성시경 노래 개인적으로는 ㄹㅇ 좋아함예전 곡들도 레전드급들 많은데선인장외워두세요아니면서차마
333,엠맥,아까 댓글 보니까 성시경빠들 김나박이까지 존나내려치더라시대차트2000년대 사랑의시 5위2010년대 어디에도 9위연간차트2004년 사랑의시 16위2007년 가슴아그만해 21위2014년 그대가분다11위2015년 그남잔말야 24위2016년 어디에도3위2018년 넘쳐흘러4위 마이웨이15위2019년 사계19위2020년 처음처럼14위메가히트곡만 이정도에 잠시만안녕 원러브같은 노래방 메가히트곡들도 있는데 성시경이 어떻게 비비냐00년대 10년대 연속 탑텐은 나얼(벌써일년 바람기억)이수(사랑의시 어디에도)밖에 없음성시경은 이수선에서 그냥 상대도 안됨
334,조선시대사람,거리에서 희재 넌 감동이었어 너의 모든 순간 내게 오는길 두사람 등등그냥 대충 생각해도 히트곡 많은디
335,선플러,가창력 성시경영향력 장범준끝
336,리버티프라임,난 성시경이 더 잘부른다고 봄내가 좋아하는 음색이라근데 세대에 걸쳐 장기적으로 남을 노래는 장범준이라 생각함
337,르2018,히트곡은 장범준인데 대표가수로 치면 성시경 아니냐? 가수로만 보면 성시경 같은데?
