ID,comments
지프는지프,장범준은 확실하게 그 시대를 지배한 문화적 아이콘이고성시경은 당대에 톱급으로 꼽히는 발라더장범준이 불러온 트렌드 심층연구한다는 뉴스까지 엄청 나왔었는데..
팔로워,이젠 내려치기 시작하네.
갱플랭크,노래실력으로 따지는거야 커리어로 따지는거야?이런걸 따지는 의미가 있나
고북2,갱플랭크 마땅한 기준도없이 막연히 vs 붙여놓고 싸우는중 ㅋㅋ글작성자가 열심히 장작넣네
홀란제발종신펩도,갱플랭크 내말이 ㅋㅋ
firstaid,히트곡수는 성시경이고 고점은 장범준아닌가
브엉저낭,firstaid 히트곡수가 성시경이라고? 장범준이 개바를거같은데
순돌스,근데 일단 보컬실력면에선 성시경 아닌가?장범준은 작곡실력은 인정하지만 음색이외에는딱히 보컬로는 뭐없는데
헤르,어쨋든 비등비등한거네 ㅋㅋㅋㅋㅋㅋ
전주역,가창력이라던지 이런건 성시경이 이길 수 있으나 활동 자체는 장범준이 쌔다고 봄
마스터이이,"히든싱어 장범준 2라탈락 , 성시경 우승 .   고로 성시경 승"
꽃벙죽,가창력만 따지면 당연히 성시경이겠지 근데 누가 더 좋은 아티스트고 가수냐 하면 닥 장범준 아닌가? 애초에 장범준 앨범이랑 싱글 커리어 따라오는 가수가 몇이나 된다고
Lloyds,누구 노래가 더? 그러면 벚꽃 히트가 많은? 그러면 성시경 아닌가. 근데 영향력은 벚꽃 이길 노래가 앞으로도 있을까 싶다.
어쩔사과,Lloyds 히트도 장임
지프는지프,Lloyds 히트도 장임... 메가 히트곡 기준 높이면성시경은 5곡도 힘들듯?아무래도 장범준이 음원시스템 정비되고 나온지라
강구zl,"아까도 장범준 너무 내려치기 당한다고 댓글달았었는데닥 성시경이란 사람들 보면 걍 앞뒤다짜르고 지생각만 맞다는 인간들이 많은듯그리고 성시경이 마녀사냥+유튭 으로 인지도 개올라가서 오히려 젊은세대가 장범준보다 성시경을 좋아하는게 느껴진다성시경 발라드가수로서 독자적인 입지,본인스타일,메가히트곡 다 인정하지만 막상 본인 가수하던 시절에 독보적인 느낌은 1도 없었음"
모기죽여존나죽여,노래 실력은 성시경그 외 직곡이라던가 대중성은 장범준 아님?
로르로르,어떤 능력으로 비교를 하는지를 알아야지보컬인지 작곡인지
오로라반사,로르로르 보통 가수 비교할때는 커리어로 비교하는거지
포계의업상입니다,이게 비교가되나 ㅋㅋㅋㅋ장범준은 진짜 한획을 그은 사람인데 성시경은 목소리 좋은 당시대 잘하는 가수 1 정도고
쿠루루쿠루루쿠,포계의업상입니다 목소리 좋은 가수 1이라고 하기에는 다른 발라드 가수들 사라질 때 꿋꿋하게 롱런한 가수라
강구zl,쿠루루쿠루루쿠 그럼 목소리좋은 다른 가수들 사라질때 롱런하는가수지
오르니틴,포계의업상입니다 신승훈 다음 계보가 성시경임국가대표 발라더하지만 장범준이 위라고 본다
dksmdjs,아까 댓글보니 장범준 개좆으로 보는 댓글들도 많던데 ㅋㅋㅋㅋㅋ성시경도 대단하지만 장범준을 개좆으로 보는 댓글이 있다는게 존나 신기했음 ㅋㅋ
dksmdjs,고북2 아하 그렇군 하긴 취향은 어쩔수없는 부분이긴하지
dksmdjs,더블치즈치즈 아까 포텐글 보면 ㅈㄴ웃김 ㅋㅋㅋㅋ밪꽃엔딩 하나로 무슨 ㅋㅋㅋ 이런 댓글도 있었고 ㅋㅋㅋㅋㅋ
오르니틴,dksmdjs 슈스케 출신이라좀 싼마이 느낌이 나긴 해
dksmdjs,오르니틴 그런가.. 난 오디션 출신이라고 딱히 싼마이 느낌난다 이런건 모르겠어서..
레드데빌즈,안녕 나의 사랑  발라드 최애곡인데 추억많은 곡인데 표절이란거 알게되니까 내 추억이 부정당하는 느낌 ㅆㅂ ㅋㅋㅋ
캡틴룩,"보컬만 따지면 성시경, 프로듀싱 능력까지 치면 장범준이라고 생각함"
학위좀주세요제발,누가 노래를 더 잘 부르냐 : 성시경 (보통 사람들이 생각하는 기준으로)누가 음악을 더 잘 하냐 : 장범준
할머니사랑꾼,"성시경이 가수로서의 자질 (음색, 가창력)이 엄청 뛰어나고 명곡도 많지만 장범준은 좀 더 대중적으로 히트하고 성공을 거둔 뮤지션이라.. vs의 기준이 정확히 가수의 자질이냐 아님 그냥 연예인으로서의 대중성의 성공이냐에 따라 평가가 다르지"
세르히오정게로,닥성시경인줄 알았는데장범준 평가가 이리 높았나
에프엠골이아,나는 성시경이긴한데..지금까지 경력이나 이런걸 봤을때 장범준이..시간만지나면 뛰어넘을거라고봄...개인적으로 음색은 성시경이 너무좋고..다른 아티스트적인 능력이나 작사작곡능력은 장범준이 좋아서..ㅋㅋㅋ
개소,에프엠골이아 뭘 뛰어넘어 이미 윈데 장이
에프엠골이아,개소 ㅇㅇ 니말이맞다
으라챠,장범준은 버스커버스커 1집 발매한걸로 그냥 성시경 가볍게 정리하는거 아닌가... 이정도 파급력 가진 가수가 2010년대에 얼마나 있었는지
더블치즈치즈,난 당연히 성시경이라고 생각했는데장범준이 뜨고나선 티비를 안보기도 했고 매체로 접할 기회가 많지 않았어서 그런가 뭔가 덜 친숙한 느낌냉정하게 장범준이 커리어는 더 좋은거 같긴한데 ㅋㅋ
광안대교,강구zl 그러니까 그 두곡만해도 꼽힐만한데 1집 전곡이 전국민적으로 사랑받았는데 대중음악 평론가라는 양반들이 대중들을 무시한다는 말
개소,광안대교 그래서 욕 존나 많이먹음 그 평론가 탈을 쓴 틀딱들
빛쵸비,동시대에 안살아서 고평가 한다는게 맞는듯.마치 펠레 마라도나 시절에 안살아서 날두메시보다 윗선급에 놓는 사람처럼.
유상빈,노래 가창력은 성시경. 음악인으로서 더 성공은 장범준
콩순이김레이,노래를 누가 더 잘하냐 > 성시경누가 더 위대한 아티스트냐 > 장범준
식민지구단,결국 돈 많이 번 사람이 승자아님?? 이걸로 따져도 장범준은 곡수가 적은 대신 효자곡이 성시경보다 수익이 좋을거 같고 성시경은 효자곡이 장범준보다 적겠지만 주옥 같은 노래가 한 둘이 아니라 존나 박빙이네
곧발롱위너비닐신,1년만에돌아온 21세기의 김광석
1년만에돌아온,곧발롱위너비닐신 정확하다
momm,장
혀르테타학,개인적으로 장범준 노래는 참 좋다는 생각이 항상 들지만 성시경 노래처럼 감동은 없는 듯 ..
내삶의반다이크,와 ㅋㅋㅋ진짜 내가 엄마한테 장범준 노래 뭐가 좋다고 맨날 듣냐고 소리 듣던 사람인데도 성시경인데어떻게 장범준이지 ㅋㅋㅋㅋ 진짜 이해 안됨ㅋㅋㅋ임팩트만 따지면 장범준인거 이해하는데 overall로 장범준이 위라고? 전혀 아마 10대20대 한정일듯
내삶의반다이크,"브엉저낭 작곡 작사가 포함되면 음색 고음 다 포함되야지 ㅋㅋ음색 고음은 성시경 압승인데? 그냥 ‘노래’ 자체의 오버롤을 말하는거임.메가 히트 -> 장범준준메가 히트, 히트곡 수 -> 성시경임.장범준 노래 좋은거 많고 버스커 1,2집은 내가 다 꿰고 있어도 이건 성시경임. 20년동안 가요계 발라드 계보 잇고 있는데 이걸 무시할순 없음"
개푸러,내삶의반다이크 뭔 소리임 지금 성시경 올려치기 하는게 10대20대인거 같은데 30대40대 가면 장범준이 위일걸 전성기 성시경을 겪어봤지만 고트라느니 탑이라느니는 전혀 느껴본 적이 없다
김가가,"누가 성시경은 어느노래든 부르면, 본인곡으로 승화시키는 창법을 가지고있다고해서그전까진 나도 성식이형 파였는데장범준 회상 듣고 생각 완전바뀜. 본인 창법 장난아님 그냥한국 어디에도 장범준처럼 노래부르는사람 찾기힘들정도로 유니크함가창력이런걸떠나서 ㅋㅋ김창완씨 노래를 그렇게 본인곡처럼 부를줄은 몰랐음"
잉이이이이,장범준은 아티스트영역이고 성시경은 걍 가수 범위가 다르다고봄
우리동네팩력배,엠팍은 vs 주제 존나 좋아하네
유상빈,우리동네팩력배 아재특임ㅋㅋㅋㅋㅋ
마스터이이,장범준 : 롤잘함성시경 : 국밥 맛있게 먹음막상막하라고 본다
O.Skipp,포지션이 완전 다른데 무슨 의미가.. 가창력은 성시경 압승이고 작곡 능력은 장범준 압승 장범준은 노래도 하니까 종합점수가 높다고 하는데 성시경도 작곡 능력이 제로인게 아님
레아오,O.Skipp 0인게 아니더라도 음악을 만드는 능력에서 넘사벽인건 맞지
레아오,O.Skipp ㅇㅇ 가수로서는 장범준이 위고 종합적인 연예인으로서는 성시경이 위 이게 맞는거같음
O.Skipp,브엉저낭 위에서 장범준은 가창력+작곡력 둘다 따지면서 성시경은 가창력만 있는것처럼 많이 말하길래 한소리임 장범준이 가창력 제로라고 한적없음
동탕,걍 지금 포크쪽 원탑 장범준발라드쪽 원탑 성시경인거지이걸 누가 낫니 마니 싸우는게 이상한거 아님?
사류하,"동탕 발라드에서 원탑인 적이 없는데이문세, 변진섭, 신승훈, 조성모라면 모를까"
동탕,사류하 지금 이라고도 붙였고 활동도 안하는 20년전 가수로 딸 좀 그만치세영
동탕,사류하 박효신은 데뷔를 2년이나 먼저한 선배가순데 후발주자가 어케됨그리고 마지막 앨범이 6년 전에 전역하고 낸게 다고 이제는 뮤지컬 올인인데
곧발롱위너비닐신,동탕 작년에 낸 앨범 초동 1만장이라던데..?
khanhyo,사류하 걍 이건 틀이지 ㅋㅋ
춤추는곰돌이,성
반코,"벚꽃엔딩이 불후의 명곡은 틀림없지만 거의 대부분 노래가 허어~어어~  원툴이고 목소리가 금방 질림성시경은 전문가들, 프로듀서들이 뽑은 올타임 넘버원 급 보컬"
ZUTOMAYO,무슨 성시경 작곡한거 10곡넘음 근데 이쪽에서는 장범준한테 걍 잽이안됨
동탕,ZUTOMAYO 자기노래 자기가 쓰니까 이건 틀린 결론이네?
동탕,ZUTOMAYO 그 능력이 위다 부터 니 의견인데 왜 남한테 이해를 바람 ㅋㅋㅋㅋ
ZUTOMAYO,동탕 너한테 이해해달라고 한적없는데 왜 지랄염병임..?
동탕,ZUTOMAYO 이거 이해하는게 힘드냐고 묻길래 내가 왜 그걸 이해해줘야하냐고 ㅋㅋㄱㅋ대가리 나쁘네
ZUTOMAYO,동탕 자기노래 자기가 쓰니까 이건 틀린 결론이네?< 이 말에 반박한거잖아 병신아...진짜 씨발 지능이 부족하면 댓글 금지하는 법안을 만들어야됨
동탕,동탕 자기노래를 자기가 못쓰는 사람을 아티스트라고 할 수있을까?그런면에서 장범준 승 이라고 써놓고는 ㅋㅋㅋㅋ그럼 기준이 자기노래 쓰는 사람 아닌 사람으로 나뉘자너그 말은 자기노래 못쓰는 사람= 성시경이라는 거자너 등신아
Anjfhgkf,ZUTOMAYO 그렇게 따지면 ai도 작곡 함. 이제 아티스트는 인간의 감성적인 부분에 호소하는 능력이 더 중요하다고 생각. 우위는 모르겠고
내삶의반다이크,ZUTOMAYO 그런 무논리가 말이 되냐.그럼 박효신 이수도 음색 원툴임.
ZUTOMAYO,내삶의반다이크 이건 무논리가 아니라 2022년에나 들어와서야 새로 떠오른 토픽이지AI가 박효신보다 더 뛰어난 가창스킬을 보유하게되면 당연히 박효신도 아티스트라기 보다는 음색원툴이라는 평가를 받는 날이 오겠지작곡 노래를 인공지능이 대체하면 가수라는 직업 자체가 사라질수도있고
내삶의반다이크,ZUTOMAYO 그걸 적용해서 지금 말하는게 아닌데 그걸 왜 들고 오냐고 가수로서 얘기하는데 ai 들고오면 커제 이세돌 그냥 인간 원툴 바둑기산데
ZUTOMAYO,내삶의반다이크 이제 AI가 노래를 부르고 작곡을 하기 시작했으니까 가수를 평가하는 기준에 새로운 잣대가 들어서는건데 뭔 들어오냐 마냐임 ㅋㅋㅋ 내가 가지고온게 아니라 세상이 그렇게 바뀌는건데AI들이 그림을 그리기 시작하니까 일러스트레이터들이 지금 밥줄끊길까봐 전전긍긍하잖아?AI가 작곡하고 노래부르기 시작하면 가수에 대한 평가기준도 바뀌는게 당연한거임이건 내가 그러라고 하는게 아니라 세계가 그렇게 바뀌는거라고 ㅋㅋㅋㅋ
동탕,내삶의반다이크 야 길게 힘빼지마셈 쟤 블라튀함
개소,내삶의반다이크 저지능아 와드
황족첼붕이,ZUTOMAYO 뭐 작곡능력면에서는 장범준이 위다 이런말하고싶은거아님? 성시경 작곡못함 이런뜻은아니고
동탕,황족첼붕이 그러면 글을 저렇게 쓰면 안됨기준을 자기노래 못쓰는 사람은 아티스트인가? 적어놓으면 당연히 자기노래 쓰는 사람 아닌 사람으로 나눈다는 거지
ZUTOMAYO,황족첼붕이 ㅇㅇ 그냥그뜻
비내리는오후,고점은 장범준이 높아도 히트곡은 성시경이 더 많지 않나.
오펜하이머무새,Durex ㅋ
브엉저낭,Durex 히트곡수 비교가 안되긴하네
긴매,난 굳이 따지자면 장범준 세대인데도성시경이라고 생각하는데..
긴매,황족첼붕이 장범준 노래는 벚꽃엔딩 이외에는 당시 유행했을때 이후로는 듣지도 않고 부르지도 않는데성시경은 내 세대 아닌 노래도 다 찾아서 아직도 듣고 있음.
swallow,나도 둘 다 잘나가던 시절 다 경험했고 장범준은 슈스케때 초반에 떨어지기 전부터 얜 무조건 대성할 밴드라고 생각했었고 지금도 엄청 높게보긴하는데그래도 성시경..
섹시,비틀즈에 비견되는 bts선에서 정리
데이곤,장범준은 성시경보다 sg 와나비랑 비교해야 급이 맞을 거 같은데
류혜영사랑해,닥 장
로제박은빈카리나,"성시경이 노래 더 잘하는거 같다, 성시경 노래가 더 좋다 이러는건 ㅇㅈ인데객관적인 수치나 성과는 그냥 장범준이 압살임.성시경은 방송출연, 유튜브, 킬링보이스 등으로 인한 인지도로 과거 음악 커리어가 뻥튀기되는 경향이 있음20대후반이나 30대 정도 되는 사람들은 알거임."
으독,걍 이딴거로 욕하는게 개웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
가기로했으면가,성시경이 활동당시에 1등으로 씹어먹지는 못했어도 고평가 받는 이유가 계속 찾아 듣게되는 노래가 많음앨범 판매량 같은건 성적표로 볼때 중요하지만 결국 누구 노래를 더 많이 들었냐 하면 버스커+솔로 장범준 노래는 한철에만 듣고 그렇게 많이 찾아듣지는 않은듯
가기로했으면가,GUMAYUSl 무슨 근거가 필요함? 내 이야기를 하는건데..
음밥페내놔,장범준도 인정하겠는데 성시경 내려치기 하는거 보니까 줫같네. 성시경이 이리 내려치기 당할 정도인가??
goroshi,음밥페내놔 [삭제된 댓글입니다.]
음밥페내놔,으라챠 아니 진짜 없네???
디레스터,음밥페내놔 성시경 전성기를 직접 본 사람은장범준 손 들어줌명성에 비해 진짜 별개 없거든
곧발롱위너비닐신,goroshi 성시경 이전부터 발라드 듣던 아재들이 장범준 손 들어준 댓글 많음이전 포텐글이랑 엠팍 댓글 봐봐
알프잉에홀란,"그냥 각자 좋아하는 노래 들으면 됐지, 펨창들 피곤하게도 산다"
곧발롱위너비닐신,덤더럼 하다못해 대학 행사도 안뛰는 이상한 양반이라 그렇지 ㄹㅇ
고북2,덤더럼 근데 슈돌보면 연예계활동할 성격은 아니더라
덤더럼,고북2 ㅇㅇ 그러긴함. 사람 자체가 노잼임 ㅋㅋㅋㅋ
속삭이는몽자,성시경 전성기 직접겪은 엠팍에서도 장범준 승이면 더 할말없지 뭐
속삭이는몽자,오펜하이머무새 나도 그렇게 기억함ㅋㅋㅋ 막상 성시경 주로 활동하던 시기엔 그렇게 인기많았나 싶었는데 장범준이랑 반반가는게 신기하네..
속삭이는몽자,쿠루루쿠루루쿠 내 기억엔 여자들한테도 그닥이었던거 같은데 넘 오래되서 정확하진않음
쿠루루쿠루루쿠,속삭이는몽자 콘서트 성비 비율 보면 여자들 진짜 많았음라디오할 때도 주 시청층이 여자였고
속삭이는몽자,쿠루루쿠루루쿠 나도 푸른밤 맨날 들었는데 개추억이네ㅋㅋㅋ
한판만할까,성시경 장범준 둘 다 좋긴한데 지금도 듣는건 성시경노래임. 난 성시경
Lampty,그냥이런건 섭외비용 생각해보면 답나옴근데 누가 더 섭외비용 높냐
우유지리,2라운드 시작이냐 ㅅㅂㅋㅋㅋㅋ
토깽이,쥐뿔도 없는 여수를 관광도시 만든게 장범준임 ㅋㅋ그래도 난 성시경 팬이라…성시경도 데뷔때 반짝 인기많다가 2010년쯤 전후로는 느끼발라더로 많이 까였었음. 복고랑 옛날감성이 인기많아지니 재평가 제대로 받은거고. 가창력은 성시경이 넘사. 대중적인 영향력은 장범준이 넘었다고 봄
곧발롱위너비닐신,토깽이 4년 연속 관광객 1200만명 ㅋㅋ
앤서니테일러,토깽이 그래도 쥐뿔도 없진 않았음 ㅋㅋㅋ국내 최대 석유화학단지가 있는데
제육좋다,내가 성시경 데뷔초부터 봤는데 성시경이 장범준에 비교될 급이 아닌데 참 내 ㅡㅡ
김해코스트코,무슨 저거 이상 성적낸게 없는데 어케 3배가됨?
원피스매니아,[삭제된 댓글입니다.]
곧발롱위너비닐신,원피스매니아 + 방탄 전성기인 19년도에 연간차트 1위곡
라마라마라마,성시경 디게 저평가하네 걘 맨날 술먹고 따로 목 관리 안해도 지금까지 목소리 저렇게 유지하는게 대박인거임 막말로 장범준 콘서트랑 성시경 콘서트 열면 더 빨리 매진 되는게 성시경일꺼임
PURPLE,보컬로서냐 뮤지션으로서냐에 따라 답이 달라짐보컬로는 성시경이 압승뮤지션으로서는 장범준이 압승
내로남불척결,노래실력으로 하면 성시경그외엔 장범준
ㅁㅅㅍㅌ,난 성시경. 우리엄마 장범준 모르고 성시경은 알듯
ㅁㅅㅍㅌ,IZ*ONE사쿠 글쎄 임영웅은 확실히 앎
펨코는사랑,장범준은 프로듀싱 능력이 뛰어난거 아님?? 성시경은 보컬리스트인데 비교대상이 이상함
삼성이성규,vs놀이 개재밌긴해
내장지방,러브다이브 원래 축구선수들도 감독으로 활동해야 선수 커리어가 빨리듯이 방송에 나와야 됨만치니가 은퇴하고 부동산이나 하고 살았으면 누가 알았겠음?
호나우두나자리우,성시경이 딸려서 장범준이 위인게 아니라성시경도 대단하지만장범준이 히트를 더 잘 친 사람인거
나인테일,판테온 미러전 vs 소주 마시기
브엉저낭,나도 성시경 유튜브 영상보면 개쩐다 지린다 그러면서 보고 하지만 플레이리스트엔 장범준 노래가 더많음
qdwqdqwd,난 성시경... 장범준 방송활동안해도 그정도라는데 갠적으로 성시경 방송활동은 오히려 가수 성시경한테는 마이너스라생각해서..
INFJ인프제,댓글 4천개 가까이 됐던데 참 쓸데없는 걸로 에너지 낭비한다 싶더라
음밥페내놔,??? 결국 장범준이나 성시경이나 군대 면제 받는 bts보다 아래 아님??
어쩔사과,오르니틴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
펨코는사랑,오르니틴 에이 진짜 그정도라고...??? 동상세워주고 그정도여...??
오르니틴,펨코는사랑 원래 예술가는 죽어야 가치가 훨씬 더 상승함근데 그 죽음에 스토리가 있다?신격화 됨
더블치즈치즈,오르니틴 그런가?? 이건 좀 논란이 있겠는데 ㅋㅋㅋㅋㅋ
쌈장조림,오르니틴 어허~너무 갔엉~
라마라마라마,오르니틴 오버는 좀 ㅋㅋㅋㅋㅋㅋ 그냥 요절한거지 뭔 김광석급이라고
빛쵸비,같은 내용인데 결과에 따라서 베댓 갈리는거 실화야?
밸브,아티스트로 장범준이 걍 압살이지 싶은데... 근데 장범준 노래는 버스커 1집 이후로 몇 곡 안듣고 성시경은 플리에 항상 있음ㅋㅋㅋㅋ
은월향,아니 근데 진짜  장범준 후려치기 ㅈ대는듯; 성시경 전성기가 장범준급 임팩트였음? 봄되면 어김없이 차트 상위권 스물스물올라오는 봄의 캐롤이라는 곡을 작사작곡하고 그거말고도 꾸준히 메가히트곡이 나왔는데 ㅋㅋ장범준 후려치기가 너무심하네
숏스탑,근데 걍 개취아니여??? 비교할라면 음원 순위나 음반판매량일건데 그것도 시대흐름 많이 타는 시장이라 별로 비교하기에 적절하지도않고
피를로,내손을잡아 아 ㅋㅋㅋㅋㅋㅋㅋ
세스크킬패스,내손을잡아 개웃기네 ㅋㅋㅋㅋㅋ
이시하라사토미.,성시경 노래는 자주 찾아 듣는데 장범준 노래는 신곡 나왔을때 빼고는 찾아듣지는 않게 되더라
모두즐겁게,성시경은 나얼 박효신 김범수 같은 발라더계열 탑급이고장범준은 새로운 시대를 만든사람인데둘다본세대면 이걸비빌수가있나닥장범준인데..
국가안보,고음 때문에 성시경>장범준이라는 사람들 의견은 들을 가치도 없음케이팝 망치는 주범들임
Vousme,국가안보 근데 주범을 왜 니가 정함?
긴매,국가안보 이 사람은 노래를 잘한다는 기준이 고음으로 아는건가 ㅋㅋㅋ
밤11시에,"그 중들이 경전 외듯이 앵앵앵앵 부르는, 듣기 존나 싫은 음색이 장범준이라면 닥치고 성시경이지. 가창력 비벼진다는게 성시경에게 굴욕이다."
최순실,싸울일임ㅋㅋ
gogoc,저정도 급이 되면 그냥 취향의 영역이 아닌가 싶음사람마다 우선으로 두는 점수 영역이 다를것이고그걸 개인의 취향에 맞춰어디에 더 중점을 두느냐에 따라누가 낫냐가 갈릴만한 사람들임
아이스베어1,아티스트는 일단 작사 작곡에 가중을 둬야지
기묘띠123,성시경이라고 하는 분들은 대부분 노래 실력이나 본인 취향에 많이 점수를 주신 거 같음. 생각해보면 객관적인 영향력을 따졌을 때 장범준이 훨씬 더 큰 거 같은데
손오반,벛꽃엔딩하나로 정리쌉가능
서구청,어쩌다 둘이 비교하게 됐냐? 접점도 거의 없는거 같은데
짭뇨띠,작곡으로 대박친 장범준싱어 역량은 성시경난싱어송라이터를 더 쳐줌 그게 더 어렵자나
아탈,짭뇨띠 ㄹㅇ 저도 싱어송라이터를 더 높게 봐요
짭뇨띠,아탈 비교불가임  작곡가가 더 귀한건데
어쩔사과,닥 장범준임 장범준이 성시경한테 밀리는건 고음안올라가는거 그거빼고 모든게 장범준압살임
STAYC수민,근데 김장훈은 어느정도임 ?
펨콤,"STAYC수민 2000년대 콘서트 본좌가 김장훈, 이승환, 싸이 이렇게 일껄?"
내장지방,STAYC수민 그냥 뭐 그저 그렇지콘서트 기획 잘하고 열심히 하고 전성기 때는 방송도 잘 했고90년대 초에 데뷔해서 지금까지 살아남은 것만 해도 대단하고 본업 없이는 못 오는 거긴 한데 거기까지임
지다누10,대중성은 장범준나머지는 성시경 압승이지.. 장범준 택하는 사람은 헤이즈 vs 박정현에서도 헤이즈 택할 건가?ㅋㅋ
덤더럼,지다누10 비유가 안맞죠?
GUMAYUSl,지다누10 누가보면 장범준은 대중성만 좋은줄 알겠네 ㅋㅋ 버스커 1집 하나로 성시경 어느앨범 가져다 놔도 그거보다 평론가 평가 좋을듯
지다누10,GUMAYUSl 버스커버스커 1집은 진짜 명반이지. 근데 베플들만 봐도 지금 당장 음원 내면 누구곡이 올라갈거냐고 하잖아; 장범준도 데뷔앨범 제외하면 그 이후 행보가 실망스러운 건 사실이고ㅠ 성시경은 인기는 떨어졌지만 가창력이나 음악성은 오히려 더 좋아지고 있고...
디발라맘,지다누10 아이유 vs 박정현정도해야 급맞을거 같은데
지다누10,디발라맘 그건 벨붕 닥아이유지..
사류하,애초에 성시경이랑 장범준이랑 동세대 가수도 아닌데 왜 비교 당하는 거임?
더블치즈치즈,사류하 동시대가 아니라서 비교할때 반응 꿀잼
하입쿠키,성시경 내려치기도 ㅈ되더만 히트곡 수 압살이라니까 귀 닫고 벚꽃엔딩도르 ㅋㅋ 물론 가요계에 좀 더 영향을 준 건 장범준이라는 거에 동의함
하입쿠키,어쩔사과 훨씬 더 많은 게 팩트인데? ㅋㅋㅋ
어쩔사과,하입쿠키 ㅋㅋㅋㅋㅋ장범준은 앨범이 다 히트곡인데 성시경은 앨범 통틀어서 히트곡몇개 뽑히는거고 ㅋㅋㅋ
디발라맘,하입쿠키 팩트아님
bslbsl,어쩔사과 히트곡만 불러도 콘서트 시간 꽉 채울 수 있음문제는 최근 히트곡이 없는거지
하입쿠키,bslbsl 진짜 갑갑하다 ㅋㅋ
단뇸이,하입쿠키 ?
류혜영사랑해,하입쿠키 대체 성시경 히트곡이 뭐가있냐 거리에서 너의모든순간 희재 내일할일 넌감동이엿어 이정도빼면 기억도 안난다ㅋㅋㅋ 당장 가서 사람들한테 희재 불러봐요! 하면 못부른다근데 장범준 노래 흔꽃샴푸나 네온사인 첫사랑 불러보리 하면 바로 튀어나옴
류혜영사랑해,하입쿠키 성시경은 동시대에서도 존나 밀리는데 장범준은 10년대에 아이돌하고 아이유 등 그리고 모바일 음원시장 활발해질때 위에 놈들 제치고 1위먹은 놈인데 클라스가 다르지ㅋㅋ
요즘너무행복,하입쿠키 제주도의 푸른밤은 원곡도 아닌데 이런건 왜 끼어넣는거임 ㅋㅋ
하입쿠키,요즘너무행복 리메이크면 빼야됨? 히트한 건 맞는 노래인데? 빼도 상관은 없음
요즘너무행복,하입쿠키 온전히 본인 힘으로 히트시킨게 아니니까 이런거 비교할땐 당연히 저런건 빼야지;;
내장지방,내삶의반다이크 어차피 성시경도 그 수준임발라드 매니아들이나 좋아한다 요즘도 듣는다 그러는 거지송골매 vs 성시경해도 나는 송골매한다 ㅋㅋ 어쩌다 마주친 그대 벚꽃엔딩급 노래 성시경은 없으니
하입쿠키,장규진 고점은 따이는 거 맞는데 히트곡은 더 많은 거 맞음 요즘 세대에 히트한 게 많이 없어서 그렇지
류혜영사랑해,하입쿠키 니가 말한 것 몇곡빼고 알아요? 하면 모르는 사람이 더 많음
내장지방,류혜영사랑해 세 사람 돌아다니면서 물어보면 누가 알긴 하냐? ㅋㅋㅋ전형적인 지 가수니까 지한테만 히트곡이지 ㅋㅋㅋ
류혜영사랑해,하입쿠키 솔직히 너도 찾아보고 왔잖아 성시경 노래근데 장범준은 안찾아봐도 노래가 ㅅㅂ 그냥 술술적혀ㅋㅋㅋㅋ
하입쿠키,류혜영사랑해 10년도 전에 넘게 유행했던 노래를 근 10년도 안된 노래랑 비교하는게 ㅈㄴ 얼탱이 없네 병신새끼가
데로로,그 가창력도르 논리면 대한민국 최고가수는 하현우겠네
시대정신,성시경은 여자픽이 존내 높은듯원히트원더로 따지자면거리에서 vs 벚꽃엔딩 난 벚꽃승
eclips2d,노래 실력의 경우 둘의 방향성이 다르지만 성시경 우위라고 보는데 전반적으로 가수로써 내는 앨범이나 작품을 본다면 아티스트로서는 장범준 압승임
귀로천,가수 성시경 윈 싱어송라이터 장범준 윈
더블치즈치즈,로제박은빈카리나 팩틐ㅋㅋㅋㅋㅋ
자시안,난 성시경 노래를 더 좋아하는 편인데 가수로선 장범준이 위라고 봄성시경이 아무래도 경력이 길고 방송 노출이 오래 되다보니 위상은 높을 순 있는데 고점 부분에서 성시경은 명백한 약점이 있음  거리에서 내게오는길 희재 좋을텐데 차마 두사람 너의 모든순간 등등 노래 자체는 좋지만 장범준에 비하면 실적이 좀 약한 듯
오로라반사,씹다껌 커리어 비교하는거지
한섬닷컴,급식이나 20대 초는 장범준 찍고20대 중후반은 성시경이지난 장범준 노래 막걸리나랑 흔들리는 꽃들 속에서 빼고 다 별로던데
단뇸이,한섬닷컴 ?
장규진,한섬닷컴 장범준 슈스케가 2010년인가 그때쯤 지금 20대 후반~30초반 급식이였을때  가장 장범준 노래많이들은게 20후반 30초반 이란 얘기임   성시경 픽은 30후반으로 올라가던가 해야지 20~30초까진  장범준이지
마크로니아,잘 부르긴 하지만 그냥 좀 더 대중적인 느낌이 장범준이지.ㄹㅇ 노래는 성시경이지.아이유가 대중적으로 성공했다고 이선희랑 비교하는꼴 아니냐.
레미르,마크로니아 그렇게 가면 난 노래도 아이유쪽이 훨씬 좋음.그냥 더 듣기 좋아.
브엉저낭,마크로니아 성시경 장범준 비교를 아이유 이선희로 비유한다고? 성시경 올려치기 개좆되네 ㅋㅋ
하인즈,마크로니아 장범준이 성시경 넘었듯아이유가 이선희는 이미 넘었음
