ID,comment
인터밀란,장범준은 2010년대를 대표하는 가수 중 하나인데 장범준 ㅈㄴ 내려침
sy3r,벚꽃엔딩 원툴로 여기고있네 ㅋㅋ 흥행력 성적 음악성 작곡 모든게 압살인데 걍 가창력 딱하나빼고
부산큰손,애초에 성시경은 여자팬이 압도적이자너
멍청이바로너,한쪽은 객관적 지표 들고오고 나머지한쪽은 느낌도르 ㅋㅋㅋㅋ
룰랄룰루,보컬 말고는 이길 가능성이 없음
복현2동,야 됐고 노래방가면 성시경 장범준 둘 중 누구껄 더 많이 부르냐
매콤항정살덮밥,복현2동 시경이형껀 못 불러..
뮐러를발롱으로,성시경은 발라더고 장범준은 싱어송라이터라 난 장범준 한표
bslbsl,난 가수는 공연으로 말하고 관중동원력으로 그 급이 나눠진다 생각하는데 KSPO돔(올림픽 체조경기장) 공연 횟수만 봐도 넘사임아이유만 봐도 이번에 잠실주경기장 콘으로 클래스 제대로 보여줬고 장범준은 고점 개쩔고 노래 개좋은거 아는데 그래서 라이브됨? 위에 보면 김광석에 비교하는데 김광석 라이브만 봐도 넘사라 생각함 이문세가 그 연세에도 KSPO돔 꽉꽉 채우는거 보면 라이브충인 나로썬 장범준은 평가절하할 수 밖에 없음싱어송라이터 싱어송라이터하는데 싱어만큼은 반쪽짜리임
개가치멸망,bslbsl 장범준 콘서트 10번 넘게 갔는데 라이브가 안된다는 소리는 도대체 뭘 보고 하는거임..? 그냥 본인이 버스커 출신이라 버스킹 하는거 좋아하고 공연은 적당한 공연장에서 짜임새있고 완성도 높게 진행하는걸 좋아하는건데 장범준이 체조경기장을 못채워서 안하겠냐
탱꾸레,bslbsl 근본이 버스킹 시절 핑키핑키부턴데 라이브 절하는 좀 ㅋㅋ
범수염고래,bslbsl 라이브충도 아니지원래 음악은 음원이 아니라 라이브로 들어야한다는게내 개인적인 생각임원래 음반성적=>콘서트파워로 이어지는거라
지방,"진지 빨고 얘기하면 히트곡이나 가창력, 작곡 여부로 비교하는 건 그다지 의미가 없음결국 음악가를 평가하는 건 음반 단위의 퀄리티와 그 음반이 얼마 만큼의 영향력을 갖느냐임개인적으로 버스커버스커 1집이 아주 뛰어난 명반이라고도 생각하진 않지만 굉장히 잘 만들어진 이지 리스닝 음반이라고도 생각함파격적인 시도를 해서 새로운 장르를 열었다거나 해당 앨범이 장르의 선구자격인 것도 아니지만 엄청난 대중성을 갖는 것도 명반으로서의 자격이 있다고 생각함. 결국 이것들은 장르음악, 대중음악이라는 카테고리에 있기 때문에반면에 성시경이 그런 영향력을 가졌었나? 라고 생각하면 그 정도의 아티스트는 아니었다는 거지오히려 나는 성시경 노래를 훨씬 많이 듣고 좋아하지만 “음악가”로선 장범준이 몇 수 위라고 생각이 드네"
귀로천,지방 싱어송라이터가 그래서 고평가 받는거임. 신승훈 김건모가 고평가 받는이유도 앨범성적 떠나서 싱어송라이터라 그런거
지방,귀로천 직접 작사작곡 하는 게 높은 평가를 받는 것도 맞지만 이보단성시경은 음반 퀄리티로도 영향력으로도 가창력으로도 당대 최고를 찍은 적이 없다. 라고 결론짓는 게 맞는 것 같습니다. 임재범 이승철 김범수 박효신 등 당대 최정점을 찍은 “보컬리스트”들은 어떻게든 라이터들이 사용해보고 싶어하는 최고의 악기들이니까요쓰다 보니 악기라는 측면에서 보면 성시경이 제가 말한 것보단 높게 평가될 만한 여지가 있긴 하네요
귀로천,지방 ㅇㅇ 유재하가 고평가 받는이유를 생각해보면 장범준이 위라고 생각함. 여기 댓글 ㅈ병신들 히트곡 도르가 ㅈ병신같을뿐. 임마들 논리면 걍 음원성적 줄세우기로 고트가려야함 ㅋㅋㅋㅋ
지방,귀로천 ㅎㅎ 이런 논제에서 음악에 과몰입하지 않은 거의 모든 대중들은 히트곡과 이미지를 통해 성패를 판단하기 때문에 어쩔 수 없어요
귀로천,지방 정작 본문 엠팍아재들이 더 논점 잘집음 ㅋㅋㅋㅋ 가수로써 본질을 ㅋㅋ 장범준이 벚꽃엔딩.메가급히트 아니고 어느정도 히트곡 수준이였어도 성시경보다 고평가 받았을꺼라고 본다 나는
야무치,지방 나도 동감
속삭이는몽자,막상 까보면 장범준도 콘서트 티켓파워 만만치 않을거같은데계속 콘서트하면 성시경 압승이라고 하는게 웃기네ㅋㅋㅋ ㅋㅋ
뮐러를발롱으로,속삭이는몽자 걍 숨만쉬어도 얼마나 돈 많이 들어오면 아무것도 안하나 생각은 안하는 애들이라 그럼 ㅋㅋ
bslbsl,속삭이는몽자 장범준 티켓파워 안 됨 KSPO돔에서 13년에 딱 한번함
장필립,한국 역사상 가장 위대한 음악인 순위를 꼽는다 치면 장범준이 성시경보다는 아득히 위에 랭크할듯
초범9,조성모 임창정보더 성시경이 위였다고 착각하는 어린 친구들 때문이 오늘 여러번 놀라고 간다.. 아 초록매실.. 아 미미로즈..
공정한나라당,초범9 근데 착각이고 말고 그때 위상이고 뭐고 우리 세대가 듣는 가수가 조성모 임창정보다 압도적으로 성시경인데 뭐 어쩔거임
강혜원와이번스,공정한나라당 성시경은 조성모 임창정에 비교할 급 자체가 아닌데 왜 갑자기 압도적임?
공정한나라당,강혜원와이번스 급이고 뭐고 지금 20대에서 조성모 노래 한곡도 모르는 애들이 태반일텐데 그때 조성모가 급 높았다 도르가 뭔 의미냐는거임
강혜원와이번스,공정한나라당 요즘 활동 안한지 한참 된 사람하고 활동 오래오래 하면서 계속 가수로 히트곡 없는 반면 연예인으로는 계속 활동한 사람하고 20대 기준 인지도 비교하는게 뭔 의미가 있음
초범9,공정한나라당 피파에서 인자기 카드가 어린 세대한테 좋은 카드로 인식되서 많이 쓰이고 압도적으로 쓰인다고 치자. 그래서 어린 세대들이 아 인자기 압도적으로 많이 쓰이는데 호나우두 히바우두 이 개잡주들 대체 뭐임 ㅋㅋ 이러면 이해 되겠음? 걍 내가 딱 이 느낌임.
공정한나라당,초범9 지금도 많이 듣는다는건 그 자체로 의미있는거 아님? 시대를 안 타는 노래라는건데
초범9,공정한나라당 진짜 지금 많이 듣는 거 맞음? 근데 노래방 인기 차트에서는 왜 안 보이지? 걍 듣기만 듣나? 정확하게는 노래를 많이 듣는다가 아니라 유튜브로 얼굴 많이 봤다 정도 아닐까?
공정한나라당,초범9 노래방에 20대만 가는것도 아니고 ㅋㅋㅋ 그리고 내가 그렇다는데 왜 부정함 길 나가서 10대 20대 붙잡고 물어보셈 조성모 아냐고
초범9,공정한나라당 아니 뭐 요새 애들이 많이 들으면 최소한도 길거리 카페나 이런데서도 좀 들려야지 뭔 어떤 팩트도 없이 이 악물고 요새 애들 많이 듣는다 내가 그렇게 주장하니 정답이다 이러면 이게 말이야 방구야
공정한나라당,초범9 아니 내가 20대인데 주위에 조성모를 모른다니까요 이걸 팩트를 어떻게 제시함
초범9,"공정한나라당 아 조성모야 성시경처럼 유튜브를 운영하나 아님 예능에 나오나 기껏해야 무도 토토가 잠깐 나오고 근 이십 년 가까이를 잠수인데 20대 모를 수 있지근데 처음 내가 쓴 댓글은 뭐냐 하면, 고ㅏ연 한국 발라더 계보에서 성시경이 조성모 임창정을 제끼냐? 그건 아니라는 거고. 너랑 나랑 다른 얘기 하는 거임 지금"
명왕성,공정한나라당 대체 어느세대길래 성시경이 임창정 조성모를 압도적으로 이김?
공정한나라당,명왕성 95인데 임창정은 그냥 노래방가서 술먹으면 부르는 아재노래 느낌이고 조성모 노래는 아는것도 없음
하츠투,초범9 아 잘못추천누름
오니온,"""장범준 굴욕인데요.성 쓴 댓글들 보니까 엠팍 아재들 얼마나 시대흐름에 못따라가고 있는지.. 새삼 또 느끼고 갑니다 ㅜㅠ""짤에 있는 댓글인데 개인적으로 내가 제일 싫어하는 류의 댓글임. 그냥 사람들 취향이나 의견이 갈릴 수도 있는 건데 마치 정답은 꼭 하나여야 하고 반댓쪽은 틀렸다는 전재로 저딴 댓글 쓰는데 인터넷에서 의견 갈리는 게 당연하지. 개인적으로 난 장범준을 좋아하지만 둘다 위대한 가수들인데 위대함과 위대함을 비교하면 사랑 음악 취향에 갈리겠지 뭔 시대흐름 타령이야. 지 의견은 없고 걍 인터넷 여론만 따라가야 한다는 건가. 저런 새끼들 때문에 토론 문화가 없다고 생각함."
STAYC수민,fmkorea선정 여자친구와 콘서트 가고싶은 남자 1위로 성시경이 선정됨에따라 성시경 승으로 마무리하도록 하겠습니다 ~~
하입쿠키,장르도 다를 뿐더러 성시경 전성기는 장범준 데뷔하기도 전 같은데 히트가 무조건 닥 장범준 이러는 것도 문제있음 성시경 전성기땐 스트리밍 활성화도 잘 되지 않던 때인데 ㅋㅋ 벚꽃엔딩이 고점 대단하다는 건 맞지만 히트곡 수는 연차 있는 성시경이 더 많은 게 맞음
화산귀환1,장범준 노래는 그냥 밈이었지노래가 딱히 좋다기 보다 강남스타일 느낌으로 부가적인 요소가 플러스 알파되어서 인기 끌었던거고성시경은 노래 그 자체로 인기있던거고
맹모띠,화산귀환1 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그것도 가수로서 능력이지고점은 장범준이 넘사잖아
상호돈신,맹모띠 밈이 10년 가네
꼬카인중독자,화산귀환1 이건 개소리지 ㅋㅋ밈이 무슨 몇년을 해먹음지금 강남스타일 우리나라에서 나오긴함?벚꽃엔딩은 봄 될때마다 차트인함노래가 인기가 없으면 찾아 듣지도 않게되는데 매년 찾아듣는다는건 인기가 있다는거임
GOAT클럽레알,가창력빼고 비교하기 실례라고 봄
까악태,여기 애들 열불 내면서 서로 누가 더 위라고 장문 댓글 적는 거 보면 웃음벨이네 ㅋㅋㅋㅋ이게 그렇게 논쟁거린가
박초롱,댓글 뭐야
어웨이큰,난 성시경노래실력까지 포함해서 그냥 성시경은 발라드 황태자임장범준하면 벛꽃엔딩만 아는데 뭐가 그렇게 히트곡 많은건지도 모르겠고
류혜영사랑해,어웨이큰 노래실력은 성시경보다 위인 가수가 너무 많은데?? 성시경 히트곡 좀 말해봐라
어웨이큰,"류혜영사랑해 노래 음원성적을 몰라서 히트곡인지는 모르겠는데 성시경 인지도 있는곡은 너무 많은데???그냥 존나 많음.대충생각나는거만 해도희재 , 내게오는길 , 너의모든순간 , 거리에서 , 좋을텐데 , 두사람 , 한번더이별 , 우리제법잘어울려요 , 미소천사 , 첫겨울이니까 , 안녕내사랑 , 넌 감동이었어 , 넌나의봄이다 등등"
류혜영사랑해,어웨이큰 솔직히 당장 길거리에 아무 나이대나 붙잡고 성시경 한던더 이별 불러주세요! 하면 부를 수 있냐?  아니면 성시경 첫겨울이니까 좋을텐데 노래 알아요? 하면 아냐?근데 장범준은 향수 회상 첫사랑 꽃송이가 네온사인 알아요? 하면 바로 튀어나옴
어웨이큰,류혜영사랑해 좋을텐데 알만한데? 장범준은 벛꽃엔딩이랑 샴푸밖에 모르겠는데?
류혜영사랑해,어웨이큰 그건 니가 10년대에 노래를 안들었다는 증거임 장범준 노래는 어딜가나 1 1.5 2집 전곡이 모든 거리에서 흘러나왓음 성시경이 그런적이 잇음?
어웨이큰,류혜영사랑해 니가 그거 모른다고 2010년대 안들었다는 말처럼 성시경도 2000년대면 다알텐데? 그냥 세대차이 아님?
류혜영사랑해,어웨이큰 성시경 - 신인상 끝장범준 - 멜론뮤직어워드 최우수 음원상 한국대중음악협회 최우수 팝음악상 등 3개석권 네티즌최우수음원상 이상 1집2집도 멜론ㅇㅇ음원상 그외그냥 음악성에서도 비교불가
어웨이큰,류혜영사랑해 결국은 전부 음원상인데 무슨 음악성드립이야 ㅋㅋ
류혜영사랑해,어웨이큰 너가 나열한 노래들중에 희재 넌감동이었어 거리에서 너의모든순간 이정도는 히트곡이긴한데 나머지는 물어봐도 모른다 진짜로
어웨이큰,류혜영사랑해 좋을텐데를 모른다고? ㅋㅋㅋ 저것들 보다 더 히트곡인데 ㅋㅋ
류혜영사랑해,어웨이큰 니 기준말고 대중성기준 임마ㅋㅋㅋ ㅇ예술성을 차치하고 음원성적부터 압살당함
어웨이큰,류혜영사랑해 난 무조건 음원성적이 대중성이라고 생각안함 ㅋㅋㅋㅋ그럼 뭐 BTS 아이돌 노래 다알아? ㅋㅋ
류혜영사랑해,어웨이큰 아니 그럼 장범준이 사재기했냐? 그리고 음원성적이 대중성이 아니면 뭘로 대중성을 판단해? 니 내일 가서 사람들한테 성시경 노래 아는거 말하라하면 말도 잘 못한더니까
어웨이큰,류혜영사랑해 ㅋㅋㅋ 아니 아이돌들 다 사재기함?? 뭔 사재기가 갑자기 왜나옴 개소리야 ㅋㅋ성시경 아는 노래 하면 바로 튀어나오는데 뭔소리 ㅋㅋㅋ10대뺴고 20304050대 훨씬 잘나오지
류혜영사랑해,어웨이큰 그리고 성시경이 왜 발라드 황태자냐 동시대에 비교해도 대체자가 존나게 많은디근데 장범준은 10년대 아이돌빠돌빠순이판과 아이유 사이에서 혼자 음원성적으로만 살아남은 놈인데ㅋㅋ
어웨이큰,"류혜영사랑해 벛꽃엔딩이랑 향수 인정한다니까여수밤바다도 인정 나는 장범준 자체를 그렇게 깍아내리는 뜻이 아님.그 2,3개 딱 아는데 히트곡이 ㅈㄴ 많다니까 그러는거지"
류혜영사랑해,어웨이큰 그냥 노래실력은 성시경이 몇수위여도 예술성 대중성은 비비지도 못함 장범준 음원으로 상받은것만해도 존나 많은데 성시경은 신인상이 끝임 그 거리에서 음반으로도 상못받음ㅋㅋ
어웨이큰,류혜영사랑해 예술성 ㅇㅈㄹ 예술성은 누가 어떻게 평가하는지 모르겠고음원으로 대중성이라는데 음원을 대중성을 평가하는 한부분으로 인정하겠지만 음원=대중성 그자체라고 생각안함.그러면 아이돌들이 싹다 1위지 ㅋㅋㅋㅋㅋ
류혜영사랑해,어웨이큰 대중음악협회에서 전문가들이 판단한거고 다른 상은 네티즌들이 투표한거다 10년대 아이돌 전성기시절에ㅋㅋㅋㅋㅋㅌㅋㅋㅌㅋㅋㅋ
어웨이큰,류혜영사랑해 그러니까 벛꽃엔딩같이 메가히트곡 친거 인정한다니까 ? 난 장범준 성적자체를 부정하는 건 아님
류혜영사랑해,어웨이큰 난 성시경>장범준을 인정안함
어웨이큰,류혜영사랑해 그거야 뭐 개취지.난 그렇게 생각한다는거고 넌 그렇게 생각한다는거 아님?그게 끝인데
류혜영사랑해,어웨이큰 그냥 성시경은 그 동시대에봐도 대체자 존나게 많다니까? 당장 가장 최근에.낸 앨범도 개씹좆망하고 묻혔는데 무슨ㅋㅋㅋ
어웨이큰,류혜영사랑해 ㅋㅋㅋ 최근 ㅋㅋ 그건 20년뒤에 장범준이 곡내고도 히트치고 말해야지 ㅋㅋ
초범9,어웨이큰 황태자는 좀 그렇고 한 종2품 대신 정도는 되는 듯
에우로스,개인취향차이지 뭘
Fkdkd,여기서 임재범 이적 방탄 이소라 이런 가수들이 왜 언급되지 성시경이 쟤네만큼 무슨 족적을 남김? 장범준이 단순 인기가수인가? 이상하네
어웨이큰,Fkdkd 이적이 성시경보다 위임?
Fkdkd,어웨이큰 장범준 vs 성시경 얘기하면 히트곡 나열밖에 못함 상대가 성시경이라 근데 장범준 vs 이적이면 히트곡은 장범준이 우세할수 있어도 명반이라던지 장르적인 측면에서 이적이 더 위니 얘기가 오갔겠지 근데 성시경은 그런게 없는데 쟤네를 언급하길래 말한거
내장지방,어웨이큰 당연 이적이 위지 ㅋㅋㅋㅋ
Yawah,아니 질문이 대중가수로써 누가 더 위냐인데그럼 당연히 히트곡을 가져와야지 뭘 가져와
나는푸르른,Yawah 막말로 성시경이 실험성있는 가수도 아니긴함 ㅋㅋ그럼 대중성으로 비교해야지
courteou,Yawah 히트곡으로만 따지면 장범준 >>> 임재범인데 가수들 100 명 모아두고 임재범과 장범준 중에 누가 더 뛰어난 가수냐고 물어보면 100 명 중에 90 명은 임재범 뽑는다에 손모가지 검 ㅋㅋㅋㅋㅋㅋ
범수염고래,courteou 그러고보니까 만약에 히트곡으로 따진다고 하면 임재범도 고해 너를위해 낙인 원툴이네ㅋㅋㅋㅋ
내장지방,범수염고래 ㅇ 그래서 그냥 락가수로 가오잡지만 사실 발라더 아님?
로제찜닭,ㅋㅋㅋㅋ댓글존나불타네가수는 그냥 취향차이아님?
강혜원와이번스,난 장범준 정도면 충분히 GOAT 언급할때 낄만한 급이라고 생각해서 왜 비교하는지도 모르겠음. 반면 성시경은 걍 그 시대에 제법 있었던 인기 꽤 있고 노래도 잘하는 발라드 가수 몇명 중 1인 그정도 느낌
mag1xx,닥 장범준임  ㅇㅇ 보컬로는 성시경이 위맞는데 가수 전체적으로평가하면 장범준이 위다
Fda,걍 대중가요에서 대중성으로 평가하는게 맞음그러므로 장범준이 위라생각하고
룰랄룰루,뭐 벚꽃엔딩은 대충 국민가요 느낌이고 그걸 쓴 사람이 장범준이니까 보컬이 아닌 아티스트로 비교하면 ㅋㅋ
86년생김모쏠,긍데 장범준 1집 망함? 노래 하나도 모르겠네
맹모띠,86년생김모쏠 넌 밖에 좀 나가라
선악플러,맹모띠 장범준 1집 타이틀곡이 어려운 여자인데 나도 이건 모르는데? 버스커 1집이랑 장범준 1집이 다른데 뭔 밖을 나가
mag1xx,86년생김모쏠 근데 죄다국밥같은 노래들이라 남녀노소 다알지ㅇㅇ 제목은 몰라도 듣다보면 아 이사람인가? 딱드는데
구르트,86년생김모쏠 버스커 포함 6개앨범중에선 제일 약하긴함
개가치멸망,86년생김모쏠 벜벜말고 장범준1집 말하는거면 이 앨범은 장범준 지인들 곡들 받아서 편곡해가지고 부른거고 실험적인 것들도 많아서 다른 앨범보다 흥행 실패하긴했음 다른 앨범들이랑은 기조부터가 달라서
86년생김모쏠,개가치멸망 어려운여자만 들어보니까 들어본거같고 나머진 모르겠네
나는착한사람,성시경은 가수로 쩔고장범준은 싱어송라이터로 개쩔고보컬로서는 성시경 음색이 압살하지만김광석을 떠올릴 때 지금 세대 가장 가까운 가수는 장범준이다 보니 장범준 손을 들어주는 사람이 많은듯
키코코스타디노브,[삭제된 댓글입니다.]
나는착한사람,키코코스타디노브 지디는 뭐하는 얜데?걔는 왜 인기 있는지 모르겠어 얼굴이 잘생긴 것도 아니고 키도 작던데
아임닭,나는착한사람 뭐하는애냐면서 왜 인기있는지 모르겠다하고 키랑 얼굴까지 알고있노 ㅋㅋ 이악물고 ㅅㅂㅋㅋ
나는착한사람,아임닭 가수인거 같은데 무슨 그룹인지 모름 빅뱅인지 동방신기인지 남자 그룹 관심없어서인터넷에서 하도 지디지디 거리니 춤을 잘추나 보다 하는거지
류혜영사랑해,나는착한사람 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ인터넷을 하면수 지디를 머른다는 것도 윳긴데 컨셉 잘잡았다 야
나는착한사람,류혜영사랑해 류혜영은 안다 응사 재밌게 봄 개이쁘지지디 인터넷에 짤로 돌아다니는거 알고 악뮤 찬혁이가 흉내 낸다는 것만 안다고배우나 가수도 내가 좋아하는것만 알지 걔는 무슨 노래 부르는지도 모르겠음
류혜영사랑해,나는착한사람 어...그래...너 최고...대박...그래...빅뱅을 모르는 한국사람도 있구나...
나는착한사람,류혜영사랑해 걍 아이돌 노래 자체를 안들음...소녀시대 맴버도 윤아 태연밖에 얼굴 모른다다른 애들 이름만 주워듣고
류혜영사랑해,나는착한사람 뱅뱅뱅이나 거짓말 삐딱하게 하루하루 마지막인사 이런거 틀어놓으면 바로 따라부를거면서ㅋㅋㅋㅋ
나는착한사람,류혜영사랑해 다 모르는 노래임나 성시경 세대라서거짓말은 지오디 거짓말은 안다
픽스트,키코코스타디노브 당연히 지디 아님 ?
아임닭,키코코스타디노브 지디지 문화영향력이나 시대원탑찍었고 음원화력 음반 대상 콘서트동원력뭐 ..
나는착한사람,아임닭 걔가 대마초로 힐링캠프인가? 어디 나온건 짤로 봄그거 보고 잘생기진 않았네 생각했었음
멍청이바로너,아이유랑 쌈 성립되는게 장범준인데
김해코스트코,멍청이바로너 그건아님ㅋㅋ
멍청이바로너,김해코스트코 아이유가 위긴 하지 근데 3손가락 안에는 들잖음?
김해코스트코,멍청이바로너 벚꽃엔딩 하나만 비비고 나머지는 아예 볼륨이 다름집계 이후 다운 1위 벚꽃엔딩 2위 너랑나스트리밍은 밤편지가 벚꽃엔딩 대가리땀이제 나머지 곡으로가면 볼륨자체가 비교가안되고오히려 bts가 셈
멍청이바로너,김해코스트코 이게 내가 댓을 잘못달았네 ㅋㅋㅋㅋㅋ 동급이라는게 아니라 개겨볼만 하다는 의미였는디 ㅋㅋㅋㅋ 내가 잘못적음
김해코스트코,멍청이바로너 장범준이 벚꽃엔딩 하나만 아웃라이어고 나머진 볼사나 악뮤랑 비슷할거같음
멍청이바로너,김해코스트코 그럼 보통은 장범준이 벗꽃포함하면 볼사 악뮤보다는 우위로 보지?
김해코스트코,멍청이바로너 ㅇㅇ 장범준 저평가가 아니고 볼사도 16~18인가? 이때 존나셌음 아이유 위협했으니낀
나는착한사람,멍청이바로너 아이유가 아무리 잘 친다지만 장범준도 남자다... 그러지 마라
한국,난 성시경
요산요수,그리고 성시경도 작곡 많이했늠데 내려치기는....너의모든순간도 성시경 작곡임;;
siea,요산요수 성시경 내려치는애들 걍 성시경 자체를 모름 ㅋㅋ
임나우,요산요수 직접 확인해보니 저번 앨범에도 3곡인가 작곡에 1곡 참여인가 그럼 ㅋㅋ 곡 아예 못 쓰는 사람으로 인식되고 있네
미스즈,어따 갖다 비벼. 성시경이지
복현2동,걍 노래방에서 성시경 장범준 노래 누구걸 더 많이 부르냐?
더블치즈치즈,복현2동 뭘 더 잘부르고 싶냐고 물어보면 성시경 노래근데 어려우니 장범준꺼 부름 ㅠㅋㅋㅋ
마크로니아,복현2동 그런 걸로 치면 소방차형님 아파트로 씹압살임
복현2동,마크로니아 와 그건 내 노래방가서도 한 번도 들어본적없고 들린적도없는데....? 생각지도 못한 노래가 나와서 놀랬네
레아오,마크로니아 아파트 소방차 노래 아님
Broja,마크로니아 아파트는 윤수일 아녀..?
키코코스타디노브,[삭제된 댓글입니다.]
더블치즈치즈,키코코스타디노브 아이고 너무 갔다 ㅋㅋㅋㅋㅋㅋㅋㅋ
OCTAVIVS,"키코코스타디노브 진지하게 답하자면 조용필은 최전성기 임팩트, 커리어, 싱어송라이터로서의 음악적 역량으로 갖다대면 한국 가요판에서 비빌 가수가 거의 없음"
86년생김모쏠,키코코스타디노브 바운스
하츠투,그럼박효신 vs 장범준은?
감사함미다,하츠투 가창력은 박효신 승리지
어웨이큰,하츠투 저 기준이면 장범준 해야될거같은데 ㅋㅋ
클라우드22,"성시경이 발라더로서 1등할 수 있는건 ""잘먹는 발라더"", ""방송과 MC ㅈㄴ 잘하는 발라더"" 밖에 없음.임펙트는 신승훈, 조성모, 롱런은 임창정, 이승철, 초단기 임펙트는 김종국 ㅋㅋ 방송 잘하는 발라더도 애매하네.  김종국도 ㅈㄴ 잘하니깐.   차라리 지금 10-20대 남성한테도 어필되는 발라더로서 가치가 있다는걸 오늘 펨코 글로 처음 알게됨."
아넬충,클라우드22 [삭제된 댓글입니다.]
클라우드22,아넬충 지금도 듣는 발라더 하면 나도 성시경 손 들어줄거 같음.오히려 전성기때보다 지금이 더 듣기 좋은거 같음.  나도 성시경 노래 즐겨듣는데 평가는 냉철하게 한거임.
더블치즈치즈,클라우드22 킹 남 자
내장지방,클라우드22 방송 잘 해서 요즘 애들한테도 어필이 되는 거지그 정도로 열심히 만들고 노래 잘 한 건 맞지만은
엣지러너,제발 그만 비벼 시경맘들 존나 선넘네
9.3.0521,엣지러너 미친 ㅋㅋ
호나나나나나,애초에 뭔 음원성적 어쩌구 하는데 성시경도 음원 대박난 거 많고 지금 내가 알기론 노래방 차트도 성시경이 위인데 ㅋㅋㅋ 장범준 성시경에 빗대는 건 너무 나간 거 아님?
호나나나나나,호나나나나나 코노에서 그렇게 주장하는 전성시 지난 성시경 노래가 더 위다 이거는 어떻게 설명하려나
숲튽김치,호나나나나나 와 노래방 차트 도르ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
덤더럼,호나나나나나 노래방 차트 성시경 위 확실함?
호나나나나나,덤더럼 ㅇㅇ 확실한데?
덤더럼,호나나나나나 언제기준으로? 뭐 현재?
호나나나나나,덤더럼 어 현재
덤더럼,호나나나나나 그럼 님 잘못알고 있는거임. 노래방 차트는 검색해도 나오니깐 해보고오셈
쿠루루쿠루루쿠,덤더럼 20년까지 검색되는데 모바일이라 그런지너의 모든 순간이 더 높음
불족,덤더럼 ㄴㄴ 노래방이면 장범준 압승임
호나나나나나,불족 노래방 인기차트라도 눌러봐 가서
클라우드22,호나나나나나 두 시대 모두 살아봤는데 성시경 전성기 음반과 음원 성적 장범준이랑 비교 절대 안됨 ;;휴식기도 너무 길었고.  지금보니깐 그냥 지금 10-20대 초반 남자들한테도 듣기 좋은 발라더도르 밖에 없음
구르트,호나나나나나 노래방 차트도르 ㅋㅋㅋ 경서예지 좋은가수다 그죠?
에펨트리,호나나나나나 https://kysing.kr/genre-polular/?ckattempt=1&range=1노래방도르 ㅋㅋㅋㅋㅋ성시경은 100위 안에 단 한곡도 없네
호나나나나나,에펨트리 .... 노래방이면 실제 기계 많은 tj지 이런 사이트는 있는지도 처음알았네
당기지말고미루,개인적으로 장범준 노래는 울림이 부족해
DNW_서울,장범준 노래 2~3개? 밖에 모르는데 인기 존나 많았구나 ㄷㄷ;;
낚시왕,DNW_서울 나도 히트곡 넘사라길래 놀람. 곡 몇개 안떠오르는데...
어웨이큰,DNW_서울 ㄹㅇ 나도 2개밖에 안떠오르는데
당기지말고미루,DNW_서울 나도 여수밤바다랑 벚꽃엔딩 빼고는 제목도 안떠오름
화산귀환1,"DNW_서울 딱 3개임흔들리는 꽃들속 ,여수밤바다, 벚꽃엔딩"
Fkdkd,DNW_서울 일단 1집 전곡이 유명함 인트로가 연주곡인데 이노래도 유명함
웬벤야마,오디션 출신 이미지 + 장르 한계라 어쩔수 없는듯
범디,애초에 성시경은 벚꽃엔딩급 히트곡이 아예 없을뿐더러 벚꽃엔딩 들고올 필요도 없음 성시경은 여수밤바다랑 샴푸 선에서도 다 정리됨
아이형사,아니 비교를 할거면 뭔가 기준을 같게 해놓고 합시다누구는 음원도르하고 있고 누구는 가창력도르 하고 있고 각자 저마다의 기준들이 다 달라 ㅋㅋ
지프는지프,"뭔 40~50대는 장범준 노래 안듣는줄 아네 ㅋㅋㅋ임영웅 막 뜰때트로트 다음으로 많이듣던게 흔꽃샴, 잠이오질 않네요 인데"
다두다아라,대중가수로서는 닥 장범준이지 ㅋㅋㅋㅋㅋ
레아오,그냥 보컬리스트로는 성시경이 위가 맞음 다만 가수로 누가 위냐 하면 당연히 앨범의 성적이나 완성도 히트곡의 수 종합적으로 봤을때 장범준이 위가 맞음
초범9,근데 요새 정말 성시경 노래 어린 친구들이 많이 듣나?? 그거 치고는 코노 인기 차트에 안 보이던데..
에펨트리,초범9 그냥 예능으로 자주 보니깐 평가가 좋은거지
내장지방,초범9 그냥 뭐 예능에 얼굴 자주 비치고 노래도 한 곡씩 하니까 우연히 좀 찾아 듣는 거지 그런 애들이
9.3.0521,허어~~~ 허어~~~~~어~~~
룰랄룰루,너의모든순간을 장범준 곡에 비비기에는 무리가 크다
오펜하이머무새,룰랄룰루 근데 당장 멜론좋아요만봐도여수밤바다보다 10만이 높은데벚꽃엔딩은 대중가요역사에 길이남을노래인데여수밤바다는 파급력때문에 메가히트곡이고너의모든순간은 그냥 그저그런 히트곡임?
