,ID,comments
170,레뇨,둘이 강점있는 분야가 아예 달라서 비교의미가 없다생각하지만 장범준은 21세기 한국 남자싱어송라이터중 원탑아니냐
171,시대정신,성시경은 여자픽이 존내 높은듯원히트원더로 따지자면거리에서 vs 벚꽃엔딩 난 벚꽃승
172,eclips2d,노래 실력의 경우 둘의 방향성이 다르지만 성시경 우위라고 보는데 전반적으로 가수로써 내는 앨범이나 작품을 본다면 아티스트로서는 장범준 압승임
173,귀로천,가수 성시경 윈 싱어송라이터 장범준 윈
174,레미르,"더 좋고 나쁘고를 떠나서 ""대중가수""로썬 장범준이 위지."
175,삐삐야삐삐,한섬닷컴 엠팍 틀딱 새끼들이 장범준 고르는걸 보여줘도 이런 소리를 하면 어쩌누 얜 ㅋㅋ
176,오일러정리,다른건 모르겠고 장범준이 내려치기 당할 클래스는아닌데
177,마크로니아,잘 부르긴 하지만 그냥 좀 더 대중적인 느낌이 장범준이지.ㄹㅇ 노래는 성시경이지.아이유가 대중적으로 성공했다고 이선희랑 비교하는꼴 아니냐.
178,하인즈,마크로니아 장범준이 성시경 넘었듯아이유가 이선희는 이미 넘었음
179,유짐,성시경이 현역 중에 탑급 보컬이긴 하지만둘 다 대중가요 가수니까 상업적인 측면에서 압살하는 장범준 승이지
180,피카부,"본인 자작곡으로 한 시대 씹어먹은 장범준이 위지 버스커버스커 1집 여수밤바다, 벚꽃엔딩에서 게임 끝임"
181,뻥쟁이,장범준은 음지의 고수 느낌이고 성시경은 양지의 고수 느낌. 결론은 그냥 둘다 짱이라 생각함.
182,야무치,음악적 성과로 보면 닥 장범준인거같은데
183,점화블래스터,센스는챌린저 사실 객관적인 지표로 따지면 장범준이 압승이긴 함 성시경이 원탑이었던 시기는 거의 없음
184,상호돈신,성시경 동시대에 브아솔 sg워너비 버즈 김종국 등 너무 많았지 않나 장범준은 그야말로 씹어먹었고
185,사과애플,축구선수 비교랑 비슷하다고 봄 꾸준함도 중요한데 임팩트에 조금 더 점수가 간다고 생각한 그래서 장범준이 조금 더 위지 않을까 생각해봄
186,모모크롱,음원은 장범준이 압승인데
187,픽스트,"같은 기간대비로는 장범준이 임팩트 더 쎄고성시경은 아무래도 연차가 오래된 가수고 롱런하고있으니 누적치가 많이 쌓인 느낌 ?현기준으론 성시경 누적치가 더 많지만, 장범준이 지금 폼 더 오래 유지하면 장범준일듯딱 최고점만 비교해보면 장범준 버스커때가 더 높음"
188,매콤항정살덮밥,장범준 앨범퀄 지리긴 함가사같은거 대충쓴듯한 곡도 장범준만의 느낌이 있어서 좋음가창력이나 노래적표현은 성시경이 압승인데장범준은 작사 작곡 다 되고 히트곡도 많아서아티스트로 보면 장범준이 이길테고노래실력은 성시경이지 거리에서나 희재같은 어려운 노래성시경이 받은 이유가 있음
189,한산,성시경 전성기를 직접 본 사람인데닥 장범준인데
190,과일귀신,노래 실력은 성시경이 압살이긴 한데뮤지션 그 자체로만 보면 장범준이 추월한 것 같음본인 작사작곡에 낼 때마다 히트하니까 뭐성시경도 명곡 많지만 최근 10년 가까이 가수보단 예능인 활동이 더 두드러지지 않았나근데 콘서트 가라고 하면 성시경 콘서트 갈거임
191,lastfasc,ㅁㅊ.. 어쩌다가 성시경이 장범준 비교대상이 되어버렸노.. 내가 늙은건가
192,포스터칼라,근데 벚꽃엔딩 대박난거 인정인데그런 식으로 따지자면 성시경은 고사하고 뭐 하다못해 유재하도 장범준에 못비비는거 아니냐?
193,친일파척결,성시경의 롱런은 그의 음악적 역량도 있지만매일 방송국 관계자들과 마신 술의 영향도 크다고 봐요 반면 장범준은 은둔형 외톨이라서 장범준 손을 들어주고 싶네요
194,에펨덕후,데뷔연차가 십년 가까이 차이나는데 삐까뜨는거 자체가 장범준 압승 아님?
195,포르쉐오너,본인 힙찔이임 내 기준 장범준 압승
196,Broja,"난 장범준인게성시경이 잘나가던 시절엔 발라드 부르는 가수들이 많았음. 물론 그 중 에서도 성시경은 대단했지만장범준은 댄스가수 활개치고 다니고 그룹사운드, 통기타 + 보컬 이란게 ㅈ망한 시장에서갑자기 기타메고 짜잔 하고 등장해서대중성 하늘 찍는 음악들을 냈다는거에서 좀 더 높게 쳐 줌."
197,하이블루,나도 장범준먼 미래에 더 회자될거 같음
198,웰시코르키,지프는지프 장범준 벜벜시절까지 합쳐서 나온노래가 60여곡인데 제발뇌절좀ㅋㅋㅋ
199,44777,"전성기 한정이라고 하면 성시경이긴 한 데, 2022년 현재는 장범준이 압살이긴 해.요즘 애들은 성시경을 앨범 낸 노래 잘하는 예능인, 유튜버로 아는 수준 아닌가?"
200,구이92,44777 전성기 고점으로 보자고 하면 버스커 벚꽃연금 이길만한 앨범이 있음?
201,종윤사타구너,둘다 취향차이이긴한데스탈이 너무달라서 히트곡으로 치면 장범준이 압승이긴함벚꽃연금은 ㄹㅇ 넘사
202,자람자,장범준 노래 다 똑같이 들리고 음색도 다 똑같은데 발라드 가수로 뭐가 더 좋다는지 모르겠네 노래 걍 존나 질리는데
203,예나요,자람자 근데 장범준이 발라드 가수로 치는게 맞나 ㅋㅋ
204,밀수업자27,난 무조건 성시경버스커 - 장범준도 좋지만 성시경이 더 좋아 콘하면 성시경콘감
205,코제르다르크,성시경은 거의 리빙 레전드인데 발라드 분야 황제 아님? ㅋㅋ 장범준 노래는 좋은데 감탄은 안나옴 성시경 노래는 좋은데 감탄도 나옴 당장 콘서트 보내줘도 성시경 콘서트 감 나는
206,표삿갓TV,래드키 애초에 장범준 성시경 분야가 다른데 남자 발라드 솔로하면 성시경이고 남자 컨템포러리 포크 솔로하면 장범준이지 뭘 그정도가 아니야 ㅋㅋ
207,올롤,코제르다르크 장범준과의 비교를 떠나서 애초에 성시경이 그정도는 아님
208,사수,노래실력 빼면 다 장범준 승아님?
209,전승우승가능,성시경이 장범준한테 비빌수있다는게 믿기지않네 히트곡 수준이 다른데?성시경 전성기때 벚꽃엔딩급 임팩트는 아니더라도 여수밤바다 수준이라도 되는게 있나?노래방에서정도나 있지
210,화산귀환1,전승우승가능 거리에서넌감동이었어희재내게오는길좋을텐데두사람너는나의봄이다우린제법 잘어울려요대충생각나는거 적었는데 이거 다 여수밤바다급은 되는듯
211,맹모띠,난 장범준 노래를 많이 들어서 장범준
212,다두다아라,낡은핸드폰 성시경 아는 노래가 별로 없어서 장범준 갈듯
213,인사가사람을만든,벚꽃엔딩 < 끝판왕
214,야구르트배달,0나니 딴건 모르겠고 벚꽃엔딩에 미소천사가 비빌수있음?
215,낚시왕,둘 다 유튜버니까 구독자수로 비교한다성시경 109만장범준 94만성시경 승
216,요산요수,저논리면 박효신도 장범준한테 못비빔 ㅋㅋㅋㅋ밪꽃엔딩으로 장범준 전무후무 국내 최고가수 등극수준인데ㅋㅋㅋㅋㅋ
217,범수염고래,"아 성시경쪽이었는데 좀 흔들리긴한다.모든 앨범을 손수 만들어서 내놨다는점이 너무 크게 작용함. 내 발라드 명반 원탑이 유재하 앨범인데,성시경 앨범은 단 한번도 전체 풀재생으로들어본적이 없음장범준 앨범은 버스커버스커 이후로도 솔로앨범 3집까지 다 들어봤었고."
218,까꿍이야,장범준 음색이 진짜 독특한데 질리는 사람없음??나는 슈스케때 버스커 투표도하면서 잘 들었는데언제부턴가 좀 물린달까..  노래는 다른사람이 부를때 좋은데 버스커 때 노래나 솔로 노래는 안듣게되던데
219,chocolat,난 첨에 보자마자 성시경이라고 생각했는데 댓글들 보니까 장범준이 더 위인가 싶기도하네
220,루킹폴어탠션,히트곡 빼고 슈스케 한정으로도 장범준 승인듯그시절에 노래잘하고 잘부르는 발라드 가수는 많았음 그사이에 성시경이 1티어도 아니었고
221,세후도,내기준에선 비교불가 장범준 압승임 ㅋㅋ 가요를 그렇게 많이듣는건 아니지만 아는 노래중에 장범준노래가 훨씬 많음
222,야광번쩍,[페르소나] 장범준 아는세대면 성시경도 무조건 잘알지 근데 난 그세대인데 성시경 노래를 더 많이암
223,딥쓰리커리,기준이 먼데 시발 ㅋㅋ히트곡이면 장범준이고 실력이면 성시경이고고음가창도 안되는데 장범준은 본인도 인정했고 걍 개성있게 부르는거고
224,선호공주,"일단 두 분 포지션이 많이 달라요.성시경님은 발라드 하면 최정상에 위치한 대표가수고요,지금도 그 많은 남성들이 성시경처럼 부르고 싶어해요. 기술적으로도 뛰어나시고요.장범준님은 대중적으로 성공한 싱어송라이터시고요,순수한 가창에 집중하신 분은 아니에요.이게 vs가 되는가? 에 물음표가 생기네요."
225,토레스리,둘다 존나 좋아하는데 아직은 성시경이 위라 생각함. 근데 아직 장범준은 앞으로 10년이나 더 남아서 이 기간에 충분히 반열에 오를 수 있다 생각.
226,바카스사줘,장범준이 한 곡 내고 사라진 것도 아니고 이게 비교가 되냐 ㅋㅋ 성시경은 한번도 정상을 찍어본 적이 없다. 한 해 10대 가수를 뽑으면 간신히 한 두 번 들어갈 정도의 커리어. 좋니로 1위 찍기 전 윤종신 생각하면 되겠네
227,팬아메리칸항공,성시경 시대 좀 봤어도 장범준이 위별개로 목소리는 개취로 성시경장범준은 음색이...
228,악법2,그냥 무조건 장범준 아닌가? 논쟁하는게 신기하네
229,프코코,"아이스베어1 장범준이 프로듀싱으로 1,2등이요? ㅋㅋㅋ"
230,대충적당히,당장 둘이 동시에 동네에서 공연중인데 어느거 보러갈래 하면 난 장범준 보러감 그리고 이 질문으로 설문하면 장범준이 압도적으로 이길거 같은데
231,초코버내너,멍청이바로너 근데 장범준도 원탑이었던적이 없음
232,브라질 호나우두,실력은 성시경히트곡은 장범준
233,베이빌론,이게 갈린다는게 더 신기한데 난..ㅋㅋㅋ;성시경은 우리나라에서 손에 꼽힐만한 보컬리스트이자 싱어송라이터임 히트로치면 김범수도 장범준보다 밑임??ㅋㅋㅋㅋ말이되는소릴해라 좀
234,룰랄룰루,성시경도 곡을 쓰는걸로 알지만 장범준은 엥간하면 다 본인이 쓰지않나? ㅋㅋ
235,아서코난도일,"애초에 스타일도 시대도 조금 차이 나서 비교군인가 싶음ㅋㅋㅋㅋ 개인적으로 후대에 가수로 누가 더 좋은 평가받냐하면 장범준일거 같긴한데, 난 둘 다 좋아하는 가수라 택하기 어렵다ㅋㅋㅋㅋ"
236,소녀이론,벚꽃엔딩 장범준이 곡 혼자만든거면 비교불가지 성시경이랑
237,젼챙헌,작곡능력을 포함해버리면 김나박이보다 장범준인건가?
238,아레시보,박정규 여수사람들에게 혼나요
239,진짜테타볼,박정규 장범준 음원 성적 대한민국 탑에 드는 가수임 이건 좀...
240,얌냠냠,성시경 올려치기 심하네실제로는 연간 판매 순위가02년에 8위한 것이 최대 등수다나머지는 10위 안에도 든 적 없고장범준과의 비교를 떠나서 최대 전성기조차 많은 상위권 가수 중에 하나였을 뿐이야성시경 목소리는 나도 가지고 싶지만성시경은 전성기에도 20위~5위 왔다갔다 하는 가수였어
241,M4A3E8,장범준 곡 중에 몇개는 10년 20년 뒤에도 흔히 들릴거 같긴함ㅋㅋ
242,야쿠르트아줌마,화산귀환1 ??? 봄 하면 난 아직도 벚꽃엔딩인데 이게 그냥 원탑아님???
243,우르르르,장범준 활동도 안해도 음원나오면 1등 가능. 성시경 활동 존나함
244,Kkksmmk,성시경 노래도 별로 좋아하진않지만 장범준 노래는 질려서 못듣겠던대
245,페리트도,난 흔꽃샴에서 장범준 파워 체감함 ㅋㅋ보통 ost는 아 이거 그 드라마! 인데멜로가체질은 아 이거 장범준이 ost 부른거! 임
246,ASAPASPA,뭘로 비교하는지 모르겠지만 가창력은 당연히 성시경이고 가수로서 따지면 곡까지 쓰는 장범준이 더 위인듯
247,오잉이잉,성발라 데뷔 때부터 봤지만  장범준  택할게요
248,인천로쏘네리,노래는 성시경이 더 잘부르는데 히트는 장범준이지
249,백암센세세,성시경 전성기때는 그땐 너무 어려서 잘모르겠는데 성시경 노래는 거리에서말고는 잘모르겠고장범준은 버스커 1~2집 둘다 좋고 솔로앨범들도 꾸준히 상위권이라 난 장범준 같음
250,Loooqq,지나이 벚꽃엔딩은 세대 뿐만 아니라 시대까지 아우르지
251,카카카캍,아 그래서 킬링보이스 장범준 나왔냐고 ㅋㅋㅋ 조회수는 꽁이냐고 ㅋㅋㅋ
252,아트레이데스,근데 장범준도 발라드 가수로 분류함?? 그냥 둘이 느낌이 다른거같은데
253,쥬짓수마스터,성시경 진성팬 발라드빠돌이라 정확하게 표현가능함. 앨범성적이나 차트순위같은걸로 기준삼으면 장범준이 성시경 압살하는건 사실임. 근데 성시경은 적당한 감성의 팬들에게 꾸준히 사랑받고 히트곡 수도 많이 내면서 롱런한거지. 근데 이런식의 기준이면 당장 박효신 김범수도 장범준한테는 안됨.
254,불족,귀로천 장범준이 히트곡 더많은데차트 줄세우고월간차트 1위2위3위 먹던새끼임
255,윤복서,성시경도 물론 좋아하지만 장범준은 독보적임 그래서 장범준
256,브라쪼영생기원,그냥 장범준이지성시경 노래 되게 좋아하긴하지만
257,보적보는과학이다,난 개인적으로 장범준이 노래 잘하는줄 모르겠어서 성시경 한표
258,MUGN,노래 실력+음색은 성시경돈은 장범준이 더 많이벌었을거같네 ㅋㅋ
259,자기할말만하는놈,장범준
260,뿌뿌이,난 장범준이더좋아
261,칼쏜,장범준이 유재하 김광석급에 장르를 만들고 시대를 휩쓴급으로 평가 받기도 하는구나
262,내사랑비어만,둘이 시대가 달라서 히트곡 도르로 비교하는거도 애매하지둘 음악에 대한 접근성이 다른데성시경 전성기때는 테이프나 cd시대라 타이틀곡 말곤 많은 사람들이 접하기가 어렵던 시대였음장범준처럼 수록곡 줄세우기가 불가능했던 시대.오히려 고속도로 차트있던 그런 시대였는데전성기 기준 둘다 대중성 뛰어나고 히트곡 있고 롱런하는데시대가 넘  달라서 단순 히트곡수 비교는 애매해보임이미 성시경 새음악들은 대중성보단 지하고싶은거 해서 팬들위주로 바뀌었고 박효신처럼
263,파케타,음원성적으로 따질거면 김나박이 다 갖다대도 장범준 아래잖아;;
264,라이올라,성시경 입장에서는 꽤 자존심상할듯ㅋㅋㅋ 지금 세대는 장범준이 맞는거같고
265,뮤짤,"둘다 본인 영역은 확실하고 수요층도 많으니 이건 비슷하다고 치고,노래실력이야 당연히 성시경 우위인데히트곡 찍어내는건 장범준이 넘사라고 봄고점이 거리에서 vs 벚꽃엔딩 정도 같은데 일단 고점은 둘다 존나 높음근데 데뷔부터 지금까지 ㅍㅅㅌㅊ이상 히트곡 나열하라면 이건 곡수대비 장범준이 넘사로 많음ㅋㅋ"
266,김민니,장범준은 근데 악뮤랑 비교하는게 맞지않냐 ㄹㅇ
267,똥꾸녕,벚꽃엔딩하나로 성시경 다 박살냈지 머
268,짭룩말,기준이 뭐지 대중성이라면 장범준 인정인데 그 외엔 싹다 성시경 압승같은데
269,에디먼슨,걍 장범준이지 뭐.. ㅋㅋ
270,아스날지면포뿌림,장범준 가창력 좋은건 아닌데 성시경이 장범준 노래 부른다고 노래 뺏는 수준인것도 아님
271,존망시아,아스날지면포뿌림 성시경 보컬로 여수밤바다?동상 건립 가능
272,Gshsvwbw,걍 장범준은 곡하나로 시대를 풍미함 그거에서 비교불가
273,풋볼햄찌,노래실력은 성시경이고 실적은 장범준인게 극명하지 않나
274,웬벤야마,자시안 벚꽃 ㅋㅋ
275,GEN쵸비,자시안 장범준은 버스커시절 인디계탑이지지금도 볼사10센치정도랑 같이 최상위고
276,나는착한사람,노래를 아는 느낌으로만 치면비틀즈(장범준)이랑 웨스트라이프(성시경) 느낌?성시경 노래는 진짜 좋은거 많고 보컬로서도 뛰어나고 독보적 음색으로 한 시대를 풍미했다고 할 수 있는데 장범준의 벚꽃엔딩이 한국의 렛잇비 수준이라...그리고 장범준은 앞으로 더 보여줄게 많은 가수라서 장범준이 좀 평가 좋을거 같다
277,션샤오팅,"courteou 아니 애초에 성시경이 임재범 급이 아닌데 어떻게 성립함? ㅋㅋㅋ 장범준은 히트곡 외에도 앨범의 완전성이나 아티스트 측면에서 성시경 보다 낫다는 거고임재범은 시나위 보컬 시절 커리어, 이 밤이 지나면 고해 너를위해 같은 메가 히트곡+ 보컬로도 우리나라 탑 수준인 완전체 가수인데님들이 너무 임재범을 무시하는 거 아닐까?"
278,폰로엔그람라인하,장범준이 이겼다는 댓글은 아닌데 장범준은 10~20대에 전폭적인 지지 한 30초까지? 엄청난듯..  솔직히 노래도 공감대 적절히 있고 따라부르기도 쉽고 표절의혹도 없고 엄청난 사람임 사람자체가 서글서글해서 만만하게 보이는듯 하지만 실제로 행사같은것도 거의 안하고도 잘먹고 잘사는 엄청난 사람아닌가
279,미팡,벚꽃연금 받는 장범준이 위너다..
280,미스즈,근데 주변에 20~30대 초중에서 장범준 좋아하는 남자들이 특히 많긴 하더라. 그래서 젊은 남자 빠들이 많음. 물론 나는 무조건 성시경 압살이라고 생각
281,피파온라인3,장범준 노래를 더 많이알아서 장범준
282,Hyewon,저런논리면 김나박이 다 장범준밑인데 이렇게비교하는게맞음?
283,재정학연습,난 성시경 세대를 겪어도 바로 장범준이라고 생각하면서 들어왔는데
284,클레이에이킨,와 시발 성시경이 이렇게 내려치기 당하네...성시경이랑 장범준 전성기 자체가 차이가 한 10년 15년이 나는데지금 음원사이트 이용하는 연령대를 생각해보면 당연히 지금 음원이 장범준이 잘 되는게 당연하지그냥 시대 차이인걸 뭔 성시경이 히트곡이 없다느니 시발 웃음벨이네성시경이 먹방이나 예능 때문에 올려치기 당하는게 아니고애초에 가수로 존나게 성공한 사람이니까 먹방이든 예능이든 성공하는거라는 생각은 못하냐성시경 2집이 2002년 음반판매 10위 안에 들텐데 무슨 연간 음원순위 성적 지랄하고테이프랑 CD랑 반반 팔리던 시절 가수를 음원순위로 내려치고있네그냥 나이 어려서 그 때 시절 모르면 입이라도 다물고 있자 아는척 좆문가 빙의하지말고
285,에우로스,수선생님 엄마 앞에서 장범준 선택하면 호적 파일 듯
286,107돌한번만더,수선생님 장범준 부모님도 임영웅 찍음
287,Fda,상업적으로 장범준승괜히 여수밤바다 벚꽃엔딩 노래방에서 이런게 회자되는게아님
288,안지랑랩1등,성시경 장범준 둘다 좋아하는데개인적으로는 성시경 들어줄거 같다.장범준 노래는 좋은데 곡들이 비슷한 느낌이 많이 들어서굳이 뽑으면 성시경 뽑을듯작사 작곡은 또 장범준 이 잘하니깐누굴 뽑든 다 ㅇㅈ할듯 개취로 갈릴듯
289,이호성,"걍 대중성 : 장범준 승, 가창력 : 성시경 승, 팬덤 : 성시경 승.딱 이 정도로 정리되는거 같은데 비중치를 어디에 두냐에 따라 각자 생각이 다른건가?"
290,오호라민씨,흥행이든 작사작곡이든 장범준이 더 재능있는건 사실임. 나도 발라드를 좋아하지만 성시경은 그냥 발라드 계보를 이은거지 시대의 아이콘은 아님. 슈스케턱걸이로 올라가서 상위권 찍고 2012년 장범준이 접수했고 샴푸향할때도 다시 치고 나갔고. 성시경이랑은 기대치 자체가 다름.
291,지방,"진지 빨고 얘기하면 히트곡이나 가창력, 작곡 여부로 비교하는 건 그다지 의미가 없음결국 음악가를 평가하는 건 음반 단위의 퀄리티와 그 음반이 얼마 만큼의 영향력을 갖느냐임개인적으로 버스커버스커 1집이 아주 뛰어난 명반이라고도 생각하진 않지만 굉장히 잘 만들어진 이지 리스닝 음반이라고도 생각함파격적인 시도를 해서 새로운 장르를 열었다거나 해당 앨범이 장르의 선구자격인 것도 아니지만 엄청난 대중성을 갖는 것도 명반으로서의 자격이 있다고 생각함. 결국 이것들은 장르음악, 대중음악이라는 카테고리에 있기 때문에반면에 성시경이 그런 영향력을 가졌었나? 라고 생각하면 그 정도의 아티스트는 아니었다는 거지오히려 나는 성시경 노래를 훨씬 많이 듣고 좋아하지만 “음악가”로선 장범준이 몇 수 위라고 생각이 드네"
292,오니온,"""장범준 굴욕인데요.성 쓴 댓글들 보니까 엠팍 아재들 얼마나 시대흐름에 못따라가고 있는지.. 새삼 또 느끼고 갑니다 ㅜㅠ""짤에 있는 댓글인데 개인적으로 내가 제일 싫어하는 류의 댓글임. 그냥 사람들 취향이나 의견이 갈릴 수도 있는 건데 마치 정답은 꼭 하나여야 하고 반댓쪽은 틀렸다는 전재로 저딴 댓글 쓰는데 인터넷에서 의견 갈리는 게 당연하지. 개인적으로 난 장범준을 좋아하지만 둘다 위대한 가수들인데 위대함과 위대함을 비교하면 사랑 음악 취향에 갈리겠지 뭔 시대흐름 타령이야. 지 의견은 없고 걍 인터넷 여론만 따라가야 한다는 건가. 저런 새끼들 때문에 토론 문화가 없다고 생각함."
293,꼬카인중독자,화산귀환1 이건 개소리지 ㅋㅋ밈이 무슨 몇년을 해먹음지금 강남스타일 우리나라에서 나오긴함?벚꽃엔딩은 봄 될때마다 차트인함노래가 인기가 없으면 찾아 듣지도 않게되는데 매년 찾아듣는다는건 인기가 있다는거임
294,어웨이큰,난 성시경노래실력까지 포함해서 그냥 성시경은 발라드 황태자임장범준하면 벛꽃엔딩만 아는데 뭐가 그렇게 히트곡 많은건지도 모르겠고
295,mag1xx,닥 장범준임  ㅇㅇ 보컬로는 성시경이 위맞는데 가수 전체적으로평가하면 장범준이 위다
296,선악플러,맹모띠 장범준 1집 타이틀곡이 어려운 여자인데 나도 이건 모르는데? 버스커 1집이랑 장범준 1집이 다른데 뭔 밖을 나가
297,당기지말고미루,개인적으로 장범준 노래는 울림이 부족해
298,DNW_서울,장범준 노래 2~3개? 밖에 모르는데 인기 존나 많았구나 ㄷㄷ;;
299,범디,애초에 성시경은 벚꽃엔딩급 히트곡이 아예 없을뿐더러 벚꽃엔딩 들고올 필요도 없음 성시경은 여수밤바다랑 샴푸 선에서도 다 정리됨
300,갤럭시,벚꽃엔딩으로 컷
301,뮌헨의재능정우영,봄되면 장범준이 압살
302,가갸거겨,장범준 딩고 킬링보이스 한번 나와라
303,내가이러면어때,축구선수들끼리 비교할땐 엄근진 갑자기 철저하게 연구 & 분석하더니성시경 & 장범준 비교할땐 갑자기 라떼는 어땠네 저쨌네 이지랄 ㅋㅋㅋㅋㅋㅋㅋㅋ음원성적 개무시~해버리기
304,그아탱,음원 성적은 장범준순수 가창력은 성시경이라 생각
305,포도),성시경 노래는 듣는걸 좋아하고 장범준 노래는 부르는걸 좋아함 ㅋㅋ성시경 노래는 세사람 종종 불렀던것같다장범준은 사말어사 홍대앞건대사이 등등 메가히트곡 말고도 ㅈㄴ 많긴함
306,올드트래퍼드,발라드 탑 성시경포크 탑 장범준꿀잠자러 ㄱ
307,가람.,장범준 성시경 수준 가수면 그냥 취향차이지.
308,아들러의심리학,축구로치면 장범준은 발롱수상자인 반면에 성시경은 발롱 한번도 수상 못해본 월클급 선수인데 비교가 되나?? 아무리 꾸준하다고 해도 고점이 다른데
309,Hat-Trcik,"아넬충 장범준은 데뷔이후로 인기가 최상위아니였던적이 없음,,"
310,닉넴에시쓰냐,발라드 가수 계보 얘기할때 보통 이문세 신승훈 조성모 성시경으로 넘어가지않나? 장범준 넣는건 첨임
311,콰트로치즈파운더,30년지나고도 더 회자될 가수는 장범준같은데?
312,포틀랜드,장범준은 거의 한 시대의 아이콘 같은데 ㅋㅋ
313,피치잼,우리나라에서 가장 인기있는 장르=발라드보통 음원 점유율 50퍼대로 보고 통계마다 다르지만60퍼 찍는 자료들도 몇몇있음개인적으로는 성시경이 발라드 솔로의 계보를 잇는데에큰 역할을 한 인물이라는 생각이 들고장범준은 오디션에서의 이미지를 넘어선 아티스트로아이러니하게도 오디션프로그램의 아이콘적인 인물걍 둘이 시대가 다른 아티스트들이라고 생각함
314,바이프로스트,자기들 재미나 해괴한 논리 때문에 성시경이나 장범준이나 이상한 평가가 쌓여가는거 같네 그냥 이런 비교 자체가 우문인데 참 안타깝다
315,아오복잡한이마음,장의 스타일이 독보적이고 그 독보적인 스타일에서 유일하게 성공 했고.버스커버스커 출신 장범준이 이 정도 독보적 스타일 유지할 줄 알았냐.그룹 멤버들 버리고 통수 (적절히) 치고도 살아남을 줄 알았냐.타고난 성시경. 어떻게든 지 혼자서 올라온 장범준.통수처도 인정할 수 밖에 없음. 장범준.
316,나주니롱,"각자의 기준에 따라 다른거지 뭐 ㅋㅋㅋ 가수로서 최고의 능력을 가창력으로 꼽는 사람이면 성시경을 비교적 높게 평가할 거고 작사, 작곡, 음반 퀄리티 등 음악인으로서의 전반적인 능력치로 따지면 당연히 장범준이 우위겠지. 뭐가 어찌됐건 둘 다 정말 좋은 가수인건 맞음."
317,탠지,성시경 세대인데 닥 장범준임 미래로보면 더벌어지지
318,코어,아 그래서 장범준 멜론 명반 딱지 있냐고 ㅋㅋㅋ성시경은 있다고 ㅋㅋㅋ
319,펨코.,장범준 빠들특:물소기질 다분함 스윗한척 좆됨 여자앞에서 가오or찌질 둘중 하나 백퍼
320,냄비뚜껑,"가창력 = 성시경 승, 대중성 = 장범준 승결론은 한참 전에 나온거 같은데 의미없는 걸로 물고뜯는거 개웃기네 ㅋㅋㅋㅋㅋ"
321,에메르송,성시경 희재 너의모든순간 넌 감동이었어 두사람 세사람 내게오는길 등등 ... 진짜 ㅈㄴ 좋다 ㅠㅠ 물론 장범준도 넘 좋은데 진짜 미안하지만 20대 후반부터 손에 잘 안가더라 20대였다면 닥 장범준이였을듯 근데 지금은 성시경임.. 그때 당시 평이 박했더라도..
322,산드로또날리,100년 후에도 벚꽃엔딩은 봄마다 들릴듯.성시경? 글쎄... 난 그런 그림이 안그려지네.
323,아르센아르센,장범준 승 ㅇㅈ인데성시경 노래들 너무 좋음잊혀지는 것들에 대하여 최애곡
324,선플러,가창력 성시경영향력 장범준끝
325,리버티프라임,난 성시경이 더 잘부른다고 봄내가 좋아하는 음색이라근데 세대에 걸쳐 장기적으로 남을 노래는 장범준이라 생각함
326,Roma3,장범준 승
327,르2018,히트곡은 장범준인데 대표가수로 치면 성시경 아니냐? 가수로만 보면 성시경 같은데?
328,모닝썬,음악인으로써의 능력은 장범준이 앞서고보컬로만 따지면 성시경이 압승이지
329,부스코판,STAYC수민 누가 우위던 관심없는데 장범준도 시대 원탑은 턱도 없음
330,R.루카쿠,골키퍼vs수비수 누가 더 축구 잘하냐 묻는거처럼 비교되는 기준부터가 다른 가수를 비교하는거 같음개인적으로 장범준은 김동률 권정열 양다일 같은 선상에서 goat같고 성시경은 김나박이 바로 아래급인 느낌
331,냉정한사나이,실적이 장범준이 더 높은건 확실한데 ㅋㅋㅋ 나는 둘이합쳐서 한곡만 꼽으라면  거리에서 1초만에 뽑는다
332,펨코는에펨사이트,장범준 그냥 자가복제만 계속 하잖아
333,호리땅,실력으로 따지는거임 아니면 그냥 가수로써 임팩트를 따지는거임 임팩트는 그냥 무조건 장범준인데
334,멀린호,장범준 평가가 엄청좋은데 그러면 궁금한게 2010년대에 장범준을 이길 남자가수가 있음? 없다면 2000년대까지 끌고와도 없음? 순수하게 장범준이 어느가수까지 이길지 궁금
335,살기좋앙,성시경노래는 듣고 지린적있는데 장범준노래는 그런적은 없었음 물론 좋은노래가 엄청많기도하고 여수밤바다로 대단한 현상도 만들었지만 나한테 성시경이 위인듯
336,라면국물,와 댓글봐 ㅋㅋ 나도 노래부르는 건 성시경이지만 가수로서의 성과는 장범준에 한표
337,사이키쿠스오재난,어르신은 장범준 비선호 하시는분 많더라. 자가복제 느낌에 흐어어만 한다고
338,벌레린,벚꽃엔딩 하나로 상징성 끝나긴 함ㅋㅋ
339,@chelsea,가창력 성시경 승나머지 장범준 승
340,야채샐러드,난 성시경이라 생각했는데 장범준이 압승이구먼?
341,로제국밥,호나나나나나 장범준 4개성시경 0개... 가끔씩 듣기는 하는데 플리에는 없음
