,ID,comments
342,하위버뤼,장범준은 롤하다 안되서 실버판테온 써서 불러도 차트인 시키는데ㅋㅋㅋ발라더랑 싱어송라이터랑 붙이는건 오히려 성시경한테 너무하다고 생각함.성시경이 발라더로 goat건 아니건 간에 음악 업계에서 애초에 발라더보다 싱어송라이터가 더 상위리거라고 생각함.
343,function,"실력은 성시경, 작곡은 장범준 아닌가?"
344,만골드차이를역전,30대 중후반 틀딱인데 성시경 노래나.장범준 노래나 둘다 내 취향은 아니라 잘.안듣는데 지니 리스트 자동 재생 틀어놓고 성시경꺼 나오면 듣고 장범준꺼는  나오면 한곡 빼고는  걍 넘김특히 벚꽃연금이랑 여수밤낚시는 바로 넘김잠이 오질 않네요는 좋음
345,지금이행복한거임,장범준 음역대 ㅈ박았는데 당연히 성시경이지
346,natrol,대중가수는 실적으로 판단해야한다 생각함.벚꽃엔딩 하나만으로도 장이 압살
347,될놈,노래는 성시경 음원은 장범준
348,안녕클레오파,장범준 세대는 성시경이라고 하고 성시경 세대는 장범준이라고 하네
349,띨랑,제일 간단히 정리하자면 고점으로 보면 장범준이고 상위티어에서 롱런하는건 성시경인듯 개인적인 생각임
350,홀킹,나 알람도 장범준 해놓을정도로 매일 듣는데누구승 떠나사 성시경 ㅈㄴ 내려치는 댓글들 좀 어이없긴하다 ㅋㅋㅋㅋ
351,샤이릴리,성시경이냐 장범준이냐 나뉠순 있어도 무슨 성시경이 장범준에 비해 저 아래급 가수인양 말하는 애들이 있다는게 신기하네 ㅋㅋ
352,멈게는싯가,장범준이지 억울한시경이형은 앨범내서 증명할것.제발 부업좀 ㅠ
353,쿵쾅쿵쾅두구둥,서머스비러버 이 댓글보고 더 확신했다 닥 장범준
354,로악귀주거주거,난 당연히 성시경인줄알았는데 의외로 장범준픽이 더 많구나
355,공익하는곡괭이,동탕 버즈랑 장범준은 장범준이 너무 압도적이라 재미없지
356,벤치신세,와 난 내손으로 장범준 노래 찾아 들어본적이 한번도 없어서 그런가장범준픽이 많은게 존나 신기하네내 주변에서도 장범준은 호불호 존나 심하게 갈리던데
357,연봉1억,성시경이랑 장범준은 알까 이렇게 토론하고 싸우고있다는걸
358,XTC-4,뭔 장범준이여; 장범준도 버스커버스커로 낸 음악들빼고는 개인음반은 거의 묻혔는데;성시경 8집 한번 묻혔나고 난리를 치네 애초에 정규8집 낸 가수랑 사이즈가 비교가되냐;
359,장도리,한시대를 풍미했던 발라드 가수이자 세계최고의 댄스가수 성시경을 장범준과 비교하다니
360,T1V4,난 롤대남이니까 장범준할래 실버판테온
361,어니스트헤밍웨이,"취향의 영역일 것도 없는 게음악성적 장범준 [승]가창력 개취 둘 다 개성있음 [무]작곡능력 장범준 [승]2승 1무 장범준 압승이게 무슨 비교거리가 된다고 댓글이 3,000개씩이나 되냐"
362,LV1고양이,댓글 읽어보니 납득 가는 내용도 많지만 난 개인적으로 처음부터 계속 성시경이라고 생각함.....그렇다고 장범준이 못하다는 게 아님 장범준도 빅히트 친 가수맞음 둘 다 고유의 음색이 있어서 누가 낫다 비교 하는 것 자체가 어불성설인 점도 있다고 봄 방금 든 생각인데 성시경은 아직 아날로그 감성이 남아있던 00년대에 활발히 활동했던 가수이고 장범준은 본격적인 스마트폰과 동시에 디지털시대로 급속히 바뀌어가던 10년대 초반부터 활동을 했던 가수잖아? 난 아날로그적인 느낌을 더 좋아하는 편이라 성시경에 손을 들어주고 싶음
363,Djxnxkdk,장범준이지 대중음악에 끼친 영향력하면 장범준을 이길가수 몇 없을텐데.. 성시경은 엔터테이너 느낌이고
364,DankeJK,근데 소위말하는 김나박이도 가수로써 위상 비교하면 장범준이 이김??
365,Cupinn,성시경은 발라드 계보를 잇는 사람들 중 한명인데 장범준은 그 자체로 한 시대의 아이콘 중 한명임
366,우리는,근데 장범준 존나 내는거마다 히트친다길래 찾아보니까 가온차트 스트리밍에서 볼사가 압살하네장범준 1집2집도 다 흥하지않았나
367,헬반도,노래실력 - 성가수로써의 업적 - 장종합적으로 장범준 승
368,Chorock2,근데 베댓에 00년생이후들이 성시경 고평가하는거는 성시경 활동 활발할때 성적을 직접 보지 못함 + 유튜브에서 성시경 노래 알고리즘 개많이 뜸 + 노래방 순위권 등등 여러가지 요인 합쳐진 것 같음 성시경 노래들 중에 당시 발매되었을 때는 별로 인기 없다가 지금 다시 많이 듣는 것들 많음킬링보이스 조회수나 아는형님 나와서 노래부른거 클립들만 봐도 성시경은 자기노래 안불러도 조회수 엄청난데 장범준은 예전 슈스케 시절이나 벛꽃엔딩 아니면 요즘에는 그닥 조회수가 높지는 않은거 보면 가수로서의 가창력(음색)은 성시경이 더 낫고 곡 작곡능력은 음반 성적 생각하면 장범준이 위인듯
369,재인재명재석,애초에 장범준은 발라더가 아니구만 성시경이랑 붙혀놔서 뭐함 ㅋㅋ음원실적으로만 평가하면 장범준 승이지
370,애쉬크로프트,둘다 내 최애 가수고 살면서 콘서트 가본적 없는데 딱 성시경 장범준만 가보고싶다 했는데 둘이 비교되고있으니 신기하네 ㅋㅋ
371,다니엘카르바할,XTC-4 흩날리는 꽃들속에서~ 이 노래랑 여수밤바다도 안 들어봄?당연히 장범준이 압도적으로 노래 더 흥행했는데 ㅋㅋ
372,맥심화이트골드,가창력은 성시경이고 다른부분은 장범준이고
373,CMPunk,"대구은행 성시경 장범준 둘 다 안듣는데성시경 미소천사, 두사람 이라는 제목 생전 처음 들어봤음"
374,충성,장범준은 싱어송라이터는 맞는데 보컬로서의 입지가 조금 부족하지 않나.. 갠적으로 가창력이 너무 아쉬운데
375,두뇌테스트,나도 가수 전체적인 평가로는 장범준이라고 봄.성시경은 예능 나오기 전이나 초엔 안 듣거나 싫어하는 사람도 꽤 많이 보였는데장범준은 1등도 많이 찍고 그냥 트랜드 였으니
376,대체닉넴뭘로해,엥? 장범준이 한시대의 아이콘정도야? 난 왜 벚꽃엔딩말고는 모르겠지ㅠ
377,Kazima,가수가 근데 노래부터 잘해야지... 아티스트적 싱어 송라이터의 능력까지보면 장범준인데 가수는 일단 노래를 잘해야된다고봄
378,썸머드림,장범준은 매년 봄 되면 그냥 신이야
379,정아인,커리어는 장범준이 훨씬 위임ㅋ
380,감스트,XTC-4 히트곡으로 치면 성시경이 무조건 불리함. 벚꽃엔딩 여수밤바다 노래방에서 흔꽃샴 등등 vs 거리에서 넌 감동이었어 내게오는 길 희재 너의모든순간 등등 어떻게 이길려고..?
381,모로코멸치공익,보컬 능력은 성시경이 압살인데 그시절에 성시경이 한번도 압도적이었던적은 없어서 장범준 택할듯히트친 노래 세곡만 뽑아도 벚꽃엔딩 여수밤바다 흔들리는 꽃들속에서 네 샴푸향이 느껴진거야 바로 바로 메가 히트곡 떠오르는데성시경은 거리에서 빼곤 2곡 정하기도 애매한듯 내취향으로 골라야 내게오는길 너의모든순간 두사람 세곡중에 택할듯
382,슈슈파가아,Djxnxkdk 10년대 스트리밍 1위인건 벚꽃엔딩 맞음 가수로는 아이유고
383,호호하하히헤,그냥 성시경을 윗등급 취급하면서 옛날가수를 자기는 알고있다는 노래지식 자랑할라고 성시경 뽑는거임 장범준은 현재진행형이라 어느급인지 누구나 잘알기때문에 자기 지식 자랑할려는애들이 성시경뽑음
384,살코.,고점은 장범준이 더 높음
385,닉언급밴이요,여기 댓글에 적혀있는 가수보다 장범준이 나중에 평가가 더 좋을거같음ㅋㅋㅋ벚꽃엔딩 말고도 여수 도시하나를 활성화시킴
386,파티피플공명,포텐 두개 댓글수봐 ㅋㅋㅋㅋㅋ저쪽 포텐글서는 성시경 우위인데  여기서는 아닌데 장범준이 이래서 이기는데 하니까 또 여론 뒤집히고그냥 웃기네 ㅋㅋㅋ
387,유도리있게,웜뱃 난 반대인데 장범준이 해주는 커버들은 본인에 맞게 편곡까지 해서 부르는데이게 기가 막히거든 3년 전에 유툽 막 시작하면서 커버곡 여러곡 했었는데나 아직도 종종 들음
388,따라와신,개닥장범준인데
389,베일의골프교실,닥 장범준
390,펩시중독자,가수로서 성시경아티스트로선 장범준이라고 생각함
391,건전한에펨닉네임,장범준은 노래를 잘한다는 느낌은 없는데 작곡 실력이 사기같음. 거기다 갈수록 더 좋아지는 느낌 ㅋㅋ 성시경이 보컬 실력으로는 압살인데 장범준은 나중에 좀 과장해서 김광석처럼 되어있을지도 모르겠음
392,행운이란,건전한에펨닉네임 나도 이 생각 했었음 우리세대 김광석은 장범준이라고
393,헤이즐넛신,"장, 성 불타는 이유는 가수로 서로 비슷한급이라 그런거멜론 주간 1위 횟수  장범준 3주, 성시경2주콘서트 성시경 체조경기장(8~9천정도)에서 했었음, 장범준 핸드볼경기장(4-5천석정도)멜론 감상자수 400만명 이상 노래 성시경 7곡, 장범준4곡 장범준이 10년대 앨범마다 대히트를 쳤고 히트곡이 성시경보다 많다? 틀림성시경이 노래 더 잘부른다? 가창력은 지극히 주관적인 영역이라 듣는 대중들이 잘 들으면 그게 곧 가창력이라고 할수 있음 가창력 비교는 의미없다고 봄가창력비교 빼도 성시경과 장범준은 비슷한급"
394,티모소령(진),내 경험상활동시기가 다르니 시대로 비교하는건 좀 그렇고대신 장범준은 여자들보다 남자들이 좋아함그럼에도 장 > 성인 이유는장범준은 노래를 ㅈㄴ 잘뽑음히트곡도 ㅈㄴ많은데 + 본인 작가작곡도 ㅈㄴ많음성보다 노래 잘하는사람도 많고 단순 가창만 놓고보면이제 AI가 찜쪄먹음. 그림쟁이들 다 나락간거 보면 앎안그래도 죽은사람 예토전생 시켜서 노래부르게 하는데AI가 대체하기 힘든게 창작부분이라..성시경이 옛날가수라 잘 모른다고?이미 죽고 더 옛날가수인 김광석 노래는 엄청 잘 앎리메이크가 많이되서도 그렇지만 노래자체도 ㅈㄴ좋음
395,1나2틀4흘,무조건 장범준이지
396,Intellij,대중성은 장범준 미만잡임 남자중에선 원탑급? 여자는 아이유 바로 밑정도일듯
397,다듕바리,참 어디에 기준을 두느냐 그리고 취향에 따라 갈릴 요소가 많을듯 ㅇㅇ 개인적으로 가수로서는 성시경을 더 우위로 치고 싶지만 평생 한 가수의 노래만 들어야한다? 라면 장범준일 듯..
398,울포든,장범준 저평가 ㅈ대네
399,달콤한베지밀,소러울 난 00년생인데 여자애들은 장범준 존나 좋아하던데. 결혼도 잘했다고 생각하는지 이미지도 엄청 좋음.나보다 나이 많은 여자들은 모르겠다.
400,미니빈2000,야 댓글 77페이지ㅋㅋㅋ그냥 부인이 이쁜 장범준 승 하자
401,에로스,애초에 히트곡으로 따지면 장범준 씹압승보컬은 성시경 개씨발압승이지.가치를 어디에 두느냐에 따라 사람마다 평가가 다를듯
402,에펨처녀,난 장범준
403,지현유치원,장범준에 한표 성시경이 제일 고점 높았을때가 01~02인데 장범준 최고점이랑은 비교가 안됨
404,muatau91,펨코 특) 빅뱅 성시경 버즈 등등 자기들 세대 가수만 존나 올려치기함ㅋㅋㅋㅋ 현실은 히트곡 차트 앨범판매 등 객관적인 지표 장범준이 압도하쥬?ㅋㅋㅋ게다가 직접 작사작곡?? 이거 못막습니다 ㄷㄷㄷㄷ
405,기술보증기금,muatau91 성시경 우리세대라기엔 좀 윗대임ㅋㅋㅋㅋㅋ 슈스케 한참 보던 세대거나 그 아래라 오히려 장범준이가까움ㅋㅋㅋ
406,프리드리히니체,백수아다다 솔직히 싸는노래는 장범준이 더 많지
407,아기무리뉴,장범준 승
408,프사기멈춰,댓글 이렇게 많은거 첨본다ㅋㅋㅋ난 장범준에 한표
409,라그날디뇨,장범준은 지나고 평가하면 김광석처럼한시절을 대표하는 임팩트지현역이고 젊어서 저평가 오지게 당하는 부분이큼
410,민준,장범준 압승 ㅇㅇ
411,잉여킹11,장범준 압승
412,일회용카메라,전승우승가능 그럴거면 김나박이도 장범준밑아닌가
413,테슬라10주,장범준 압승이란다 ㅋㅋㅋㅋ 장범준팬인거지 냉정하게 말을해야지 ㅋㅋ압승 이지랄 ㅋㅋ
414,얼린사이다,성시경이 노래는 진짜 잘하는데 뭐 역사시간처럼 대한민국 대중가요 시대별 대표하는 가수를 줄세운다치면 절대 못들어갈듯장범준은 무조건 들어가고
415,성골,대체닉넴뭘로해 아니 그건 아닌거 같어...봄 노래하면 장범준 노래 떠오르는데 니가 말한 것들은 안 떠오름....
416,사노히나코,노래실력 음색  성시경 압승 장범준 기타 + 흐어어~~ 원툴
417,주식선생님,미소천사 이기면 장범준못이기면 성시경장범준도 댄스곡 하나내서 증명하자
418,kukutata,그냥 장범준이 인기는 더 많은거같긴한데 노래는 10번도 안들은거 같음;;근데 성시경 노래는 꽤나 많이 들음 가을~겨울에는 매년 즐겨들으니
419,시싯골,"2000년대 교복을 입었다면 성식이형이지 ㅋㅋㅋ신승훈과 이승환노래로 큰누님들 꼬셨다면 성식이로또래들 다 후림가능 ㅎㅎ 범준이가 돈을 더 많이벌고잘벌고 있다지만 후벼파기좋은건 성식이노래 ㅎㅎ국화꽃향기 , 선인장으로 3.5톤 윙바디만큼 채웠다"
420,코나테,장범준이 시대를 대표할 곡이 너무 많지둘중에 누구의 목소리를 갖고싶냐 하면 성시경이긴함
421,도지,장범준
422,백승수,내가 여자면 성시경근데 남자라서 장범준
423,자이게클릭이야,보컬이랑 싱어송라이터를 왜비교해 ㅋㅋㅋ 성시경 장점은 음색이고 장범준은 작곡인데
424,고타마싯다르타,"성시경 vs 장범준 누가 먼저 언급한지는 모르겠지만, 성공했네 ㅋㅋㅋ"
425,알리아95,이정도면 취향차이아닌가ㅋㅋ 누가더 훌륭한 가수인지는 모르겠지만 30대남자인데 장범준 노래들이 취향에 맞아서인지 훨씬 익숙하고 즐겨들었음
426,하쿠토만나나,장범준은 임팩트는 더 말할것도 없고성시경은 예능과 음색으로 꾸준히 네임밸류 쌓은 느낌
427,잼민이1,안죽는다니까 꿀리지.. 벚꽃엔딩 하나로 정리되는 수준이고 나머지 하나씩 대입하면 더 처참할걸
428,잉포좀따서갚을게,확실한건 성시경이 장범준보다 술 더 잘 먹음
429,루이사오토메,장범준노래들을때마다 장송곡느낌나서 별로던데 ㅋㅋ 난 성시경
430,루디나,내가 표현하고 싶은 느낌의 끝 : 성시경내가 표현할 수 있는 노래의 끝 : 장범준
431,FPGA,장범준이 성시경에 비해서 노래를 못해서 그런 것도 있는듯..장범준은 노래스타일도 다 비슷해서 좀 질림.둘 콘서트 한다면 성시경 콘서트 갈듯..
432,문유현,기량을 떠나서 장범준이 킬링보이스 나오면 성시경의 킬링보이스 조회수 3800만 명은 못찍을거같음 ㅋㅋㅋㅋㅋ
433,양도윤,성시경 노래는 계속 들어도 장범준 노래는 안들음. 다 비슷해서. 그리고 장범준이 전성기로 체감이 높은건 예전보다 오디션이니 유튭 등 매체의 발달 영향도 ㅈㄴ 크다고 봄. 시절보정도 감안해야지.
434,Kaka#22,장범준 내려치기 해도해도 너무하네ㅋㅋ
435,gougou,fishbone 젤리피쉬인가 거기 있을때 소속 연예인들 모아서 크리스마스 앨범 낸거 박효신도 있었음크리스마스 시즌되면 벚꽃엔딩만큼은 아니어도 매년 역주행함이 노래 나름 대박 쳐서 다음해에도 크리스마스 앨범 냈는데 그건 망했을걸?
436,총알넣고탕탕탕,벚꽃엔딩 /고백 /왜 /추적이는 여름비가되어/ 노래방에서 /잠이오질않네요/ 흔들리는 꽃들 속에서 네샴푸향 다 너무 좋음
437,llowuqn,히트곡 고점이랑 개수도 있는데성시경은 대부분 윤종신 김형석한테 받아서 불렀고장범준은 본인이 거진 다 작사작곡했다는 데에서 차이가 매우 큼
438,4613378,뒷세대라고 장범준을 너무 후려치네 ㅋㅋ둘이 동시대였으면 성시경 갖다대면 ㅈㄴ 쳐맞았을텐데
439,라이트한축구팬,4613378 장르적 차이가 좀 있긴해 축구로 따지면 장범준은 알베스 람 마르셀루같은 풀백 탑인데 성시경은 발라드쪽에선 이과인정도인데 레비 수지 벤제마 즐라탄같은 더한 괴물들이 있는거지ㅋ
440,릴리트,병신들 당연히 장범준이지 깨시민인척 오지네 ㅋㅋㅋ
441,radfkjas,성시경하고 장범준하고 가창력 차이가 너무 넘사고 장범준이 벚꽃연금이 있는데데뷔년도만 10년차이인데 정작 멜론에서도 성시경이 안 꿀리는데?애초에 같은시대도 아니고 영역도 다른데 끌고와서 줄세우기는 좀 너무한거 아닌가?  중학교시절 잭스키스 hot멤버 숫자도 모를만큼티비도 안보고 알못인데 나이가 많아 그런가성시경 미소천사 희재 넌 감동이었어 거리에서 차마 외 몇곡은 아는데 장범준은 벚꽃연금 밖에 모름 그냥 이건 세대차이도 있어서 애매한거같음
442,해냈구나구루자,성시경 이윽고 들으면 와시발 소리나오지만장범준 벚꽃엔딩 흔꽃샴 들어도 와시발소리까진 안나옴
443,최시은,노알못성시경 몇몇 노래 완전 듣기 좋음장범준 많은 노래 듣기 좋음
444,EIIE,가창력은 성이 위지만 후대에 기억되는건 장범준이라는건 공감불가 장범준이 우리가 가지는 생각보다 어떻게보면 위상이나 평가가 다를 수 있을 수도 있다고 보지만 성이 밀린다는건 좀 멜론같은거 따지는건 마치 버즈랑 잔나비랑 비교하는꼴 아닌가
445,호사카Yuji,장범준 노래 메들리로 연결해서 들으면 언제 노래가 바뀐지 알아차릴 수 없고 제목 못맞춤 ㅇㅈ?
446,내가하면로맨스,벚꽃엔딩이 사기긴해
447,닭고기스프,ㅋㅋ별걸 다 가지고 싸우네 개취가지고난 저음 노래를 너무 싫어해서 장범준 노래 좋은건 알지만 음이나 목소리가 내 취향이 아닌데 나같은 놈들도 있는 거지 뭐
448,eqwjueqw,보컬실력으로는 100대0수준 아닌가? 장범준은 그냥 취향하나로 듣는거같은대
