ID,comments
선악플러,맹모띠 장범준 1집 타이틀곡이 어려운 여자인데 나도 이건 모르는데? 버스커 1집이랑 장범준 1집이 다른데 뭔 밖을 나가
멍청이바로너,아이유랑 쌈 성립되는게 장범준인데
나는착한사람,멍청이바로너 아이유가 아무리 잘 친다지만 장범준도 남자다... 그러지 마라
하츠투,그럼박효신 vs 장범준은?
당기지말고미루,개인적으로 장범준 노래는 울림이 부족해
DNW_서울,장범준 노래 2~3개? 밖에 모르는데 인기 존나 많았구나 ㄷㄷ;;
화산귀환1,"DNW_서울 딱 3개임흔들리는 꽃들속 ,여수밤바다, 벚꽃엔딩"
다두다아라,대중가수로서는 닥 장범준이지 ㅋㅋㅋㅋㅋ
갤럭시,벚꽃엔딩으로 컷
뮌헨의재능정우영,봄되면 장범준이 압살
가갸거겨,장범준 딩고 킬링보이스 한번 나와라
26178e8r,자시안 대중성은 장범준이 위라고 해도되지 걍 보컬vs싱어송라이터 이라서 비교하는게 억지임
9.3.0521,자시안 그렇다고 할듯얘네는 말하는거보면 장범준이 아이유급임
mag1xx,로컬푸드 ㄹㅇ 애초에 일본도아니고 한국에선밴드장르 음악들이 비주류일뿐더러 장범준은 홍보도잘안하고 음원으로만 승부함
미스즈,갤럭시 그거 니가 장범준빠라서. ㄲㅈ
암기,김종국 장범준 하면은 누가위임?
쿠루루쿠루루쿠,암기 터보시절까지 합하면 장범준이 못 이김
8도,Aaol 애매할땐 실적봐야하는데 실적이 장범준이 엄청나서
Aaol,8도 근데 댓글들 보면 김나박이나 임재범 얘기 나오는데 난 장범준이 쟤들보다 위라는 데에는 또 공감 못 하겠음. 그 애매함이라는 것도 귀에 걸면 귀걸이 코에 걸면 코걸이 아닌가 싶고
충훈부,아넬충 그거 자체가 그냥 평정못한거나 다름 없다고 인정하는거지 뭐.. 서태지 김건모 나얼 이런 사람들은 그런 시대에 새로운 패러다임으로 휩쓸었는디 장범준도 아이돌 시대에 통기타들고 다시 연거잖아
Hat-Trcik,"아넬충 장범준은 데뷔이후로 인기가 최상위아니였던적이 없음,,"
콰트로치즈파운더,30년지나고도 더 회자될 가수는 장범준같은데?
포틀랜드,장범준은 거의 한 시대의 아이콘 같은데 ㅋㅋ
아오복잡한이마음,ㅈㅅㅎ 몰랐음요. 장범준이 난 인물이긴 하죠.
달팽이버섯,이게 논쟁이 되는게 장범준이 실적에 비해 노래실력이 별로라 그런거임 근데 가수 줄세우기 논쟁에서 노래실력을 또 뺄수는 없자나? 장범준이 노래까지 되면 닥범준이지
789456,코어 장범준 멜론 대상 아닌가?
펨코.,장범준 빠들특:물소기질 다분함 스윗한척 좆됨 여자앞에서 가오or찌질 둘중 하나 백퍼
호나나나나나,서머스비러버 당장 지금 차트논리면 조용필도 장범준한테 안되겠네
서머스비러버,"내삶의반다이크 너는 내게 봄이다 넣고 노래방에서, 처음엔 사랑이란게 빼는거 존나추한디...ㅋㅋㅋㅋㅋ너는 내게 봄이다는 꽃송이가 선에서도 정리될거같은뎈ㅋㅋ"
산드로또날리,"동탕 먼 다른 잡소리 자꾸 까는지 모르겠는데벚꽃엔딩 들리면 아 봄이구나 싶고봄이 오면 아 벚꽃엔딩 들리겠네 싶은이런게 1이라도 되냐 너의 모든 순간 이 노래가???BTS가 아무리 날아다녀도 100년뒤에 머라이어캐리 캐롤이 남을 가능성이 높을까 버터, 다이나마이트 이런게 남을 가능성이 높을까?"
낚시왕,나만 장범준 노래 많이 모르냐? 히트곡 많다길래 검색해봤는데 첨보는 제목 엄청 많네 노래 자주 듣는 편인데
Roma3,장범준 승
부스코판,STAYC수민 누가 우위던 관심없는데 장범준도 시대 원탑은 턱도 없음
모닝썬,맹모띠 보컬로만 따지면 장범준레벨에서 장범준보다 못한가수 찾기가 더 힘들지 사실
냉정한사나이,전승우승가능 10년대 1위 노래면 님은 10년대 노래중에서 벚꽃엔딩 젤 좋아하심?
펨코는에펨사이트,장범준 그냥 자가복제만 계속 하잖아
호리땅,실력으로 따지는거임 아니면 그냥 가수로써 임팩트를 따지는거임 임팩트는 그냥 무조건 장범준인데
멀린호,장범준 평가가 엄청좋은데 그러면 궁금한게 2010년대에 장범준을 이길 남자가수가 있음? 없다면 2000년대까지 끌고와도 없음? 순수하게 장범준이 어느가수까지 이길지 궁금
Yawah,10~20년뒤 누가 더 높은 평가를 받을거 같냐고물어본다면 장범준일 가능성이 더 큰듯.산이가 랩 잘한다고 해서 래퍼로써 높은 평가를받는건 아니듯이.
사이키쿠스오재난,어르신은 장범준 비선호 하시는분 많더라. 자가복제 느낌에 흐어어만 한다고
엠맥,ㄱㄱㄱㄱ12 장범준이 거물급이니까 ㅋㅋㅋㅋ
벌레린,벚꽃엔딩 하나로 상징성 끝나긴 함ㅋㅋ
무뉴뉴,그래서 장범준이랑 이찬혁 누가 더 천재임?
natrol,대중가수는 실적으로 판단해야한다 생각함.벚꽃엔딩 하나만으로도 장이 압살
시루몬,장범준은 오히려 지금 저평가임 딱 10년만지나도레전드로 기억될듯
Vousme,키코코스타디노브 토토가처럼 그 시대 가수들 다 모아놓고 엔딩가능 장범준? 김건모는 가능인데
오호라민씨,멀린호 Gd가 인기있어도 12년 장범준 만큼은 아닌데. 차라리 08~09 면 빅뱅전성기+지디솔로. 그 이전은 04~06 버즈 sg워너비아이유도10년부터 대박쳤고 꾸준하니까 인정이고.근데 그때도 여자가수는 소시나 브아걸 티아라등 치고 나올때도 있었음.
천하제일인,클라우드22 나는 그 대중가수도 뮤지션이니 비교를 할거면 차트성적으로 보면 안되고 음악적 영향력으로 봐야한다 생각함 어느 평론지에서도 누가 차트를 몇번 먹었으니 뛰어나다 이렇게 평가하지 않고칸예도 최고의 힙합앨범이라는 mbdtf 만들 때 프로듀서만 수십명 끼고 만들었는데 단순 랩싸개라고 생각하는 사람은 없잖음그래서 버스커버스커 1집은 근대 한국 락씬 최고의 앨범 중 하나로 불렸으니 장범준 승이라고 생각함
쿵쾅쿵쾅두구둥,서머스비러버 이 댓글보고 더 확신했다 닥 장범준
STAYC수민,Vousme 벚꽃 제외하고도 장범준 압승인데 뭔 벚꽃 원툴 가수로 만들어버리네
공익하는곡괭이,동탕 버즈랑 장범준은 장범준이 너무 압도적이라 재미없지
m-flo,"0나니 장범준 개인 앨범만 해도 주간차트 1위는 밥먹듯이 하고, 노래방에서는 연간 17위한 메가히트곡인데... 그리고 앨범 하나만 역대급이라 평가 절하할거면 유재하도 앨범 하나만 명반인 별거 아닌 양반이지. 개인 최고 히트 엘범을 왜 커리어 비교하는데 빼놓음? ㅋㅋ"
웜뱃,갤럭시 난 갠적으로 장범준 방송재능 없어보임 유튜브면 자기판이니까 그러려니하는데 슈돌때는 좀 그랬다
벤치신세,와 난 내손으로 장범준 노래 찾아 들어본적이 한번도 없어서 그런가장범준픽이 많은게 존나 신기하네내 주변에서도 장범준은 호불호 존나 심하게 갈리던데
요즘너무행복,"XTC-4 서로 내려칠건없지 장범준도 그 이후로 잠이오질않네요,흔꽃샴 등 1위 찍고 bts도 땃는데 단순히 저평가하기도 힘듬"
T1V4,난 롤대남이니까 장범준할래 실버판테온
어니스트헤밍웨이,"취향의 영역일 것도 없는 게음악성적 장범준 [승]가창력 개취 둘 다 개성있음 [무]작곡능력 장범준 [승]2승 1무 장범준 압승이게 무슨 비교거리가 된다고 댓글이 3,000개씩이나 되냐"
건슬링어,Fkdkd 미안한데 나도 발라드가수랑 장범준은 돈주고 들으라는거 아니면 안들어니가 김경호보고 고음차력쇼 원툴 이러니 얼탱이가 없는거지
DankeJK,근데 소위말하는 김나박이도 가수로써 위상 비교하면 장범준이 이김??
우리는,근데 장범준 존나 내는거마다 히트친다길래 찾아보니까 가온차트 스트리밍에서 볼사가 압살하네장범준 1집2집도 다 흥하지않았나
Djxnxkdk,웜뱃 무슨근거로 글케 얘기하지.. 장범준 콘서트 영상만 봐도 여자가 7:3이상 비율로 훨씬많음ㅋㅋ
헬반도,노래실력 - 성가수로써의 업적 - 장종합적으로 장범준 승
XTC-4,전승우승가능 그러니까 버스커버스커때 고점은 인정한다고 근데 그뒤로는 솔직히 존재감 없잖아수상내역보니까 솔로 나오고서는 뭐 없구만; 왜이렇게 올려치는거지
다니엘카르바할,XTC-4 흩날리는 꽃들속에서~ 이 노래랑 여수밤바다도 안 들어봄?당연히 장범준이 압도적으로 노래 더 흥행했는데 ㅋㅋ
로맨스의왕,XTC-4 ?? 벚꽃엔딩 하나만봐도 원탑이지. 뭘 가져와야 원탑임?
스테판커리30,갤럭시 창모부터는 안봐서요ㅋㅋ 제가 드리고싶은 이야긴 그래도 나름 꾸준히 회자되는 43세먹은 인기가수인데 전성기 구사 중인 장범준이랑붙으면서 뚜까 맞길래ㅋㅋ
충성,장범준은 싱어송라이터는 맞는데 보컬로서의 입지가 조금 부족하지 않나.. 갠적으로 가창력이 너무 아쉬운데
대체닉넴뭘로해,엥? 장범준이 한시대의 아이콘정도야? 난 왜 벚꽃엔딩말고는 모르겠지ㅠ
ㄴ망구첼ㄱ,대체닉넴뭘로해 어디 뭐 골방에서 삶??? 장범준 슈스케 끝나고 버스커버스커 노래나왔을때랑 봄만 되면 거리 어디든 벚꽃엔딩나오고 그러는데
Kazima,가수가 근데 노래부터 잘해야지... 아티스트적 싱어 송라이터의 능력까지보면 장범준인데 가수는 일단 노래를 잘해야된다고봄
썸머드림,장범준은 매년 봄 되면 그냥 신이야
정아인,커리어는 장범준이 훨씬 위임ㅋ
감스트,그남자그여자 벚꽃엔딩 여수밤바다를 어떻게 이김. 히트곡 지표료는 못 이김.
파래빵,수선생님 버스커 1집이 너무 파급력이 세서 오히려 버스커 2집 포함 다른 앨범들 평가절하 당하는 감이 있음
슈슈파가아,Djxnxkdk 10년대 스트리밍 1위인건 벚꽃엔딩 맞음 가수로는 아이유고
살코.,고점은 장범준이 더 높음
스코어,XTC-4 뭘 내려쳐 최고앨범라인에 못끼면 내려치는거임? 그동안 인터넷에서 10년대 원탑앨범으로 싸우면 버스커버스커나 힙합쪽이나 빅뱅 fx로 싸우지 싸이 6집은 언급없는게 현실임
닉언급밴이요,여기 댓글에 적혀있는 가수보다 장범준이 나중에 평가가 더 좋을거같음ㅋㅋㅋ벚꽃엔딩 말고도 여수 도시하나를 활성화시킴
유도리있게,웜뱃 난 반대인데 장범준이 해주는 커버들은 본인에 맞게 편곡까지 해서 부르는데이게 기가 막히거든 3년 전에 유툽 막 시작하면서 커버곡 여러곡 했었는데나 아직도 종종 들음
따라와신,개닥장범준인데
베일의골프교실,닥 장범준
행운이란,건전한에펨닉네임 나도 이 생각 했었음 우리세대 김광석은 장범준이라고
1나2틀4흘,무조건 장범준이지
Intellij,대중성은 장범준 미만잡임 남자중에선 원탑급? 여자는 아이유 바로 밑정도일듯
울포든,장범준 저평가 ㅈ대네
달콤한베지밀,소러울 난 00년생인데 여자애들은 장범준 존나 좋아하던데. 결혼도 잘했다고 생각하는지 이미지도 엄청 좋음.나보다 나이 많은 여자들은 모르겠다.
미니빈2000,야 댓글 77페이지ㅋㅋㅋ그냥 부인이 이쁜 장범준 승 하자
에펨처녀,난 장범준
그남자그여자,muatau91 장범준도 우리세댄데?
감홍난자,백수아다다 버스커버스커는 기타만 쳐도 쌈
프리드리히니체,백수아다다 솔직히 싸는노래는 장범준이 더 많지
아기무리뉴,장범준 승
프사기멈춰,댓글 이렇게 많은거 첨본다ㅋㅋㅋ난 장범준에 한표
라그날디뇨,장범준은 지나고 평가하면 김광석처럼한시절을 대표하는 임팩트지현역이고 젊어서 저평가 오지게 당하는 부분이큼
민준,장범준 압승 ㅇㅇ
잉여킹11,장범준 압승
일회용카메라,전승우승가능 그럴거면 김나박이도 장범준밑아닌가
테슬라10주,장범준 압승이란다 ㅋㅋㅋㅋ 장범준팬인거지 냉정하게 말을해야지 ㅋㅋ압승 이지랄 ㅋㅋ
성골,대체닉넴뭘로해 아니 그건 아닌거 같어...봄 노래하면 장범준 노래 떠오르는데 니가 말한 것들은 안 떠오름....
도지,장범준
알리아95,이정도면 취향차이아닌가ㅋㅋ 누가더 훌륭한 가수인지는 모르겠지만 30대남자인데 장범준 노래들이 취향에 맞아서인지 훨씬 익숙하고 즐겨들었음
잼민이1,안죽는다니까 꿀리지.. 벚꽃엔딩 하나로 정리되는 수준이고 나머지 하나씩 대입하면 더 처참할걸
Kaka#22,장범준 내려치기 해도해도 너무하네ㅋㅋ
gougou,fishbone 젤리피쉬인가 거기 있을때 소속 연예인들 모아서 크리스마스 앨범 낸거 박효신도 있었음크리스마스 시즌되면 벚꽃엔딩만큼은 아니어도 매년 역주행함이 노래 나름 대박 쳐서 다음해에도 크리스마스 앨범 냈는데 그건 망했을걸?
총알넣고탕탕탕,벚꽃엔딩 /고백 /왜 /추적이는 여름비가되어/ 노래방에서 /잠이오질않네요/ 흔들리는 꽃들 속에서 네샴푸향 다 너무 좋음
4613378,4613378 모든면에서 장범준이 우위임
라이트한축구팬,4613378 장르를 이야기하는거임 발라드한테  포크계열의 인디밴드음악이 비비긴힘들지대중성이나 그런건 발라드한데 인디밴드음악이 못비빔  장범준이 대단한건 그런음악으로 발라드제끼고 흥행했으니까 고평가받는거고 ㅋ솔직히 발라드는 1년에 10위권 차트인하고 1위먹는 가수들 많자누 포크송 밴드음악은 진짜 없음 ㄹㅇ
릴리트,병신들 당연히 장범준이지 깨시민인척 오지네 ㅋㅋㅋ
radfkjas,라이트한축구팬 범준이도 3집 별거 없지않았나 이거 나중에 떡상함?데뷔년차로 따지면 앨범 흥행못하면 장범준이 더 손해 아님?시대가 다른데 지금와서 비교하는게 애초에 말이 안된다는거고 서로 장단점이 명확히 다르고 영역도 다른데 무의미하다고 봄범준빠들 몇몇은 시대의 아이콘까지 나오는데 bts 싸이 등등 다 제꼈다는 이야긴데 개 에바같음이러니 개인 취향차거나 무의미하다는거고
EIIE,가창력은 성이 위지만 후대에 기억되는건 장범준이라는건 공감불가 장범준이 우리가 가지는 생각보다 어떻게보면 위상이나 평가가 다를 수 있을 수도 있다고 보지만 성이 밀린다는건 좀 멜론같은거 따지는건 마치 버즈랑 잔나비랑 비교하는꼴 아닌가
호사카Yuji,장범준 노래 메들리로 연결해서 들으면 언제 노래가 바뀐지 알아차릴 수 없고 제목 못맞춤 ㅇㅈ?
내가하면로맨스,벚꽃엔딩이 사기긴해
닭고기스프,ㅋㅋ별걸 다 가지고 싸우네 개취가지고난 저음 노래를 너무 싫어해서 장범준 노래 좋은건 알지만 음이나 목소리가 내 취향이 아닌데 나같은 놈들도 있는 거지 뭐
eqwjueqw,보컬실력으로는 100대0수준 아닌가? 장범준은 그냥 취향하나로 듣는거같은대
