comment
"래드키 진짜 본문 짤방에서 언급했듯이 이승철 vs 임창정이랑 비슷함.. 이승철, 성시경 쪽이 뭔가 아티스트, 대가 이미지가 있는데 정작 작사 작곡은 임창정, 장범준이 더 많고 차트 순위 같은 기록도 더 좋음.. 이승철 전성기 때 경험한 사람은 냉정하게 평가하는데 그냥 풍문으로 들은 사람이 이승철을 엄청난 대가인 줄 아는 것도 비슷.."
래드키 성시경 이전에 발라드 가수 계보가 있음성시경은 거기에 끼는 사람인거고장범준은 포크와 싱어송라이터 부문에서 독보적임가창력 자체는 성시경이 앞서지만벚꽃엔딩과 여수밤바다 두 곡만으로도 엥간한 가수들 이길 수 있음
비정상인 성시경이 요즘 유투브로 잘나가서 근데 이건 비교할거리도 안될정도로 성시경 압승일텐데 애초에 성시경은 정규 앨범만 8개임
Kaka#22. 유투브랑 가수위상이랑 도대체 뭔 상관관계가 있다는거그리고 앨범 많이 내면 우위인가?성공한 음원 노래가 장범준이 우위인데
Kaka#22. 콘서트는 단순 팬덤크기 비교자너관객동원력 얘기하는데 음원성적이 더 대중성을 뜻하는 지표 아닐까싶음단순히 노래로만 돈번걸로치면 난 장범준이 한참더 벌었을거 같은데
Kaka#22. 잉 장범준도 버스커 합치면 정규만 5개임 유투브로 따져도 장범준도 구독자가 100만 가까이 됨 심지어 유툽에서는 음악관련 콘텐츠만 함
"Kaka#22. 음색이 독보적일뿐 그정도 음악성 가진 발라더는 널리고 널렸음. 반면 포크에서 장범준 정도 음악성을 지닌 사람은 오버에선 없음. 애초에 비교불가, 장범준이 넘사임"
비정상인 전성기를 모르니깐 대충 들은 이야기 + 예능등에서 본 이미지로 가수를 평가함전성기로보면 당시에도 동시대 발라드 가수한테도 밀리던게 성시경이었는데
가수로보면 당연히 성시경이지 않나 ㅋㅋ 체급차이 많이나는거 같은데..   틀이라 그런가?   근데 생각해보면 엄청 터진 역대급 노래는 없는거 같기도하고?
[Felix] 보컬실력으로만보면 압도적으로 성시경인데 가수로보면 장범준
[Felix] 체급은 차이가 많이나긴 하네요
솔직히 아까 성시경이 많아서 놀랬음장범준이 그렇게 저평가될 가수는 아닌데 ㅋㅋㅋ
라울과알레 성시경이 한국 발라드 GOAT이라는 애들도 많던데 ㅋㅋㅋㅋ
에펨트리 발라드 GOAT은 개인적으로 신승훈 아닐까 싶음
니나니노 신승훈임
cvMax 발라드는 닥 신승훈이지신승훈 90년대 초중반 서태지와아이들 듀스 룰라 이런 레전드 댄스 그룹들이랑 비비면서 가요톱텐 골든컵 먹었던 사람인데
influxDB 발라드는 유재하...
influxDB 30살인데 신승훈 노래 많이 모름... 나보다 나이 적으면 더 심할건데 GOAT는 좀
크래프톤가자잇 나도 30중반인데 아까 댓글에 변진섭 이문세까지 나와서 진짜 깜짝 놀람 ㅋㅋㅋ 성시경 세대면 신승훈 테이프 뒤집어 듣는 세대 다음 세대인데.. 심지어 변진섭은 청바지가 잘어울리는 여자 이 부분 빼고 아는 사람도 별로 없을텐데
눈군 sbs아카이브k 발라드편에서발라더 계보쫙나열하고 소개한 프로그램 있었음그거봐서 다들그런듯
크래프톤가자잇 신승훈은 발라드 고트 맞음 앨범판매량부터 적당히 기백만장 수준이 아니고 천만장이 넘어감 걍 조용필 서태지 김건모 이미자 등과 함께 대중가수 톱10에도 무조건 들어감
라울과알레 과장 좀 보태서 90년대 후반생인 나에겐 장범준이 우리세대의 김광석임
원웨이브 과장보태서가아니라 걍 우리세대 김광석이 장범준 맞음 지금 20 30대 남자들 장범준 노래들으면서 감정이입 안된사람 단 한명도 없다고 자부함
저교치기 첫사랑 들으며 맘아파본사람 없으면 돌을 던지라!
라울과알레 성시경 많은건 둘째치고 장범준이랑 비교하는거 자체가 말이 안된다는 사람들 많았던게 의외였음
라울과알레 노래실력을 대결하는거? 아니면 히트곡 누가 많냐의 대결? 기준이 뭐냐? 성시경이랑 장범준 붙여놓고 투기장 여는게 이상하네
[전문가] 노래실력도 히트곡 숫자도 성시경이 위인데제일 히트한 곡이 장범준이 위인거지
9.3.0521 히트곡수는 장범준이 훨씬더많음.의외로 가요계 황금기시절에 성시경 차트 1등 별로못해봄
라울과알레 장범준 저평가가 아니라 성시경을 이긴다 하니까 어이가 없지
라울과알레 장범준이 가수 goat는 아닌데 벚꽃엔딩 버스커버스커 1집은 한국 대중음반계 goat 반열이지
델카이저 멜론하트로 따지기엔 활발하게 활동한년도가다름아예 비교삼을만한 지표자체가 안되지수많은 옛날명곡들 << 벚꽃엔딩은 아니니까
에펨자료받으러 희재는 아님. 거리에서겠지. 희재는 나왔을때 묻혔다가 롱런하면서 뜬거임
에펨자료받으러 거리에서도 제법 떴지만 벚꽃엔딩에는 못 비빔
델카이저 거리에서 희재 너의모든순간 내가너의곁에잠시살았다는걸 내게오는길 넌감동이었어 두사람 좋을텐데 차마 안녕 나의 사랑 너는나의봄이다 그대네요등등 아직까지도 회자되는 노래가 많은데젤 인기 있었던 곡만 따지는 건 이유를 모르겠넹
티아고메시 내가너의곁에잠시살았다는걸 은 김연우가부른거아님?
가고시마 성시경이 리메이크 하긴 함
티아고메시 내가너의곁에잠시살았다는걸은 김연우(토이)
존나 유치하네 ㅋㅋ
성시경 거리에서 말고는 잘 모르겠음
퍼틸레인 노래개좋다 한번 돌려봐
성시경 마지막 앨범 히트곡이 언제냐? 작년에 앨범 새로 냈다가 그냥 소리소문없이 묻혔고 롱런한다는것도 예전 노래빨에 연예인으로 롱런하는거지 가수로 롱런하는게 아닌데장범준 당장 앨범낸다면 일단 무조건 실시간 최상위는 다 들어갈걸?가수로 보면 고점으로 상대도 안되고 롱런으로도 엄청 차이나는것도 아님 장범준은 현재 진행형이니까
에펨트리 그 만장 중에 하나 와이프가 샀다
"김해코스트코 팬서비스곡, 진지빠는곡 따로있음?"
티아고메시 아니 글을 못읽냐 성시경은 예전에 그 전성기가 끝났다는거고 장범준은 지속중이라말을 한거자나 내가 최근 앨범 더 팔았으니 장범준 윈이랬냐 그 가수 롱런도르도 장범준이 전성기가 끝나봐야 비교가능하다는거지
화이트보드 원히트 원더는 앨범 100만장급 말하는거
무협초보 성시경 데뷔년도나 보고와서 이런말해라 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
무협초보 남진은 롱런이 맞지 왜 아님? 아니라고 생각하는 이유좀..
무협초보 소리소문없이 묻혔다? 그정돈 아닌데. 잘 알지 못하는 거 같은데 꽤 단정적으로 말하는 태도는 많은 사람을 불쾌하게 함
무협초보 맞음 ㅋㅌㅋ 그냥 묻혔음
무협초보 성시경 아직도 앨범내는거 이 댓글 아니면 평생 몰랐을듯
무협초보 히트곡으로만 따지면 장범준 >>> 임재범인데 가수들 100 명 모아두고 임재범과 장범준 중에 누가 더 뛰어난 가수냐고 물어보면 100 명 중에 90 명은 임재범 뽑는다에 손모가지 검 ㅋㅋㅋㅋㅋㅋ
courteou 가창력도르 꺼내오게 한 건 임재범 언급한 님 아닌가요
곰팡이 지금 자기논리에 자기가 잡아먹힌줄도모를거임
무협초보 ㄹㅇ 당장 장범준은 20년도에 싱글로 낸 '잠이 오질 않네요'만 해도 1년도 채 안 되어서 가온차트 기준 1억 스트리밍 달성했는데
"무협초보 2014년 08월 19일 '장범준 1집'이 발표되었고, 장범준은 본인이 처음 프로듀싱한 앨범을 대중에게 선보이게 된다. 그러나 버스커 버스커 앨범과는 다른 실험적이고 마이너한 감성이었던 1집은 대중들에게 큰 어필을 하지 못했다.03월 25일 '장범준 2집'이 발매되었고, 1집보다 나은 성적을 거두게 된다.2016년 12월 07일, 정규 앨범만 내던 장범준은 처음 싱글 음원을 발매하게 된다. 2017년 05월 15일 군 입대를 앞두고 마지막으로 낸 음원이었지만 장범준 스스로 '가장 안 유명한 노래'라고 말할 정도로 상업적으로 가장 부진하였다.이런 애들은 장범준 앨범도 꽤 망한 게 많은데 모르나보네ㅋㅋㅋ가수는 무엇보다 노래가 좋아야뜨는거고 장범준도 다음 앨범 내봐야 아는거임"
무협초보 장범준도 성시경처럼 오래되었을때도 앨범에 1등 못할텐데
나한테 장범준은 따라부르기 좋은 노래 많이 내주는 가수. 슈스케로 대박낸 원히터가수 정도로 생각했는데 평가가 많이 높았네
어그로에많관부 원히터라기엔 성시경보다 오히려 히트곡은 더많을걸
어그로에많관부 뜬거 졸라 많음그리고 경제적 자유를 이뤄서 존나게개 졷대로 활동하는데 그 정도
어그로에많관부 닉값
LeslieC 히트곡은 성시경이 더 많지 않음? 버스커는 크게 터진게 꽤 있는거고
허밋 히트곡도 장범준이 딱히 안밀림
LeslieC 히트곡이 성시경보다 많다고?
아티스트로 비교하면 작사작곡을 거의 안하는 성시경보다 장범준이 위라고 생각함. 작사작곡을 안하는데 어케 더 위라고 처줄 수 있는지 모르겠음.
섹보스지스털섹 공감 ㅋㅋ 걍 장범준은 진짜 천재같은데
섹보스지스털섹 너의 모든 순간처럼 성시경이 작곡한 노래도 꽤 있음장범준이 위인 거랑 별개로 성시경이 작사 작곡 안 한다는 건 오해임
섹보스지스털섹 꼭 싱어송라이터여야만 할 이유는 없지않나....
"섹보스지스털섹 김형석 밑에서 나오고 나서부터 거리에서 들어있던 5집부터 성시경이 쭉 프로듀싱함. 3집부터 자작곡 넣기 시작했고, 6집부터 비중이 상당히 늘었음.7집에서 8집 넘어갈 때까지 10년정도 공백이 있었는데 그때 ost들은 작사,작곡 대부분 본인이 함.곡만 받아서 부른다는게 외려 편견임."
"가수끼리 비교하는게 진짜 의미없는건데 참히피시대를 대표하는 음유시인,세계 음악사에 길이남는 가수,가사로 노벨 문학상 수상한 밥딜런 vs 김광석밥딜런에 비교하면 김광석은 비교되는것 만으로도 영광임근데 한국인들한테 둘이 비교가 될까?상대쪽 상처내기 밖에 안됨 이런건"
리들리스콧 인기아이돌이 김나박이보다 뛰어난 가수아니냐난 그런거같은데뛰어나다는 표현보다는 더 대단하다
리들리스콧 비교되지 밥딜런을 아는사람들한테는 니가말한사람들끼리 비교가 안되는이유는 그냥 무지 때문인거지 아티스트라서 그런건아닌데
그래조 성발라이지
성시경 노래는 좋았는데 걍 임팩트가 없었음 ㅋㅋ 지금까지 그 목소리를 유지해서 요즘 더 뜨는 느낌. 당시 최고히트곡이였던 거리에서보다 이기찬 감기 이런게 더 순위 높았을껄
00년대 스테디셀러 vs. 10년대 스테디셀러스테디 셀러끼린 원래 비교급이 성립이 안됨
엠팍은 ㄹㅇ 아재들이라 성시경 전성기때도 저게 요즘 인기있는 가수인가~ 이런 반응이라 더 냉철한듯여기는 아직도 롤보다 스타라는 사람들도 있어서 버즈보다 sg워너비가 위라는 사람들고 있었고 객관적이지 못함
Fkdkd ㄹㅇㅋㅋ
"가수로서 노래를 더 잘하니 성시경이 더 위라 생각함작사 작곡 능력 따지는 애들은 그럼 가수로서 장범준>이문세라고 할 건가배우한테는 대본 쓰고 감독 본다고 더 좋은 배우라고 안하면서 왜 같은 표현하는 직업인 가수한테는 작사 작곡 능력이 있으면 더 좋은 가수라고 하는 건지 잘 모르겠음아티스트, 창작자로는 장범준이 위지만 가수로는 성시경이 위지"
다이나믹아일랜드 이건 취향이고 급 따지는건 그냥 성적으로 결과를 내야하는거지.. 음악도 산업인데
다이나믹아일랜드 진짜 조금만 파고들어도 성시경 테크닉이 진짜 엄청나게 어려운건데 노래를 너무 쉽게 부르는 것처럼 보여지니 이러는건가 싶고...걍 둘 다 완전히 다른 스타일로 자신만의 스타일을 승화시키는데 왤케 비교질들인지 모르겠다 ㅋㅋㄱ
성시경이 존나게 위지 뭔 개소리들을 쳐하고 자빠졌냐 저긴 ㅋㅋㅋㅋㅋ
우야노내쥬지 90년대생이고 장범준 뜰 때가 10대후반이었음장범준의 성공을 목도했음에도 나는 성시경이 더 위라고 생각함베스트셀러는 장범준인데스테디셀러는 성시경
2월30일 벚꽃엔딩 여수밤바다 스테디셀러
2월30일 성시경은 동시대에 비교해도 한참 떨어짐 스테디셀러였던 적 없음
이 떡밥 또 돌아왔네 ㅋㅋㅋ
래드키 솔직히 고점 성모형한테 비빌 가수 거의 없을 듯훅 가서 아쉽다
래드키 매실왕자가 음반판매가 든든하지
래드키 동률햄은 코로나 이후 뜸하다 뿐이지 동행에서 잠깐 주춤한거 빼면 30년간 고점 찍는 양반이라
influxDB 고점도 승철이형 아닌가 글고 이승철을 vs 부칠려면 임장청보다 신승훈이 더 어울리는거같은디
influxDB 난 당연히 임창정같은데?지금 성시경하고 장범준비교하는게 뭐 가창력을 논하는게아니라 가수로써 실적을 이야기하는거아님? 고점이나 꾸준함모두 임창정이 위지 . 고점은 솔직히 초딩때라모르겟고 꾸준함으로치면 임창정압살인것같은데
둘다 대단한데 서로 달라서 누가 위라고 평가하기 힘드네
아늑 나윤권이 한참 아래지
장성택
박지성 vs 카윗 누구라고 생각함?
튀르키예 카윗
9.3.0521 20년동안 활동만하면 꾸준한거임? 꾸준한 성적을내야 꾸준하고 스테디셀러 소리 듣는거지
Fkdkd 거리에서
래드키 그 너의 모든 순간이 제일 잘된 노래인가?
성시경은 오히려 최근에 좀 다시 뜬 경향이 있는 거 같은데우리 제법 잘어울려요나 거리에서 때가 전성기였던 거 같고 그 이후로 막 언급이 많이 됐던 적은 별로 없던 거 같은데근데 최근에 좀 활동을 많이 해서 그런가 재조명 받고 인기가 다시 올라간 느낌. 근 10여년 간 중에 지금이 성시경이 제일 인기 많고 언급 많이 되는거 같음솔직히 가수 비교해서 줄세우는게 뭔 의미인가 싶긴 한데 대중적 영향력은 장범준이 더 위인 느낌이긴 함
성시경이 혹시라도 이 글 보면 잠 못자겠네 ㅋㅋ
나는 성시경 스타일이 더 좋음장범준 노래는 뭔가 발랄한 노래밖에 없는거같음
성시경이 고평가 이런 소리 들을 가수는 아니라 생각함 ㅋㅋ 발라드 goat까진 아니더라도 손가락 안에 들어갈텐데
김해코스트코 ㅋㅋㅋ사랑인걸이랑 비슷한건 말이안되고거리에서 그 당시 올해의 노래 수상하던 노래인데
자시안 지뉴는 너무짧지.. 5년~6년 동안 그냥 최정상에서만 군림한 사람임
자시안 조성모는 반바스텐임. 3발롱급인데 부상으로 일찍 은퇴
화이트보드 잘자 내꿍꼬 에서 이미 승
성시경을 몰라서 장범준을 높게친다는건 솔직히 말도안되는게... 성시경은 당대도 평정못했음글쓴분이 댓글에 쓴것처럼 다 겪은사람들이면 장범준 뽑을듯. 근데 발라드 좋아하고 성시경 좋아하는 사람들은 성시경픽 해도 이상할건 없는 부분이기도 함.
노하라히로시 10년대 1위곡이 벚꽃엔딩임 이 정도면 평정맞지
노하라히로시 벚꽃엔딩이면 평정이지
노하라히로시 버스커 1집은 시대를 평정했다고 볼만 하지 ㅋㅋ 2012년 앨범인디 지금까지도 회자되고 봄만되면 차트인하는게 벚꽃엔딩 여수밤바다임. 당장 지금 지나가는 사람들한테 봄 하면 생각나는 노래하면 열에 아홉은 벚꽃엔딩 얘기할걸? 딴건 몰라도 버스커 1집은 2010년대 평정한거 맞음.뭐 제패의 기준이 꾸준히 앨범내서 성공한거라면 그럴수있지만.. 버스커 2집도 대박났고 장범준 1집 제외 앨범 다 성공함. 특히 솔로 이후에 디지털 싱글도 죄다 대박쳤는데 ㅋㅋ 회상 흔꽃샴 잠이오질않네요 등등..성시경이 장범준 아래라는건 의견갈린다쳐도 장범준이 2010년대 제패못한다는건 전혀 동의못함
거의 뭐 인자기랑 레반돕 비교하는꼴
발라드원탑은 다른가수인데 장범준은 걍 장르가 장범준이라 독보적임
장범준은 작곡도 하잖아
그냥 성시경 음색이 개사기 아닌가 가수로서 좀 체급차이가 있다고 생각했는데 장범준이 그정도야?
그럼 조용필 나훈아도 최근 히트곡 없으니 장범준 승이라고 하지 왜ㅋㅋ
둘 다 좋긴한데 니들 장범준 노래 지금까지 듣는거 있음??
성게전복죽 잠이오질않네요 사랑에 빠졌죠 흔꽃샴 등 많은데
성게전복죽 장범준 노래들 스밍 동접이 성시경 압살함;대표곡 5개만 들어가봐도
둘 다 독특한 자기 포지션이 있는 가수인데저걸 굳이 비교를 한다고????ㅋㅋㅋㅋㅋㅋㅋ
그냥 가수 급 따지기는 콘서트 규모로 보는게 제일 편함장범준 최근 - 핸드볼경기장(5천석)성시경 최근 - 장충체육관(4000석)장범준이 조금 더 급이 높긴한데 성시경은 콘서트를 자주 하고 고점이 높아서 솔직히 비슷한 급이라 생각함
하루3시간취침 노래를 더 잘하냐는 몰라도급 따지는건 돈 엮인걸 보는게 맞긴 해
하루3시간취침 ??? 그건 게스트초대해서하는 콜라보콘서트고올해 5월 축가 단독콘 1만명 × 3일공연 매진인데??
하루3시간취침 비교하려면 성시경 콘서트는 축가로 계산해야지 올림픽 보조 경기장 (10000석) 3일 모두 매진
성시경이 당연히 윈줄알았는데..95년생임 난 성시경 노래가 더 좋아
성시경 바로 앞에서 라이브로 들어본 사람으로써 한마디하면 세상 살면서 저렇게 감미로운 목소리는 처음 들어봄노래 좀 한다는 일반인들? 성시경 발톱 때에도 못미침 진짜 고막 유린당하는줄
노하라히로시 미안 원 대댓글 삭제되면 싹없어지지 않았나 원래안없어지네 헛소리해서 미안해
노하라히로시 니가 모른다고 다릉 사람도 모르는게 아님
노하라히로시 장범준이 이름값 밀리는건 성시경은 예능같은 티비 출연이 많고 장범준은 그런거는 아예 신경도 안쓰다시피 하는 것도 클듯
난 성시경 노래를 ㅈㄴ잘부르잖아
술은 장범준이 분신술쓰고와도 성시경한텐 안된다. 장르바꿔서 한판 뜨던가
난 둘다 좋아잉~
래드키 '거리에서'는 그래도  꽤 고점이라고 부를만하지 않나요??
장범준도 좋긴한데 개취로 좀 자가복제 느낌임 ㅋ성시경 노래 훨씬 좋아함
스넬 장범준은 곡의 95%가 자작곡이고 성시경은 그 반대니까 당연함
버즈가자
"현재 위상은 종합적으로 봤을때 성시경의 근소 우위지만 3-4년만 더 지나도 뒤집힌다고 봄장범준은 음원, 앨범 냇다하면 바로 탑10급이니성시경도 뭐 ost 같은건 곡 잘받으면 차트인 할수있겠지만 정규앨범에서 이제는 매니아밖에 남지않았다고 봄음악성으로 봐도 장범준이 꿀릴건 없지스스로 작사작곡하는 싱어송라이터랑 곡 받아서 부르는 보컬이랑은..물론 성시경은 그 보컬중에서도 독보적인 음색을 지닌 유니크한 발라더니까 위상이 버텨주는거지"
루피 난 지금도 장이 우위라 생각함ㅋㅋㅋ
걍 취향이지 우위가어딧냐 시발 ㅋㅋ난 장범준
커리어 부분에서 가수로서 성공을 말하는거면 말은 다한거고 반대로 물어서 누구의 목소리와 가창력을 가지고 싶은지 물어보면 오히려 쉽지 않을까
뭔 헛소리임. 이적 vs 성시경 같은 소리하고 있네. 장범준이 싱어송라이터로서 뛰어날진 몰라도 가수로서는 성시경이 몇 티어 위지.
래드키 김경호가 위 아님? 히트곡 김경호가 더 많지 않나
가수 평가요소에 가창력은 왜 빼는 지 모르겠음ㅋㅋ작사작곡만 볼거면 작곡가해야지애초에 장범준은 다른사람한테 곡을 못 받음자기한테 맞춰서 노래를 기가맥히게 만드는거지
근데 성시경 당시에 그렇게 히트 아니라는데 나 02년생이라 성시경 전성기 세대 아닌데도 어렸을때부터 거리에도 내게오는길 이런거 어렴풋이 알고있었음반면에 더 히트했다는 이수영은 가수이름도 모르고 노래도 하나도 몰랐음 나중에 내가 직접 찾아보고서야 알았고
성시경이 가창력이나 음색은 대단하지만 대중가수로서 진짜 이미지에 비해 시대를 지배하지는 못했음. 가창력 측면에서면 모를까 대중가수로서의 커리어를 물으신다면 지금은 몰라도 조금 더 시간이 지난다면 장범준이 성시경보다 더 음악적 결과물을 유의미하게 만들 것 같음.
둘이 아예 느낌이 다른데
노하라히로시 장범준: 뭐야 나 왜죽여요
노하라히로시 근데 원래 슬픈사연있는 예술인들은 더 대중들 기억에 각인되긴 하지
ㅈㄴ 의미 없는 비교네 다른 장르인데 애초에
같은 발라더나 싱어송라이터끼리 비교하지 왜 호돈vs호날두도 아니고 호돈vs네스타로 싸우냐
성시경 코앞에서 들은 나는 성시경.:
내기준 범준이
"지프는지프 ㅁㅊ 너무 내려친다 ㅋㅋ성시경 역대 앨범 빼고 이윽고 한곡으로 음원, 노래방 수익만 봐도 이기찬은 비교불가임성시경은 콘서트로 수익 창출 가수들 사이에서도 탑급이라"
김해코스트코 노래는 이수영 같애
"성시경은 가창력 우위, 장범준은 직접 작사 작곡까지 가능."
"당연히 성시경이라 생각했는데 댓글들 보고 생각해보니 장범준, 직접 노래 들으면야 성시경이 더 잘하겠지만 장범준은 진짜 신드롬이였어서....."
난 무조건 장범준이라 생각했는데 장범준 히트곡이 몇개야
누가 더 우월하다 할 문제인가 ㅎ난 음색은 성시경이 더 좋지만 곡 스타일은 장범준이 좋다~~~~
보컬로써 가치는 성시경 압승그 이외에 노래를 직접 만든다는 점부터 뭐 그런건 장범준한테 명함 내미기도 민망하지
가창력만 따진다면 성시경이긴 할듯
엠팍 저긴 가수 급 나누기 놀이 존나 좋아하네
본인이 더 체감한 가수가 본인에게 더 높게 평가 되는거라 생각함.난 둘 다 별로 체감하지 못했었는데 그나마 더 젊었어서 노래 들었던게 성시경의 노래를 많이 들어서 그런가 성시경.
닥 성
본인 처음 가져본 테이프가 성시경 1집이었음 성시경은 아스날같은거임 꾸준히 상위권 장범준은 신드롬이었고
개꼴데해체점 아스날...?
하우HOW 성시경도 작사작곡 많은데.. 근데 벚꽃엔딩이 넘쎄다
하우HOW 장범준 라이브랑 앨범 차이보면 음...
지금은 성시경이 더 높을지라도 시간지나면 장범준이 넘어서긴할듯
"성시경, 박효신 넘었나?"
발라드 goat 성시경이라는 댓글은 진짜 개소리임. 발라드 goat는 이문세지 ㅅㅂ
쿤디판다 남들도. 모르게. 서성이다. 울었지~
쿤디판다 ㄹㅇ 이문세 노래는 지금 들어도 하나도 안 촌스럽고 세련됨ㄷㄷ
쿤디판다 아니 솔직히 성시경은 박효신이랑도 힘들어 보이는데;;
성시경 노래는 좋은데 사람은 싸가지 없어서 별로임
근데 나이때문인가 성시경노래를 몇개모름 거리에서랑 몇개 더..? 장범준노래는 많이알고
"가수로서는 성시경, 뮤지션으로서는 장범준장범준 자가복제가 심하니 어쩌니 해도 벛꽃엔딩 임팩트가 너무 강함벛꽃엔딩은 단순히 히트곡이 아니라, 그냥 그 계절 그 감성 자체라"
난 성시경특유의 감성이좋아
와 댓글수 좆된다..
"장범준은 벚꽃엔딩, 여수밤바다, 흔꽃샴 이세개로 그냥 현세대에서는 음악성으로는 압도적인거같은데"
냉정하게 장범준이 승이긴 하지
가수가 단순히 노래잘하는게 다가아님에드시런보면 걍 답나옴
이거 아까 듣자마자 성 했었는데 곱씹어볼수록 장범준 대단하네
노래방도르로 너의 모든 순간이 다 압살함
장범준이지
난장범준
장범준 성시경이야 뭐 취향차이라고 쳐도장범준이 너무 무시 당하는 느낌은 있네 노래가 따라 부를만 해서 그런가? 그래서 더 대단한건디.. 남들이 부르기 어렵고 고음 팍팍 내질러야 대단한 가수인건 아닌데 말야
학위좀주세요제발 내는노래마다 잘되는가수 진짜 몇없고 그중에 장범준이 있는데 ㄹㅇㅋㅋ
걍 닥 성시경 아님?
성시경이 콘서트티켓파워력 훨씬 더 쎌텐데ㅋㅋ
아임닭 고정팬층이 더 두터운듯?
나도 무조건 장범준이라 생각했는데 여긴 성시경 여론이 점령해서 놀람난 장범준노래를 더 많이 들었음
노래 실력은 성시경이지만 자기 음역대나 목소리 컬러에 맞는 음악을 잘 뽑아내는 건 장범준임. 징범준에게 감사해라 고음역대 노래 안만들고 쉽게 노래방에서 부를 수 있는 노래 만들어줘서
내가 작곡가면 성시경한테 곡주고싶긴할듯
삼성이성규 장범준은 자기가 작곡하는데 ㅋㅋ
푸스카스가 축구장을 횡단하던 그 시절 축구가 그립다...
저런건 글쓴이가 어느쪽인지 공개를 하고 글을 쓰면 안됌 ㅋㅋ 청개구리들 툭툭 튀어나와서 무조건 반대쪽 고르거든
장범준 작곡이 넘사벽이라 종합 점수로 더 높게 평가 받아야되는게 맞다고 생각하긴함. 가창력이랑은 별개로.
성시경은 그냥 발라더고장범준은 장르를 개척한 개척자임
이건 닥치고 성시경이지 이걸 왜 고민하나 목소리 하나로 끝 아님?
장범준 2집때 성남에서 공연 본적있는데. 진짜 노래잘하더라..장범준 노래를 들으면 이야기 같은게 연상되는게 진짜 큰 힘인거 같음
장범준은 작곡하잖아걍 비교 자체가 안되는데
어렵다 ㅋㅋ
장범준은 지역 경제를 살렸음;;
한섬닷컴 히트곡이?
한섬닷컴 어디까지 밀어넣는거야 도대체
한섬닷컴 다른 곡들은 그렇다치고 선인장 저거는 진짜 난생 처음 들어보는데 히트곡 맞음?
무조건 성시경인데 이걸 장범준이 비빈다고? 어이가없다
장범준 승인듯
