ID,comments
호나나나나나,호나나나나나 코노에서 그렇게 주장하는 전성시 지난 성시경 노래가 더 위다 이거는 어떻게 설명하려나
O#ㅁ,성시경이 음색 원툴로 아는 사람 은근 많던데 가창력으로 봐도 한국 김나박이급일듯ㅋㅋ
갤럭시,ㄱㄱㄱㄱ12 참고로 성시경보다 창모 마마무 저스디스가 조회수 더 높다.
맹맹구구,성시경세대가 아니라서 궁금한데 성시경은 명반으로 불릴만한 앨범있음?
경로당트월킹머신,둘중에 누구 목소리를 가지고 싶냐고 물으면 성시경
구르트,올드트래퍼드 성시경이 발라드 탑ㅋㅋㅋㅋㅋㅋ
아리스타,성시경 잘 모르지만 성시경이 나은 거 같음
로컬푸드,미스즈 님 말대로 팬덤 압살이면 성시경 앨범 낼때마다 곡이 좋든 별로든 차트 상위권에 있어야하는데 그런적 있음?
푸하핫하,시발 아까와 또 정반대인 베댓은 또 모냐20대 후반이여서 그런가 성시경 내려치기 좆되네 진짜
손흥민의오른발,닥 성시경비교불가
TSMFaker,하입쿠키 근데 성시경 그 이미지는 남자뿐 아니라 여자들도 그렇게 느끼는 사람 꽤 있는데 그게 예능에서 쌓은거 아님? 티비나 라디오.. 인터넷에 찾아보니까 다들 방송들고와서 까던데...그럼 만약 예능 안찍을때 잘난척 이미지를 쌓은거면 성시경은 노래만 부르면서 어캐 그런이미지를 가지게된거냐 그건 그거대로 신기한데 ㅋㅋㅋ
AVTI,걍 장범중 승 성시경 자체가 원래 고점이 높은 가수가 아니었음.다들 알잖어 ㅋㅋ 미화 없이 딱 그냥 그 느낌 그 대로
동도로호동동,근데 성시경 군제대 이후로는 ost나 피쳐링 이외에 자기 앨범 히트곡 없는게 아쉽긴 함
Fda,bslbsl 그런걸로 순위정하는거아니라는데여기 성시경 이라는분들은
팩트한잔,이건 걍 성시경 아님? 진지하게 성시경으로 도배될줄 알았는데
ASEKY,팩트한잔 누가 더 성공한 연예인이냐 하면 닥 성시경인데누가 더 위에있는 가수냐라서 그럼
아들러의심리학,8도 거의 긱스급으로 유지하고있는 성시경하고 비교해야하니까 카카언급함ㅋㅋ
Hat-Trcik,성시경 올려치기그만
코어,789456 수상 내역으로 성시경한테 못 비빌텐데 ㅋㅋㅋ
화산귀환1,이건 현실에서 물어보면 100이면 100 성시경 승임
서머스비러버,호나나나나나 지금차트가 아니라 성시경이 원탑이던 시절이있음???당장 성시경 히트곡 5개 가져오라면 억텐좀 부려야할텐데나도 성시경 좋아하는데히트곡에서부터 차이가 심한디
웰시코르키,엣지러너 거리에서 이윽고 희재 이렇게는 많이알텐데
토로너,공정한나라당 근데 오히려 그때 탑클래스 발라더들 지금 차트에 누구 있음?-> 이게 무슨 의미가 있음?그만큼 그 시대에 탑오브탑은 아니었다는 뜻인건데 그 때 성시경보다 위에있던 사람이 지금도 위에 있으면 저런 비교대상에 성시경 이름이 언급되는게 아니라 그 사람이 언급되겠지
산드로또날리,동탕 아 봄이네 너의 모든 순간 또 존나 들리겠네~~~~~~이러는 새끼 본적 있냐고아 봄이네 너의 모든 순간으로 성시경은 뒤질때까지 봄마다 얼마나 벌까??? ㅇㅈㄹ 하는 새끼 본적 있냐고 ㅋㅋㅋ아니 좀 걍 딴세상 가
제너럴92,성시경 노래 개인적으로는 ㄹㅇ 좋아함예전 곡들도 레전드급들 많은데선인장외워두세요아니면서차마
엠맥,아까 댓글 보니까 성시경빠들 김나박이까지 존나내려치더라시대차트2000년대 사랑의시 5위2010년대 어디에도 9위연간차트2004년 사랑의시 16위2007년 가슴아그만해 21위2014년 그대가분다11위2015년 그남잔말야 24위2016년 어디에도3위2018년 넘쳐흘러4위 마이웨이15위2019년 사계19위2020년 처음처럼14위메가히트곡만 이정도에 잠시만안녕 원러브같은 노래방 메가히트곡들도 있는데 성시경이 어떻게 비비냐00년대 10년대 연속 탑텐은 나얼(벌써일년 바람기억)이수(사랑의시 어디에도)밖에 없음성시경은 이수선에서 그냥 상대도 안됨
조선시대사람,거리에서 희재 넌 감동이었어 너의 모든 순간 내게 오는길 두사람 등등그냥 대충 생각해도 히트곡 많은디
courteou,클라우드22 아니 가수로 활동한 시대부터가 다른데 음원성적으로 비교하고 자빠졌네 ㅋㅋㅋㅋㅋ 그렇게 따지면 앨범은 성시경이 더 많이 팔았는데 ???
리버티프라임,화산귀환1 그건 성시경도 마찬가지아니냐
포웰레온,보컬 실력으로 따지면 닥 성시경이 맞지만 저 질문은 실력이 아니니까
R.루카쿠,냉정한사나이 06년 가을쯤이었나? 엠씨몽 아이스크림 1위 먹었던 시절로 기억하는데 그 앞뒤로 거북이 럼블피쉬 sg워너비 김종국 명곡들 많이 나와서 거리에서가 1위 못했다고 저평가 당할곡은 아니라 생각함
오호라민씨,성시경 넣을거면 이기찬도 넣어라.장르를 개척한 가수랑 오래된 발라드 이어가는거랑 같음?? 그럴거면 알앤비 sg워너비도 계속 유행했을듯.
예쁜애옆귀여운애,호나나나나나 성시경 노래보단 많을듯?
생쥐나리콘,성시경이 뭔 국민가수라도 되는줄아는 친구들이 많네. 그냥 훈남 감미로운 발라더였어
뉴돼지맨,낚시왕 윤종신 곡에 성시경 보컬 퓨전하면 해볼만할듯 앗 그게 넌감동이었어랑 거리에서인가종신이형은 좋니가 본인 커리어 최고 히트곡일 정도로 톱가수느낌은 아님
옵시디언에너지,성시경은 기교나 감정표현이 탑급이긴 하지
CPFM,딱 현재에서 누가더윗급이냐 그러면난 성시경
고구마치즈케잌,멍청이바로너 거리에서 때 초딩이라 잘 모르긴 하는데 그 때 대박이지 않았음?? 마트가면 매일 그 노래 들렸던 거 같은데
hehehe0,난 둘 중 누구 콘서트 갈래? 하면 성시경 콘서트 갈듯
haki,나는 성시경 노래좋아해서 성시경 뽑을래ㅎㅎ
시루몬,클라우드22 아니 작업물자체가 성시경은 여기 껴야될수준이아님…
맨시티볼보이,객관적인건 모르겠고 누가 더 나은 가수인것도 모르겠지만 나는 그냥 느낌에 성시경이 더 가수 같은 느낌을 받음 ㅋㅋ 둘다 가수긴하지만
장필립,천하제일인 성시경은 평가할 음악성이라는게 없지 않나 대표곡들 전부 남이 써준 곡인데
천하제일인,클라우드22 난 성시경이 위라는게 아니라 아티스트로서 비교하는데 자꾸 판매량 히트곡 콘서트매진 등등으로만 비교하니깐 답답해서 그런건데? 비단 이 글 뿐만 아니라 무슨 음악 비교하는게 자꾸 차트성적 들고오는 새끼들 답답함
웜뱃,이질문 여초 들고가면 성시경이 이길것같음
웬벤야마,86년생김모쏠 성시경 세대중엔 없나 화요비 말곤 생각이 안나네
로쏘,저 33살인데 성시경임 과거미화라니 실제로 데뷔때부터 무명시절이란게 없이 바로 1위 쩔었는데.... 가수로써 인기 하나만으로 발연기가지고 sbs메인드라마 주진모 신민아랑 같이 주연으로 나온 사람인데 저어릴때 장나라 성시경 ㅈㄴ 잘나갔는데
은월향,0나니 그놈의 미소천사 ^^ 성식이형이라고 하는거보니 성시경님 극진한 팬이신가봐요. 당신은 많이 봤을진 모르지만 안본사람도 많다라는걸 알려주려고 댓글달아드린건데 성시경 미소천사? 그까짓거 하나 모른다고 tv를 안보고살았다느니 뭐라니 ...ㅎㅎ 참 할말이 없습니다
건슬링어,사람들이 되고 싶은 보컬은 성시경
12년째염기훈팀,장르도 다르고전성기도 다른시기라서 이건 결론이안남개인 취향의 영역이라고보는데근데 내 취향은 시경이형이 더 맞음
장도리,전승우승가능 https://youtu.be/AWVxnvEG5jU모다 시경 밈 장난친건데 죽일듯이 달려드네
어니스트헤밍웨이,건슬링어 그건 니가 성시경빠돌이라 그런 거야
연봉1억,나는 음악적으로 음색적으로 가창력적으로 성시경이니깐 반박 안받겠음
mag1xx,서머스비러버 버즈는 그래도 한해 먹은적 있는데 성시경하고 비교는좀..... 가창력도 가창력이고 노래도 ㅅㅌㅊ였는데
적야,비교질은 둘째치고 성시경이 노래만 부를 줄 안다는건 너무 성시경 내려치기 아닌가본인앨범 직접 프로듀싱하기 시작했다고 한게 거리에서 앨범 때 부터인데 ㅋㅋ
m-flo,"적야 정작 '거리에서' 작사작곡은 윤종신이고, 편곡도 다른 사람이 했는데 프로듀싱이라는게 잘했다 못했다 평가하기에는 좀 애매한 작업 아닌가"
XTC-4,전승우승가능 안들어봤음 근데 성시경은 한창 전성기였을때 음악은 지금도 자주 듣는데 거리에서나 내게오는길 처음처럼 이런거 띵곡 개많은데
로맨스의왕,성시경 뿀은 사람들은 이유가  그냥 주관적인 것들밖에 없네. 객관적으로보면 비교하기 초라하니까
테재앙의승점공장,로맨스의왕 내가 볼때 성시경 고른 애들 거의 애새끼들임 애새끼들 특유의 억지 논리 그랬다더라도르가 보임 약간 게르트 뮐러 빠는 애들
스테판커리30,성시경도 나름 킬링보이스 3700만찍는 인기가수인데ㅋㅋ이번앨범은 완전 망했지만 또 언제나처럼 OST하나 잘 뽑을텐데ㅋㅋㅋ
충성,ㄴ망구첼ㄱ 저도 그래서 글 적은거긴함 가수로서인지 음악적재능으로 인지.. 가수로서만 보면 당연히 성시경이고 작곡이라던지 음악으로본다면 또 다르겠죠
대체닉넴뭘로해,"클라우드22 2010년대면 한창 걸그룹, 아이돌들 잘나갈때라 팬덤 파워로 줄세우기 많이들 한걸로 기억하는데요? 전곡까진 모르겠다만. 그렇다고해서 앨범 하나 전곡 줄세우기 정도로 2010년대 전체를 관통하는 시대의 아이콘이라고 치켜세울수 있는지는 잘 모르겠네요. 일단 성시경보다 차트에서 앞서간건 잘 알겠고, 전 성시경도 그닥 잘 몰라서 이거에 대해서는 의견없음요."
Djxnxkdk,Kazima 그렇게 치면 성시경은 우리나라 가수순위 30위 안에 못들듯..?
ㄴ망구첼ㄱ,XTC-4 근데 성시경은 그 미친앨범마저 없어... 제일 흥한게 거리에서고 사람들이 말하는 노래는 희재나 드라마 ost말고는 인지도도 없고
Diallo,XTC-4 그 당시에는 성시경자체가 대중적으로 인기가 많지도 않았고 노래도 따라부르기 힘들어서 당시에 매니아층말고는 노래인기도 오래가지도않고 금방 묻혔음
씹하남자,난 성시경
Kazima,Kazima 신승훈하고 성시경이 대결이된다는게 아닙니다 미리 댓글논란 방지
비행,나이 먹으니까 성시경이더라
불낙지,딱 보고는 성시경이라고 생각했는데 좀더 생각해보니까 성시경이 노래는 진짜 잘하는데 딱히 뭐가 없네..좀 냉정히 말하면 비교불가수준
BBRREE,콘서트 티켓파워는 성시경이 압살함
차은우.,"음원이 다가 아닌데 음원타령만 하지? 결국 가수는 공연 으로 돈을 벌고, 공연에서 성시경이 압살임."
컴셋,엠팍에서 물어보니까 당연히 반반이지 ㅋㅋㅋ성시경 코어팬들은 다 여자인데 ㅋㅋ
앵웅,성시경 굴욕급아닌가 01년 데뷔인데..
소러울,성시경이 남초 커뮤에서 반반만 가져가도 승리임 성시경은 여자팬들이 압도적일껄 ㅋㅋ 토이노래로 나왔지만 세사람만 봐도 ㅇㅇ
하와이리조트,난 성시경이 좋음딩고라이브에 안부른 노래로 한번더 나오면 좋겠음
신동빈,성시경
미케블더,성시경 슈스케나오면 준우승할수있나 ㅋㅋ
펨붕이에영,미케블더 성시경이 슈스케 나오면 우승이지 뭔
뱃살만늘어나,난 둘이 비교되는 게 웃긴데성시경은 박효신 김동률 이런 애들이랑 비교해야지....
쿠키앤크림파이,"솔직하게 당연히 성시경이지 ㅋㅋ호날두 vs 홀란드 , 에픽하이 vs 비오 급임;"
쾡쾡쾡,성시경은 경화수월 쓰는 악당 아닌가
백수아다다,성시경 라이브에서 이윽고~~내가~만 들어도 쌀텐데
아이브,성시경 승
FM코리아,성시경
코키쿠쿠카,둘이 데뷔가 10년 정도 차이가 나는데 성시경은 이제 히트곡 안 나온다로 비교하기엔 좀  노래는 압도적으로 성시경이 잘 하고 히트곡으로 대결해도 성시경이 많이 밀리는거 아니지 않나
X-JAPAN,우리나라에 성시경보다 노래 잘하는사람 10명도 안될듯
일회용카메라,고스로 이런얘기엔 등판안해줌 ㅋㅋㅋ 둘중 누구 콘서트가고싶냐하면 성시경이 압승할듯
liljilli,이젠 성시경내려치기하고있네ㅅㅂㅋㅋㅋ
젖닌페미결혼함,효림이가 성시경 좋아하는데
엔젤푸드,자이게클릭이야 성시경도 작곡 하는데 당장 본인 최고 히트곡이 자작곡임
하루하루,성시경 국밥 존나 맛있게먹음
찬란한불빛,성시경이 술 더 쎔 깝ㄴㄴ
안죽는다니까,히트곡은 성시경도 안꿀릴텐데?
이말방,난 전반적으로 성시경노래가 더좋음
모던강,아니 성시경 히트곡이 한두개가 아닌데;오히려 성시경을 내려치기 한거 같은데..
fishbone,https://theqoo.net/square/2257562413이거 위에 링크 달려서 봤는데성시경 최다 감상곡이 '크리스마스니까' 이거거든?이거 무슨 노래냐;; 첨 들어보는데
세으르게이,"C3PO 성시경도 데뷔하자마자 신인상에 본상만 2개인가 3개인데 약팀에이스에 2,3선발이면 너무 후려치는거 아니냐 ㅋㅋ"
월월콧콧,성시경 저평가?ㅋㅋ 전 글 베댓 긁어와드려?
벨리사리우스,성시경이 그래도 스펙트럼이 넓지 않나? 댄스곡도 하고
